Time [s],ECI X_1 [km],ECI Y_1 [km],ECI Z_1 [km],ECI dX_1 [km/s],ECI dY_1 [km/s],ECI dZ_1 [km/s],Beta0_1,Beta1,Beta2_1,Beta3_1,Omega1_1 [rad/s],Omega2_1 [rad/s],Omega3_1 [rad/s],ECI X_2 [km],ECI Y_2 [km],ECI Z_2 [km],ECI dX_2 [km/s],ECI dY_2 [km/s],ECI dZ_2 [km/s],Beta0_2,Beta1_2,Beta2_2,Beta3_2,Omega1_2 [rad/s],Omega2_2 [rad/s],Omega3_2 [rad/s]
1770,-5408.18282469571,42118.2050733995,-0.000757460937895051,-3.03883404389266,-0.390206983178535,-1.65568601836548e-06,0.151703676658161,-0.0256881403909677,0.420218200487094,-0.894283387920763,-0.000915643645360701,-0.000625777520560954,-0.000167430074625316,-5408.17320477719,42118.2076765268,0,-3.03883669690597,-0.390197661852571,0,0.151703676658161,-0.0256881403909677,0.420218200487094,-0.894283387920763,-0.000915643645360701,-0.000625777520560954,0.000832569925374682
1780,-5438.56975242437,42114.2920344964,-0.000774131248603601,-3.03855162108795,-0.392399377220447,-1.67839809174458e-06,0.156616139568681,-0.0277511158476115,0.423921805299899,-0.891622993976205,-0.000919201834877975,-0.000630533084324842,-0.000170960781371208,-5438.56016145715,42114.2947376164,0,-3.03855437544478,-0.392390086277405,0,0.156616139568681,-0.0277511158476115,0.423921805299899,-0.891622993976205,-0.000919201834877975,-0.000630533084324842,0.000829039218628791
1790,-5468.95384794515,42110.3570727004,-0.000791029336437271,-3.03826761674986,-0.394591565823952,-1.70124117608164e-06,0.161513343578058,-0.0298469715514207,0.42761634837169,-0.888913301025868,-0.00092274702865348,-0.000635275099125173,-0.000174521347000811,-5468.94428701354,42110.3598754821,0,-3.03827047221942,-0.394582306433024,0,0.161513343578058,-0.0298469715514207,0.42761634837169,-0.888913301025868,-0.00092274702865348,-0.000635275099125173,0.000825478652999188
1800,-5499.33509544378,42106.4001900723,-0.000808156503365271,-3.03798203103856,-0.396783547845146,-1.72421363111929e-06,0.16639494094207,-0.0319756808366479,0.431301310200832,-0.886154308956946,-0.000926279465393939,-0.000640003083633984,-0.000178111741567292,-5499.32556562948,42106.4030921724,0,-3.03798498737769,-0.396774321178238,0,0.16639494094207,-0.0319756808366479,0.431301310200832,-0.886154308956946,-0.000926279465393939,-0.000640003083633984,0.000821888258432707
1810,-5529.71347910756,42102.4213886846,-0.000825514034586953,-3.03769486411517,-0.398975322140313,-1.7473137429654e-06,0.171260582556626,-0.0341372116427299,0.434976171095917,-0.88334602179574,-0.000929799385602016,-0.000644716557799766,-0.000181731932076351,-5529.70398148954,42102.4243897471,0,-3.03769792106822,-0.398966129371961,0,0.171260582556626,-0.0341372116427299,0.434976171095917,-0.88334602179574,-0.000929799385602016,-0.000644716557799766,0.000818268067923648
1820,-5560.08898312546,42098.4206706209,-0.000843103197790184,-3.03740611614183,-0.401166887565929,-1.77053972304306e-06,0.176109917981434,-0.0363315265266964,0.438640411241339,-0.88048844773503,-0.000933307031502908,-0.000649415042879086,-0.000185381882497831,-5560.07951877978,42098.4237702773,0,-3.03740927344045,-0.401157729873217,0,0.176109917981434,-0.0363315265266964,0.438640411241339,-0.88048844773503,-0.000933307031502908,-0.000649415042879086,0.000814618117502168
1830,-5590.46159168805,42094.3980379765,-0.000860925242399406,-3.03711578728164,-0.403358242978667,-1.79388970707864e-06,0.180942595463961,-0.0385585826763048,0.442293510762366,-0.877581599161161,-0.000936802646970482,-0.000654098061467202,-0.000189061553777603,-5590.45216168779,42094.4012358457,0,-3.03711904464464,-0.403349121541136,0,0.180942595463961,-0.0385585826763048,0.442293510762366,-0.877581599161161,-0.000936802646970482,-0.000654098061467202,0.000810938446222396
1840,-5620.83128898757,42090.3534928579,-0.00087898139881377,-3.0368238776987,-0.405549387235407,-1.81736175412913e-06,0.18575826196369,-0.0408183319238864,0.445934949789716,-0.874625492680853,-0.000940286477452964,-0.000658765137527659,-0.000192770903849701,-5620.82189440262,42090.3567885464,0,-3.03682723483188,-0.405540303234958,0,0.18575826196369,-0.0408183319238864,0.445934949789716,-0.874625492680853,-0.000940286477452964,-0.000658765137527659,0.000807229096150297
1850,-5651.19805921791,42086.2870373833,-0.000897272877635747,-3.03653038755808,-0.407740319193241,-1.84095384564904e-06,0.19055656317667,-0.0431107207608873,0.449564208523612,-0.87162014914773,-0.00094375876989821,-0.000663415796420894,-0.000196509887648683,-5651.18870111487,42086.2904304847,0,-3.03653384415409,-0.407731273814032,0,0.19055656317667,-0.0431107207608873,0.449564208523612,-0.87162014914773,-0.00094375876989821,-0.000663415796420894,0.000803490112351315
1860,-5681.56188657461,42082.198673682,-0.000915800868890608,-3.03623531702585,-0.409931037709479,-1.86466388459916e-06,0.19533714356037,-0.0454356903530891,0.453180767297328,-0.868565593688593,-0.000947219772678587,-0.000668049564931825,-0.000200278457122194,-5681.55256601666,42082.2021637776,0,-3.036238872764,-0.409922032137818,0,0.19533714356037,-0.0454356903530891,0.453180767297328,-0.868565593688593,-0.000947219772678587,-0.000668049564931825,0.000799721542877805
1870,-5711.9227552549,42078.088403895,-0.000934566541237207,-3.03593866626907,-0.412121541641655,-1.88848969459695e-06,0.200099646358828,-0.0477931765564899,0.456784106640201,-0.865461855729428,-0.000950669735515496,-0.000672665971296452,-0.000204076561243693,-5711.91347330163,42078.0919905533,0,-3.03594232081517,-0.412112577065885,0,0.200099646358828,-0.0477931765564899,0.456784106640201,-0.865461855729428,-0.000950669735515496,-0.000672665971296452,0.000795923438756306
1880,-5742.28064945768,42073.9562301746,-0.00095357104117048,-3.03564043545576,-0.414311829847537,-1.91242901911116e-06,0.204843713628094,-0.0501831099338336,0.460373707340109,-0.862308969021164,-0.000954108909403535,-0.000677264545227465,-0.000207904146025344,-5742.27140716495,42073.9599129514,0,-3.03564418846198,-0.414302907457913,0,0.204843713628094,-0.0501831099338336,0.460373707340109,-0.862308969021164,-0.000954108909403535,-0.000677264545227465,0.000792095853974655
1890,-5772.63555338357,42069.8021546846,-0.000972815492216118,-3.03534062475496,-0.416501901185131,-1.93647952070041e-06,0.209568986261981,-0.0526054157717674,0.463949050505414,-0.859106971665188,-0.000957537546534369,-0.000681844817938863,-0.000211761154531012,-5772.62635180337,42069.8059331231,0,-3.03534447585964,-0.416493022173694,0,0.209568986261981,-0.0526054157717674,0.463949050505414,-0.859106971665188,-0.000957537546534369,-0.000681844817938863,0.000788238845468987
1900,-5802.98745123487,42065.6261796,-0.000992300994117842,-3.03503923433669,-0.418691754512688,-1.96063878029727e-06,0.214275104018111,-0.0550600140986132,0.46750961762635,-0.855855906138617,-0.000960955900220287,-0.000686406322169605,-0.000215647526889366,-5802.97829141517,42065.6300532307,0,-3.03504318316417,-0.418682920073134,0,0.214275104018111,-0.0550600140986132,0.46750961762635,-0.855855906138617,-0.000960955900220287,-0.000686406322169605,0.000784352473110633
1910,-5833.3363272156,42061.4283071074,-0.00101202862201776,-3.03473626437194,-0.420881388688714,-1.98490429653859e-06,0.218961705544267,-0.057546819702735,0.471054890635868,-0.852555819319343,-0.000964364224817506,-0.000690948592206283,-0.00021956320030705,-5833.3272102002,42061.4322754481,0,-3.03474031053242,-0.420872600016249,0,0.218961705544267,-0.057546819702735,0.471054890635868,-0.852555819319343,-0.000964364224817506,-0.000690948592206283,0.000780436799692948
1920,-5863.68216553151,42057.2085394049,-0.00103199942563026,-3.03443171503271,-0.423070802571973,-2.00927348514363e-06,0.223628428405052,-0.0600657421514865,0.47458435196992,-0.849206762510856,-0.000967762775649225,-0.000695471163904846,-0.000223508109081902,-5863.67309235989,42057.2126019607,0,-3.03443585812206,-0.423062060863171,0,0.223628428405052,-0.0600657421514865,0.47458435196992,-0.849206762510856,-0.000967762775649225,-0.000695471163904846,0.000776491890918096
1930,-5894.02495039009,42052.9668787017,-0.00105221442840992,-3.03412558649196,-0.425259995021497,-2.03374367834019e-06,0.228274909108845,-0.0626166858107224,0.478097484627181,-0.845808791466837,-0.000971151808928464,-0.000699973574711372,-0.000227482184616191,-5894.01592209724,42052.971034965,0,-3.03412982609159,-0.425251301474145,0,0.228274909108845,-0.0626166858107224,0.478097484627181,-0.845808791466837,-0.000971151808928464,-0.000699973574711372,0.000772517815383808
1940,-5924.36466600055,42048.7033272188,-0.00107267462671394,-3.03381787892366,-0.427448964896593,-2.05831212433993e-06,0.232900783135081,-0.0651995498648566,0.481593772228216,-0.842361966415557,-0.000974531581680705,-0.000704455363681902,-0.00023148535542985,-5924.35568361685,42048.7075766691,0,-3.03382221460033,-0.427440320709529,0,0.232900783135081,-0.0651995498648566,0.481593772228216,-0.842361966415557,-0.000974531581680705,-0.000704455363681902,0.000768514644570149
1950,-5954.70129657387,42044.4178871882,-0.00109338098895955,-3.03350859250276,-0.429637711056848,-2.08297598686328e-06,0.237505684961833,-0.0678142283374495,0.485072699074064,-0.838866352084055,-0.000977902351666363,-0.000708916071501355,-0.000235517547173689,-5954.69236112491,42044.4222292925,0,-3.0335130238084,-0.4296291174298,0,0.237505684961833,-0.0678142283374495,0.485072699074064,-0.838866352084055,-0.000977902351666363,-0.000708916071501355,0.00076448245282631
1960,-5985.03482632281,42040.1105608535,-0.00111433445477693,-3.03319772740517,-0.431826232362139,-2.10773234471649e-06,0.242089248093711,-0.0704606101123105,0.488533750204275,-0.83532201772213,-0.000981264377303115,-0.000713355240501528,-0.000239578682642544,-5985.02593882922,42040.114995066,0,-3.03320225387678,-0.431817690495547,0,0.242089248093711,-0.0704606101123105,0.488533750204275,-0.83532201772213,-0.000981264377303115,-0.000713355240501529,0.000760421317357454
1970,-6015.36523946186,42035.7813504698,-0.0011355359341582,-3.0328852838078,-0.434014527672638,-2.13257819141889e-06,0.246651105090081,-0.0731385789550963,0.491976411454352,-0.831729037126136,-0.000984617917588092,-0.000717772414678203,-0.00024366868178836,-6015.35640093918,42035.7858762319,0,-3.03288990496724,-0.434006038767478,0,0.246651105090081,-0.0731385789550963,0.491976411454352,-0.831729037126136,-0.000984617917588092,-0.000717772414678204,0.000756331318211639
1980,-6045.69252020734,42031.4302583034,-0.00115698630660288,-3.03257126188855,-0.436202595848822,-2.15751043488316e-06,0.251190887593604,-0.0758480135353908,0.495400169512643,-0.828087488662591,-0.000987963232019986,-0.000722167139707369,-0.000247787461733165,-6045.68373166584,42031.4348750438,0,-3.03257597724239,-0.436194161106417,0,0.251190887593604,-0.0758480135353908,0.495400169512643,-0.828087488662591,-0.000987963232019986,-0.00072216713970737,0.000752212538266834
1990,-6076.01665277732,42027.0572866321,-0.00117868642026044,-3.03225566182628,-0.438390435751478,-2.18252589714922e-06,0.255708226359105,-0.0785887874492492,0.498804511976643,-0.824397455291609,-0.000991300580521063,-0.000726538962960582,-0.000251934936781929,-6076.00791522186,42027.0619937667,0,-3.03226047086565,-0.438382056373306,0,0.255708226359105,-0.0785887874492492,0.498804511976643,-0.824397455291609,-0.000991300580521063,-0.000726538962960583,0.000748065063218069
2000,-6106.33762139172,42022.662437745,-0.00120063709107048,-3.03193848380082,-0.44057804624171,-2.20762131417123e-06,0.260202751282758,-0.0813607692421888,0.502188927408731,-0.820659024590158,-0.000994630223359137,-0.000730887433519473,-0.000256111018435275,-6106.32893582153,42022.667234677,0,-3.03194338600128,-0.440569723429205,0,0.260202751282758,-0.0813607692421888,0.502188927408731,-0.820659024590158,-0.000994630223359137,-0.000730887433519473,0.000743888981564724
2010,-6136.65541027222,42018.2457139427,-0.00122283910190103,-3.03161972799299,-0.44276542618095,-2.23279333565923e-06,0.264674091431626,-0.0841638224326132,0.505552905391338,-0.81687228877515,-0.000997952421069493,-0.000735212102189426,-0.000260315615402013,-6136.64677768081,42018.2506000626,0,-3.03162472281434,-0.442757161135292,0,0.264674091431626,-0.0841638224326132,0.505552905391338,-0.81687228877515,-0.000997952421069493,-0.000735212102189427,0.000739684384597986
2020,-6166.97000364237,42013.807117537,-0.00124529320168557,-3.03129939458457,-0.44495257443096,-2.25803852497691e-06,0.269121875073517,-0.0869978055356513,0.508895936581533,-0.813037344726366,-0.00100126743437682,-0.000739512521512445,-0.000264548633611498,-6166.9614250173,42013.8120922226,0,-3.03130448147073,-0.444944368352867,0,0.269121875073517,-0.0869978055356513,0.508895936581533,-0.813037344726366,-0.00100126743437682,-0.000739512521512446,0.000735451366388501
2030,-6197.28138572752,42009.3466508514,-0.00126800010455922,-3.03097748375833,-0.447139489853844,-2.28335335909374e-06,0.273545729707192,-0.0898625720873955,0.512217512765049,-0.809154294009236,-0.00100457552411712,-0.000743788245779222,-0.00026880997622576,-6197.27286205026,42009.3517134677,0,-3.03098266213715,-0.447131343943346,0,0.273545729707192,-0.0898625720873955,0.512217512765049,-0.809154294009236,-0.00100457552411712,-0.000743788245779222,0.000731190023774239
2040,-6227.58954075487,42004.8643162204,-0.00129096048899489,-3.03065399569797,-0.449326171312055,-2.30873422859432e-06,0.277945282092926,-0.0927579706695243,0.515517126909734,-0.805223242897452,-0.00100787695115971,-0.000748038831040433,-0.000273099543651412,-6227.58107300063,42004.8694661196,0,-3.03065926498115,-0.44931808676827,0,0.277945282092926,-0.0927579706695243,0.515517126909734,-0.805223242897452,-0.00100787695115971,-0.000748038831040434,0.000726900456348587
2050,-6257.89445295348,42000.3601159901,-0.00131417499693962,-3.03032893058818,-0.451512617668397,-2.33417743774479e-06,0.282320158283408,-0.0956838449342925,0.518794273218444,-0.801244302395448,-0.00101117197632919,-0.000752263835117285,-0.000277417233551295,-6257.88604209103,42000.365352512,0,-3.03033429017108,-0.451504595689297,0,0.282320158283408,-0.0956838449342925,0.518794273218444,-0.801244302395448,-0.00101117197632919,-0.000752263835117286,0.000722582766448703
2060,-6288.19610655426,41995.8340525178,-0.00133764423295203,-3.03000228861459,-0.45369882778604,-2.35967920461589e-06,0.286669983655009,-0.0986400336298739,0.522048447181364,-0.797217588260734,-0.00101446086032759,-0.000756462817611324,-0.000281762940855853,-6288.18775354577,41995.8393749893,0,-3.03000773787611,-0.45369086956821,0,0.286669983655009,-0.0986400336298739,0.522048447181364,-0.797217588260734,-0.00101446086032759,-0.000756462817611324,0.000718237059144146
2070,-6318.49448579,41991.2861281724,-0.00136136876334121,-3.02967406996381,-0.455884800528522,-2.38523566126452e-06,0.290994382939405,-0.101626370626041,0.525279145627781,-0.793143221026091,-0.00101774386365651,-0.000760635339913536,-0.000286136557774204,-6318.48619159084,41991.2915359079,0,-3.02967960826625,-0.455876907266913,0,0.290994382939405,-0.101626370626041,0.525279145627781,-0.793143221026091,-0.00101774386365651,-0.000760635339913536,0.000713863442225795
2080,-6348.78957489536,41986.7163453339,-0.00138534911530769,-3.02934427482337,-0.458070534759757,-2.41084285397337e-06,0.295292980255575,-0.104642684940166,0.528485866777293,-0.78902132602164,-0.00102102124653945,-0.000764780965212761,-0.000290537973804909,-6348.78134045395,41986.7218376351,0,-3.02934990151231,-0.458062707647433,0,0.295292980255575,-0.104642684940166,0.528485866777293,-0.78902132602164,-0.00102102124653945,-0.000764780965212762,0.00070946202619509
2090,-6379.08135810689,41982.1247063939,-0.00140958577608723,-3.02901290338178,-0.460256029344045,-2.43649674354949e-06,0.29956539914217,-0.107688800763531,0.531668110290479,-0.784852033396777,-0.00102429326884423,-0.000768899258503446,-0.000294967075746393,-6379.07318436451,41982.1302825498,0,-3.02901861778593,-0.460248269571921,0,0.29956539914217,-0.107688800763531,0.531668110290479,-0.784852033396777,-0.00102429326884423,-0.000768899258503446,0.000705032924253605
2100,-6409.36981966305,41977.5112137551,-0.00143407919209768,-3.02867995582846,-0.462441283146075,-2.46219320568137e-06,0.30381126259026,-0.110764537487925,0.534825377319014,-0.780635478141989,-0.00102756019000563,-0.00077298978659275,-0.000299423747707024,-6409.36170755367,41977.5168730423,0,-3.02868575725958,-0.462433591902651,0,0.30381126259026,-0.110764537487925,0.534825377319014,-0.780635478141989,-0.00102756019000563,-0.00077298978659275,0.000700576252292975
2110,-6439.6549438042,41972.8758698318,-0.00145882976808995,-3.02834543235379,-0.464626295030936,-2.48792803135622e-06,0.308030193076474,-0.113869709732525,0.537957170555248,-0.776371800110548,-0.00103082226894808,-0.000777052118107046,-0.000303907871114812,-6439.64689425428,41972.8816115142,0,-3.02835132010654,-0.464618673502022,0,0.308030193076474,-0.113869709732525,0.537957170555248,-0.776371800110548,-0.00103082226894808,-0.000777052118107046,0.000696092128885186
2120,-6469.93671477261,41968.2186770494,-0.00148383786630325,-3.02800933314909,-0.466811063864121,-2.51369692733643e-06,0.312221812596523,-0.117004127371033,0.541062994281259,-0.772061144040084,-0.00103407976400872,-0.000781085823497825,-0.000308419324726732,-6469.92872870096,41968.2245003784,0,-3.02801530650091,-0.466803513232561,0,0.312221812596523,-0.117004127371033,0.541062994281259,-0.772061144040084,-0.00103407976400872,-0.000781085823497826,0.000691580675273267
