Time [s],ECI X [km],ECI Y [km],ECI Y [km],ECI dX [km/s],ECI dY [km/s],ECI dZ [km/s],sigma1,sigma2,sigma3,Omega1 [rad/s],Omega2 [rad/s],Omega3 [rad/s],ECI X [km],ECI Y [km],ECI Z [km],ECI dX [km/s],ECI dY [km/s],ECI dZ [km/s],sigma1,sigma2,sigma3,Omega1 [rad/s],Omega2 [rad/s],Omega3 [rad/s]
3750,40919.14851,11349.52877,0,-0.818903327,2.952304172,0,0,0,0.8021463,0,0,7.22E-05,40919.13574,11349.54411,0,-0.81887266,2.952329713,0,0,0,0.8021463,0,0,0.00207215
3760,40910.94883,11379.04887,0,-0.821033714,2.951713181,0,0,0,0.819015462,0,0,7.22E-05,40910.93636,11379.06445,0,-0.82100256,2.951738125,0,0,0,0.819015462,0,0,0.00207215
3770,40902.72786,11408.56305,0,-0.823163662,2.951120661,0,0,0,0.836168306,0,0,7.22E-05,40902.71569,11408.57886,0,-0.823132033,2.951145001,0,0,0,0.836168306,0,0,0.00207215
3780,40894.48558,11438.0713,0,-0.82529317,2.950526615,0,0,0,0.853615695,0,0,7.22E-05,40894.47372,11438.08734,0,-0.825261078,2.95055034,0,0,0,0.853615695,0,0,0.00207215
3790,40886.22202,11467.57359,0,-0.827422236,2.949931041,0,0,0,0.871368992,0,0,7.22E-05,40886.21047,11467.58987,0,-0.827389693,2.949954144,0,0,0,0.871368992,0,0,0.00207215
3800,40877.93716,11497.06993,0,-0.829550859,2.949333941,0,0,0,0.889440095,0,0,7.22E-05,40877.92593,11497.08642,0,-0.829517877,2.949356411,0,0,0,0.889440095,0,0,0.00207215
3810,40869.63103,11526.56028,0,-0.831679039,2.948735313,0,0,0,0.90784146,0,0,7.22E-05,40869.62011,11526.57699,0,-0.831645629,2.948757144,0,0,0,0.90784146,0,0,0.00207215
3820,40861.30361,11556.04464,0,-0.833806773,2.948135159,0,0,0,0.926586148,0,0,7.22E-05,40861.29302,11556.06156,0,-0.833772948,2.948156341,0,0,0,0.926586148,0,0,0.00207215
3830,40852.95492,11585.523,0,-0.83593406,2.947533477,0,0,0,0.945687853,0,0,7.22E-05,40852.94465,11585.54011,0,-0.835899834,2.947554004,0,0,0,0.945687853,0,0,0.00207215
3840,40844.58495,11614.99532,0,-0.8380609,2.946930269,0,0,0,0.965160948,0,0,7.22E-05,40844.57502,11615.01263,0,-0.838026284,2.946950132,0,0,0,0.965160948,0,0,0.00207215
3850,40836.19372,11644.46161,0,-0.84018729,2.946325535,0,0,0,0.985020527,0,0,7.22E-05,40836.18413,11644.47911,0,-0.840152298,2.946344726,0,0,0,0.985020527,0,0,0.00207215
3860,40827.78123,11673.92184,0,-0.84231323,2.945719273,0,0,0,-0.994745304,0,0,7.22E-05,40827.77198,11673.93952,0,-0.842277875,2.945737787,0,0,0,-0.994745304,0,0,0.00207215
3870,40819.34749,11703.37601,0,-0.844438719,2.945111485,0,0,0,-0.974693629,0,0,7.22E-05,40819.33857,11703.39386,0,-0.844403013,2.945129314,0,0,0,-0.974693629,0,0,0.00207215
3880,40810.89249,11732.82408,0,-0.846563754,2.944502171,0,0,0,-0.955035993,0,0,7.22E-05,40810.88392,11732.8421,0,-0.846527711,2.944519308,0,0,0,-0.955035993,0,0,0.00207215
3890,40802.41624,11762.26606,0,-0.848688336,2.94389133,0,0,0,-0.935756937,0,0,7.22E-05,40802.40802,11762.28424,0,-0.848651969,2.943907769,0,0,0,-0.935756937,0,0,0.00207215
3900,40793.91875,11791.70191,0,-0.850812462,2.943278962,0,0,0,-0.916841746,0,0,7.22E-05,40793.91088,11791.72025,0,-0.850775785,2.943294697,0,0,0,-0.916841746,0,0,0.00207215
3910,40785.40002,11821.13164,0,-0.852936132,2.942665069,0,0,0,-0.898276402,0,0,7.22E-05,40785.39251,11821.15013,0,-0.852899159,2.942680094,0,0,0,-0.898276402,0,0,0.00207215
3920,40776.86005,11850.55522,0,-0.855059344,2.942049649,0,0,0,-0.880047545,0,0,7.22E-05,40776.8529,11850.57385,0,-0.855022088,2.942063958,0,0,0,-0.880047545,0,0,0.00207215
3930,40768.29886,11879.97264,0,-0.857182097,2.941432702,0,0,0,-0.862142432,0,0,7.22E-05,40768.29207,11879.9914,0,-0.857144572,2.941446291,0,0,0,-0.862142432,0,0,0.00207215
3940,40759.71644,11909.38388,0,-0.85930439,2.94081423,0,0,0,-0.844548898,0,0,7.22E-05,40759.71001,11909.40277,0,-0.85926661,2.940827093,0,0,0,-0.844548898,0,0,0.00207215
3950,40751.1128,11938.78893,0,-0.861426222,2.940194232,0,0,0,-0.827255328,0,0,7.22E-05,40751.10673,11938.80794,0,-0.861388201,2.940206364,0,0,0,-0.827255328,0,0,0.00207215
3960,40742.48794,11968.18777,0,-0.863547591,2.939572707,0,0,0,-0.81025062,0,0,7.22E-05,40742.48225,11968.20689,0,-0.863509343,2.939584104,0,0,0,-0.81025062,0,0,0.00207215
3970,40733.84188,11997.58039,0,-0.865668496,2.938949657,0,0,0,-0.793524159,0,0,7.22E-05,40733.83655,11997.59962,0,-0.865630035,2.938960314,0,0,0,-0.793524159,0,0,0.00207215
3980,40725.1746,12026.96676,0,-0.867788936,2.93832508,0,0,0,-0.777065786,0,0,7.22E-05,40725.16965,12026.98609,0,-0.867750278,2.938334994,0,0,0,-0.777065786,0,0,0.00207215
3990,40716.48613,12056.34689,0,-0.869908911,2.937698978,0,0,0,-0.760865777,0,0,7.22E-05,40716.48155,12056.36631,0,-0.869870068,2.937708145,0,0,0,-0.760865777,0,0,0.00207215
4000,40707.77646,12085.72075,0,-0.872028418,2.937071349,0,0,0,-0.744914815,0,0,7.22E-05,40707.77225,12085.74025,0,-0.871989405,2.937079766,0,0,0,-0.744914815,0,0,0.00207215
4010,40699.04559,12115.08832,0,-0.874147456,2.936442195,0,0,0,-0.729203969,0,0,7.22E-05,40699.04176,12115.1079,0,-0.874108289,2.936449858,0,0,0,-0.729203969,0,0,0.00207215
4020,40690.29354,12144.44959,0,-0.876266025,2.935811515,0,0,0,-0.713724673,0,0,7.22E-05,40690.29008,12144.46924,0,-0.876226718,2.935818422,0,0,0,-0.713724673,0,0,0.00207215
4030,40681.5203,12173.80455,0,-0.878384124,2.93517931,0,0,0,-0.698468706,0,0,7.22E-05,40681.51723,12173.82426,0,-0.87834469,2.935185457,0,0,0,-0.698468706,0,0,0.00207215
4040,40672.72588,12203.15318,0,-0.88050175,2.934545579,0,0,0,-0.683428176,0,0,7.22E-05,40672.72319,12203.17295,0,-0.880462205,2.934550965,0,0,0,-0.683428176,0,0,0.00207215
4050,40663.91029,12232.49546,0,-0.882618903,2.933910322,0,0,0,-0.668595497,0,0,7.22E-05,40663.90798,12232.51528,0,-0.882579262,2.933914944,0,0,0,-0.668595497,0,0,0.00207215
4060,40655.07354,12261.83138,0,-0.884735582,2.933273539,0,0,0,-0.653963379,0,0,7.22E-05,40655.07161,12261.85124,0,-0.88469586,2.933277397,0,0,0,-0.653963379,0,0,0.00207215
4070,40646.21561,12291.16093,0,-0.886851786,2.932635231,0,0,0,-0.639524809,0,0,7.22E-05,40646.21407,12291.18082,0,-0.886811996,2.932638322,0,0,0,-0.639524809,0,0,0.00207215
4080,40637.33653,12320.48408,0,-0.888967514,2.931995398,0,0,0,-0.625273036,0,0,7.22E-05,40637.33537,12320.504,0,-0.888927672,2.931997721,0,0,0,-0.625273036,0,0,0.00207215
4090,40628.43629,12349.80083,0,-0.891082764,2.931354039,0,0,0,-0.611201562,0,0,7.22E-05,40628.43552,12349.82077,0,-0.891042884,2.931355594,0,0,0,-0.611201562,0,0,0.00207215
4100,40619.51491,12379.11116,0,-0.893197535,2.930711154,0,0,0,-0.597304123,0,0,7.22E-05,40619.51451,12379.13111,0,-0.893157633,2.93071194,0,0,0,-0.597304123,0,0,0.00207215
4110,40610.57237,12408.41505,0,-0.895311826,2.930066745,0,0,0,-0.583574684,0,0,7.22E-05,40610.57236,12408.435,0,-0.895271917,2.930066761,0,0,0,-0.583574684,0,0,0.00207215
4120,40601.6087,12437.71249,0,-0.897425637,2.92942081,0,0,0,-0.570007419,0,0,7.22E-05,40601.60908,12437.73244,0,-0.897385734,2.929420057,0,0,0,-0.570007419,0,0,0.00207215
4130,40592.62389,12467.00346,0,-0.899538965,2.92877335,0,0,0,-0.556596711,0,0,7.22E-05,40592.62465,12467.0234,0,-0.899499085,2.928771828,0,0,0,-0.556596711,0,0,0.00207215
4140,40583.61795,12496.28795,0,-0.901651811,2.928124364,0,0,0,-0.543337131,0,0,7.22E-05,40583.6191,12496.30787,0,-0.901611967,2.928122074,0,0,0,-0.543337131,0,0,0.00207215
4150,40574.59088,12525.56594,0,-0.903764172,2.927473854,0,0,0,-0.530223437,0,0,7.22E-05,40574.59241,12525.58584,0,-0.90372438,2.927470796,0,0,0,-0.530223437,0,0,0.00207215
4160,40565.5427,12554.83742,0,-0.905876048,2.926821818,0,0,0,-0.51725056,0,0,7.22E-05,40565.54461,12554.85728,0,-0.905836322,2.926817994,0,0,0,-0.51725056,0,0,0.00207215
4170,40556.47339,12584.10237,0,-0.907987438,2.926168258,0,0,0,-0.504413597,0,0,7.22E-05,40556.47569,12584.12219,0,-0.907947793,2.926163668,0,0,0,-0.504413597,0,0,0.00207215
4180,40547.38298,12613.36078,0,-0.91009834,2.925513172,0,0,0,-0.491707803,0,0,7.22E-05,40547.38566,12613.38055,0,-0.910058791,2.925507819,0,0,0,-0.491707803,0,0,0.00207215
4190,40538.27146,12642.61262,0,-0.912208754,2.924856561,0,0,0,-0.479128585,0,0,7.22E-05,40538.27451,12642.63234,0,-0.912169316,2.924850447,0,0,0,-0.479128585,0,0,0.00207215
4200,40529.13883,12671.8579,0,-0.914318679,2.924198426,0,0,0,-0.466671491,0,0,7.22E-05,40529.14227,12671.87755,0,-0.914279365,2.924191553,0,0,0,-0.466671491,0,0,0.00207215
4210,40519.98511,12701.09658,0,-0.916428113,2.923538766,0,0,0,-0.454332206,0,0,7.22E-05,40519.98893,12701.11617,0,-0.916388939,2.923531136,0,0,0,-0.454332206,0,0,0.00207215
4220,40510.8103,12730.32866,0,-0.918537055,2.922877581,0,0,0,-0.442106545,0,0,7.22E-05,40510.81449,12730.34817,0,-0.918498036,2.922869197,0,0,0,-0.442106545,0,0,0.00207215
4230,40501.6144,12759.55412,0,-0.920645505,2.922214872,0,0,0,-0.429990445,0,0,7.22E-05,40501.61897,12759.57355,0,-0.920606654,2.922205737,0,0,0,-0.429990445,0,0,0.00207215
4240,40492.39742,12788.77295,0,-0.922753461,2.921550638,0,0,0,-0.417979962,0,0,7.22E-05,40492.40236,12788.79228,0,-0.922714794,2.921540756,0,0,0,-0.417979962,0,0,0.00207215
4250,40483.15936,12817.98512,0,-0.924860922,2.920884879,0,0,0,-0.406071263,0,0,7.22E-05,40483.16468,12818.00436,0,-0.924822453,2.920874254,0,0,0,-0.406071263,0,0,0.00207215
4260,40473.90023,12847.19063,0,-0.926967887,2.920217596,0,0,0,-0.394260622,0,0,7.22E-05,40473.90591,12847.20976,0,-0.92692963,2.920206231,0,0,0,-0.394260622,0,0,0.00207215
4270,40464.62003,12876.38946,0,-0.929074356,2.919548788,0,0,0,-0.382544415,0,0,7.22E-05,40464.62608,12876.40848,0,-0.929036325,2.919536688,0,0,0,-0.382544415,0,0,0.00207215
4280,40455.31877,12905.58159,0,-0.931180327,2.918878456,0,0,0,-0.370919113,0,0,7.22E-05,40455.32519,12905.60049,0,-0.931142536,2.918865625,0,0,0,-0.370919113,0,0,0.00207215
4290,40445.99646,12934.76702,0,-0.9332858,2.9182066,0,0,0,-0.35938128,0,0,7.22E-05,40446.00324,12934.78578,0,-0.933248263,2.918193043,0,0,0,-0.35938128,0,0,0.00207215
4300,40436.65309,12963.94571,0,-0.935390772,2.91753322,0,0,0,-0.347927568,0,0,7.22E-05,40436.66023,12963.96435,0,-0.935353504,2.917518942,0,0,0,-0.347927568,0,0,0.00207215
4310,40427.28867,12993.11767,0,-0.937495244,2.916858316,0,0,0,-0.336554711,0,0,7.22E-05,40427.29617,12993.13616,0,-0.937458258,2.916843322,0,0,0,-0.336554711,0,0,0.00207215
4320,40417.90321,13022.28286,0,-0.939599214,2.916181888,0,0,0,-0.325259524,0,0,7.22E-05,40417.91106,13022.30121,0,-0.939562524,2.916166184,0,0,0,-0.325259524,0,0,0.00207215
4330,40408.49671,13051.44129,0,-0.941702681,2.915503936,0,0,0,-0.314038895,0,0,7.22E-05,40408.50492,13051.45948,0,-0.9416663,2.915487527,0,0,0,-0.314038895,0,0,0.00207215
4340,40399.06918,13080.59292,0,-0.943805644,2.91482446,0,0,0,-0.302889785,0,0,7.22E-05,40399.07774,13080.61095,0,-0.943769587,2.914807353,0,0,0,-0.302889785,0,0,0.00207215
4350,40389.62063,13109.73776,0,-0.945908103,2.91414346,0,0,0,-0.291809223,0,0,7.22E-05,40389.62953,13109.75562,0,-0.945872382,2.914125661,0,0,0,-0.291809223,0,0,0.00207215
4360,40380.15105,13138.87578,0,-0.948010056,2.913460937,0,0,0,-0.280794303,0,0,7.22E-05,40380.16029,13138.89346,0,-0.947974685,2.913442453,0,0,0,-0.280794303,0,0,0.00207215
4370,40370.66045,13168.00696,0,-0.950111503,2.91277689,0,0,0,-0.26984218,0,0,7.22E-05,40370.67004,13168.02446,0,-0.950076495,2.912757728,0,0,0,-0.26984218,0,0,0.00207215
4380,40361.14885,13197.13129,0,-0.952212442,2.91209132,0,0,0,-0.258950068,0,0,7.22E-05,40361.15876,13197.14861,0,-0.952177809,2.912071486,0,0,0,-0.258950068,0,0,0.00207215
4390,40351.61623,13226.24877,0,-0.954312872,2.911404226,0,0,0,-0.248115234,0,0,7.22E-05,40351.62648,13226.26589,0,-0.954278628,2.911383729,0,0,0,-0.248115234,0,0,0.00207215
4400,40342.06262,13255.35936,0,-0.956412793,2.91071561,0,0,0,-0.237335,0,0,7.22E-05,40342.07319,13255.37628,0,-0.956378951,2.910694456,0,0,0,-0.237335,0,0,0.00207215
4410,40332.488,13284.46306,0,-0.958512203,2.91002547,0,0,0,-0.226606735,0,0,7.22E-05,40332.4989,13284.47977,0,-0.958478775,2.910003668,0,0,0,-0.226606735,0,0,0.00207215
4420,40322.8924,13313.55985,0,-0.960611103,2.909333807,0,0,0,-0.215927858,0,0,7.22E-05,40322.90362,13313.57635,0,-0.960578101,2.909311365,0,0,0,-0.215927858,0,0,0.00207215
4430,40313.27581,13342.64971,0,-0.962709489,2.908640622,0,0,0,-0.205295828,0,0,7.22E-05,40313.28734,13342.66599,0,-0.962676926,2.908617547,0,0,0,-0.205295828,0,0,0.00207215
4440,40303.63823,13371.73264,0,-0.964807363,2.907945914,0,0,0,-0.194708148,0,0,7.22E-05,40303.65008,13371.74869,0,-0.964775251,2.907922215,0,0,0,-0.194708148,0,0,0.00207215
4450,40293.97968,13400.80861,0,-0.966904722,2.907249683,0,0,0,-0.184162361,0,0,7.22E-05,40293.99184,13400.82443,0,-0.966873073,2.90722537,0,0,0,-0.184162361,0,0,0.00207215
4460,40284.30016,13429.87761,0,-0.969001566,2.90655193,0,0,0,-0.173656045,0,0,7.22E-05,40284.31262,13429.8932,0,-0.968970392,2.906527011,0,0,0,-0.173656045,0,0,0.00207215
4470,40274.59968,13458.93962,0,-0.971097895,2.905852654,0,0,0,-0.163186812,0,0,7.22E-05,40274.61243,13458.95497,0,-0.971067206,2.905827139,0,0,0,-0.163186812,0,0,0.00207215
4480,40264.87823,13487.99464,0,-0.973193706,2.905151856,0,0,0,-0.152752308,0,0,7.22E-05,40264.89128,13488.00973,0,-0.973163515,2.905125755,0,0,0,-0.152752308,0,0,0.00207215
4490,40255.13583,13517.04264,0,-0.975289,2.904449537,0,0,0,-0.142350207,0,0,7.22E-05,40255.14917,13517.05748,0,-0.975259317,2.904422858,0,0,0,-0.142350207,0,0,0.00207215
4500,40245.37247,13546.08361,0,-0.977383774,2.903745695,0,0,0,-0.131978213,0,0,7.22E-05,40245.3861,13546.09819,0,-0.977354612,2.903718449,0,0,0,-0.131978213,0,0,0.00207215
4510,40235.58817,13575.11753,0,-0.97947803,2.903040332,0,0,0,-0.121634054,0,0,7.22E-05,40235.60207,13575.13184,0,-0.979449398,2.903012529,0,0,0,-0.121634054,0,0,0.00207215
4520,40225.78293,13604.14439,0,-0.981571764,2.902333447,0,0,0,-0.111315481,0,0,7.22E-05,40225.79711,13604.15843,0,-0.981543674,2.902305097,0,0,0,-0.111315481,0,0,0.00207215
4530,40215.95676,13633.16417,0,-0.983664977,2.901625041,0,0,0,-0.10102027,0,0,7.22E-05,40215.9712,13633.17794,0,-0.983637439,2.901596155,0,0,0,-0.10102027,0,0,0.00207215
4540,40206.10966,13662.17686,0,-0.985757668,2.900915114,0,0,0,-0.090746214,0,0,7.22E-05,40206.12436,13662.19035,0,-0.985730692,2.900885702,0,0,0,-0.090746214,0,0,0.00207215
4550,40196.24163,13691.18245,0,-0.987849836,2.900203665,0,0,0,-0.080491124,0,0,7.22E-05,40196.25659,13691.19565,0,-0.987823432,2.900173739,0,0,0,-0.080491124,0,0,0.00207215
4560,40186.35268,13720.18091,0,-0.98994148,2.899490696,0,0,0,-0.070252827,0,0,7.22E-05,40186.36789,13720.19382,0,-0.989915657,2.899460266,0,0,0,-0.070252827,0,0,0.00207215
4570,40176.44282,13749.17223,0,-0.992032599,2.898776206,0,0,0,-0.060029165,0,0,7.22E-05,40176.45828,13749.18485,0,-0.992007368,2.898745284,0,0,0,-0.060029165,0,0,0.00207215
4580,40166.51205,13778.15641,0,-0.994123192,2.898060195,0,0,0,-0.049817992,0,0,7.22E-05,40166.52775,13778.16872,0,-0.994098561,2.898028793,0,0,0,-0.049817992,0,0,0.00207215
4590,40156.56037,13807.13341,0,-0.996213258,2.897342665,0,0,0,-0.039617171,0,0,7.22E-05,40156.57631,13807.14542,0,-0.996189238,2.897310793,0,0,0,-0.039617171,0,0,0.00207215
4600,40146.5878,13836.10323,0,-0.998302797,2.896623614,0,0,0,-0.029424576,0,0,7.22E-05,40146.60397,13836.11493,0,-0.998279396,2.896591285,0,0,0,-0.029424576,0,0,0.00207215
4610,40136.59434,13865.06585,0,-1.000391808,2.895903043,0,0,0,-0.019238085,0,0,7.22E-05,40136.61072,13865.07724,0,-1.000369034,2.89587027,0,0,0,-0.019238085,0,0,0.00207215
4620,40126.57998,13894.02126,0,-1.002480289,2.895180953,0,0,0,-0.009055584,0,0,7.22E-05,40126.59659,13894.03233,0,-1.002458151,2.895147746,0,0,0,-0.009055584,0,0,0.00207215
4630,40116.54475,13922.96944,0,-1.004568241,2.894457343,0,0,0,0.00112504,0,0,7.22E-05,40116.56156,13922.98019,0,-1.004546747,2.894423716,0,0,0,0.00112504,0,0,0.00207215
4640,40106.48864,13951.91038,0,-1.006655661,2.893732214,0,0,0,0.011305897,0,0,7.22E-05,40106.50565,13951.9208,0,-1.006634819,2.893698179,0,0,0,0.011305897,0,0,0.00207215
4650,40096.41165,13980.84406,0,-1.008742549,2.893005566,0,0,0,0.021489098,0,0,7.22E-05,40096.42887,13980.85415,0,-1.008722368,2.892971135,0,0,0,0.021489098,0,0,0.00207215
4660,40086.3138,14009.77046,0,-1.010828905,2.892277399,0,0,0,0.031676756,0,0,7.22E-05,40086.33121,14009.78022,0,-1.010809391,2.892242586,0,0,0,0.031676756,0,0,0.00207215
4670,40076.19509,14038.68958,0,-1.012914728,2.891547714,0,0,0,0.041870986,0,0,7.22E-05,40076.21268,14038.699,0,-1.012895888,2.891512531,0,0,0,0.041870986,0,0,0.00207215
4680,40066.05552,14067.60139,0,-1.015000016,2.89081651,0,0,0,0.052073912,0,0,7.22E-05,40066.07329,14067.61046,0,-1.014981858,2.89078097,0,0,0,0.052073912,0,0,0.00207215
4690,40055.8951,14096.50588,0,-1.017084769,2.890083788,0,0,0,0.062287661,0,0,7.22E-05,40055.91305,14096.51461,0,-1.0170673,2.890047905,0,0,0,0.062287661,0,0,0.00207215
4700,40045.71384,14125.40303,0,-1.019168986,2.889349549,0,0,0,0.072514373,0,0,7.22E-05,40045.73195,14125.41142,0,-1.019152212,2.889313335,0,0,0,0.072514373,0,0,0.00207215
4710,40035.51174,14154.29283,0,-1.021252667,2.888613792,0,0,0,0.082756195,0,0,7.22E-05,40035.53,14154.30087,0,-1.021236594,2.888577262,0,0,0,0.082756195,0,0,0.00207215
4720,40025.2888,14183.17527,0,-1.02333581,2.887876517,0,0,0,0.093015289,0,0,7.22E-05,40025.30722,14183.18296,0,-1.023320444,2.887839684,0,0,0,0.093015289,0,0,0.00207215
4730,40015.04504,14212.05033,0,-1.025418414,2.887137726,0,0,0,0.103293832,0,0,7.22E-05,40015.0636,14212.05766,0,-1.025403761,2.887100604,0,0,0,0.103293832,0,0,0.00207215
4740,40004.78045,14240.918,0,-1.027500479,2.886397418,0,0,0,0.113594016,0,0,7.22E-05,40004.79914,14240.92496,0,-1.027486544,2.88636002,0,0,0,0.113594016,0,0,0.00207215
4750,39994.49504,14269.77825,0,-1.029582004,2.885655593,0,0,0,0.123918051,0,0,7.22E-05,39994.51387,14269.78486,0,-1.029568793,2.885617934,0,0,0,0.123918051,0,0,0.00207215
4760,39984.18882,14298.63108,0,-1.031662988,2.884912253,0,0,0,0.134268168,0,0,7.22E-05,39984.20777,14298.63732,0,-1.031650506,2.884874345,0,0,0,0.134268168,0,0,0.00207215
4770,39973.86179,14327.47646,0,-1.033743431,2.884167396,0,0,0,0.14464662,0,0,7.22E-05,39973.88086,14327.48234,0,-1.033731681,2.884129255,0,0,0,0.14464662,0,0,0.00207215
4780,39963.51396,14356.31439,0,-1.035823331,2.883421024,0,0,0,0.155055684,0,0,7.22E-05,39963.53314,14356.3199,0,-1.035812319,2.883382664,0,0,0,0.155055684,0,0,0.00207215
4790,39953.14533,14385.14485,0,-1.037902688,2.882673137,0,0,0,0.165497663,0,0,7.22E-05,39953.16461,14385.14999,0,-1.037892417,2.882634571,0,0,0,0.165497663,0,0,0.00207215
4800,39942.75591,14413.96782,0,-1.0399815,2.881923734,0,0,0,0.175974888,0,0,7.22E-05,39942.77529,14413.97258,0,-1.039971975,2.881884978,0,0,0,0.175974888,0,0,0.00207215
4810,39932.34571,14442.78329,0,-1.042059768,2.881172818,0,0,0,0.186489722,0,0,7.22E-05,39932.36518,14442.78768,0,-1.042050992,2.881133885,0,0,0,0.186489722,0,0,0.00207215
4820,39921.91473,14471.59125,0,-1.04413749,2.880420386,0,0,0,0.197044558,0,0,7.22E-05,39921.93427,14471.59526,0,-1.044129466,2.880381292,0,0,0,0.197044558,0,0,0.00207215
4830,39911.46297,14500.39167,0,-1.046214665,2.879666441,0,0,0,0.207641827,0,0,7.22E-05,39911.48259,14500.3953,0,-1.046207396,2.879627199,0,0,0,0.207641827,0,0,0.00207215
4840,39900.99044,14529.18454,0,-1.048291294,2.878910982,0,0,0,0.218283995,0,0,7.22E-05,39901.01013,14529.1878,0,-1.048284782,2.878871608,0,0,0,0.218283995,0,0,0.00207215
4850,39890.49715,14557.96985,0,-1.050367374,2.87815401,0,0,0,0.228973568,0,0,7.22E-05,39890.5169,14557.97273,0,-1.050361623,2.878114517,0,0,0,0.228973568,0,0,0.00207215
4860,39879.9831,14586.74759,0,-1.052442905,2.877395525,0,0,0,0.239713095,0,0,7.22E-05,39880.0029,14586.75008,0,-1.052437916,2.877355929,0,0,0,0.239713095,0,0,0.00207215
4870,39869.4483,14615.51773,0,-1.054517886,2.876635528,0,0,0,0.250505169,0,0,7.22E-05,39869.46814,14615.51984,0,-1.054513662,2.876595842,0,0,0,0.250505169,0,0,0.00207215
4880,39858.89275,14644.28026,0,-1.056592317,2.875874018,0,0,0,0.26135243,0,0,7.22E-05,39858.91263,14644.28199,0,-1.056588858,2.875834259,0,0,0,0.26135243,0,0,0.00207215
4890,39848.31645,14673.03518,0,-1.058666196,2.875110997,0,0,0,0.272257569,0,0,7.22E-05,39848.33636,14673.03652,0,-1.058663505,2.875071178,0,0,0,0.272257569,0,0,0.00207215
4900,39837.71943,14701.78245,0,-1.060739524,2.874346464,0,0,0,0.283223329,0,0,7.22E-05,39837.73936,14701.78341,0,-1.0607376,2.8743066,0,0,0,0.283223329,0,0,0.00207215
4910,39827.10167,14730.52207,0,-1.062812298,2.873580419,0,0,0,0.29425251,0,0,7.22E-05,39827.12161,14730.52265,0,-1.062811144,2.873540526,0,0,0,0.29425251,0,0,0.00207215
4920,39816.46318,14759.25403,0,-1.064884519,2.872812865,0,0,0,0.30534797,0,0,7.22E-05,39816.48314,14759.25422,0,-1.064884134,2.872772957,0,0,0,0.30534797,0,0,0.00207215
4930,39805.80398,14787.9783,0,-1.066956186,2.8720438,0,0,0,0.316512629,0,0,7.22E-05,39805.82393,14787.9781,0,-1.06695657,2.872003892,0,0,0,0.316512629,0,0,0.00207215
4940,39795.12406,14816.69487,0,-1.069027297,2.871273225,0,0,0,0.327749474,0,0,7.22E-05,39795.14401,14816.69429,0,-1.06902845,2.871233331,0,0,0,0.327749474,0,0,0.00207215
4950,39784.42343,14845.40373,0,-1.071097852,2.87050114,0,0,0,0.339061557,0,0,7.22E-05,39784.44337,14845.40276,0,-1.071099774,2.870461277,0,0,0,0.339061557,0,0,0.00207215
4960,39773.7021,14874.10486,0,-1.07316785,2.869727546,0,0,0,0.350452008,0,0,7.22E-05,39773.72201,14874.10351,0,-1.07317054,2.869687727,0,0,0,0.350452008,0,0,0.00207215
4970,39762.96008,14902.79824,0,-1.07523729,2.868952444,0,0,0,0.361924028,0,0,7.22E-05,39762.97996,14902.79651,0,-1.075240748,2.868912684,0,0,0,0.361924028,0,0,0.00207215
4980,39752.19736,14931.48387,0,-1.077306172,2.868175834,0,0,0,0.373480902,0,0,7.22E-05,39752.2172,14931.48176,0,-1.077310395,2.868136148,0,0,0,0.373480902,0,0,0.00207215
4990,39741.41395,14960.16173,0,-1.079374495,2.867397715,0,0,0,0.385125997,0,0,7.22E-05,39741.43375,14960.15923,0,-1.079379482,2.867358118,0,0,0,0.385125997,0,0,0.00207215
5000,39730.60987,14988.83179,0,-1.081442258,2.86661809,0,0,0,0.396862769,0,0,7.22E-05,39730.62961,14988.82892,0,-1.081448008,2.866578596,0,0,0,0.396862769,0,0,0.00207215
5010,39719.7851,15017.49405,0,-1.08350946,2.865836957,0,0,0,0.408694767,0,0,7.22E-05,39719.80479,15017.4908,0,-1.08351597,2.865797582,0,0,0,0.408694767,0,0,0.00207215
5020,39708.93967,15046.1485,0,-1.0855761,2.865054318,0,0,0,0.420625638,0,0,7.22E-05,39708.9593,15046.14486,0,-1.085583368,2.865015076,0,0,0,0.420625638,0,0,0.00207215
5030,39698.07358,15074.79511,0,-1.087642178,2.864270173,0,0,0,0.432659131,0,0,7.22E-05,39698.09313,15074.7911,0,-1.087650201,2.864231078,0,0,0,0.432659131,0,0,0.00207215
5040,39687.18683,15103.43387,0,-1.089707693,2.863484522,0,0,0,0.444799103,0,0,7.22E-05,39687.20629,15103.42948,0,-1.089716468,2.863445589,0,0,0,0.444799103,0,0,0.00207215
5050,39676.27942,15132.06476,0,-1.091772643,2.862697367,0,0,0,0.457049524,0,0,7.22E-05,39676.2988,15132.06,0,-1.091782167,2.86265861,0,0,0,0.457049524,0,0,0.00207215
5060,39665.35137,15160.68778,0,-1.093837029,2.861908706,0,0,0,0.469414482,0,0,7.22E-05,39665.37065,15160.68265,0,-1.093847298,2.86187014,0,0,0,0.469414482,0,0,0.00207215
5070,39654.40268,15189.30291,0,-1.095900849,2.861118542,0,0,0,0.481898192,0,0,7.22E-05,39654.42186,15189.2974,0,-1.09591186,2.861080181,0,0,0,0.481898192,0,0,0.00207215
