Time [s],ECI X [km],ECI Y [km],ECI Y [km],ECI dX [km/s],ECI dY [km/s],ECI dZ [km/s],sigma1,sigma2,sigma3,Omega1 [rad/s],Omega2 [rad/s],Omega3 [rad/s],ECI X [km],ECI Y [km],ECI Z [km],ECI dX [km/s],ECI dY [km/s],ECI dZ [km/s],sigma1,sigma2,sigma3,Omega1 [rad/s],Omega2 [rad/s],Omega3 [rad/s]
0,42464.00754,0,0,0,3.063789133,0,0,0,0,0,0,7.22E-05,42463.95754,0,0,0,3.063789133,0,0,0,0,0,0,0.00207215
10,42463.98978,30.63788016,0,-0.00290472,3.063779018,0,0,0,0.010180728,0,0,7.22E-05,42463.94648,30.63788867,0,-0.002210532,3.063788335,0,0,0,0.010180728,0,0,0.00207215
20,42463.95061,61.2756449,0,-0.004937252,3.063768308,0,0,0,0.020363566,0,0,7.22E-05,42463.91333,61.27576139,0,-0.004421063,3.063785943,0,0,0,0.020363566,0,0,0.00207215
30,42463.89088,91.91330267,0,-0.007015052,3.063758259,0,0,0,0.030550627,0,0,7.22E-05,42463.85806,91.91360221,0,-0.006631591,3.063781956,0,0,0,0.030550627,0,0,0.00207215
40,42463.81019,122.5508579,0,-0.00912729,3.063748268,0,0,0,0.040744027,0,0,7.22E-05,42463.78069,122.5513952,0,-0.008842116,3.063776374,0,0,0,0.040744027,0,0,0.00207215
50,42463.70825,153.1883095,0,-0.011265079,3.063737891,0,0,0,0.050945887,0,0,7.22E-05,42463.68122,153.1891244,0,-0.011052637,3.063769196,0,0,0,0.050945887,0,0,0.00207215
60,42463.58483,183.8256525,0,-0.013421826,3.063726807,0,0,0,0.061158336,0,0,7.22E-05,42463.55964,183.8267738,0,-0.013263152,3.063760425,0,0,0,0.061158336,0,0,0.00207215
70,42463.43977,214.4628789,0,-0.015592635,3.063714778,0,0,0,0.071383509,0,0,7.22E-05,42463.41596,214.4643275,0,-0.015473659,3.063750058,0,0,0,0.071383509,0,0,0.00207215
80,42463.27295,245.0999788,0,-0.017773875,3.063701633,0,0,0,0.081623555,0,0,7.22E-05,42463.25017,245.1017696,0,-0.017684159,3.063738096,0,0,0,0.081623555,0,0,0.00207215
90,42463.08427,275.7369404,0,-0.019962852,3.063687245,0,0,0,0.091880635,0,0,7.22E-05,42463.06227,275.7390841,0,-0.01989465,3.063724539,0,0,0,0.091880635,0,0,0.00207215
100,42462.87367,306.373751,0,-0.022157566,3.063671523,0,0,0,0.102156921,0,0,7.22E-05,42462.85227,306.3762551,0,-0.02210513,3.063709388,0,0,0,0.102156921,0,0,0.00207215
110,42462.64111,337.0103971,0,-0.024356531,3.063654401,0,0,0,0.112454605,0,0,7.22E-05,42462.62017,337.0132666,0,-0.024315599,3.063692641,0,0,0,0.112454605,0,0,0.00207215
120,42462.38654,367.6468644,0,-0.026558646,3.063635829,0,0,0,0.122775895,0,0,7.22E-05,42462.36596,367.6501026,0,-0.026526055,3.0636743,0,0,0,0.122775895,0,0,0.00207215
130,42462.10993,398.2831384,0,-0.028763093,3.063615771,0,0,0,0.133123019,0,0,7.22E-05,42462.08965,398.2867473,0,-0.028736497,3.063654364,0,0,0,0.133123019,0,0,0.00207215
140,42461.81127,428.9192041,0,-0.030969264,3.063594202,0,0,0,0.143498228,0,0,7.22E-05,42461.79123,428.9231846,0,-0.030946924,3.063632833,0,0,0,0.143498228,0,0,0.00207215
150,42461.49055,459.5550463,0,-0.03317671,3.063571104,0,0,0,0.153903797,0,0,7.22E-05,42461.47071,459.5593986,0,-0.033157335,3.063609708,0,0,0,0.153903797,0,0,0.00207215
160,42461.14774,490.1906496,0,-0.035385094,3.063546461,0,0,0,0.164342024,0,0,7.22E-05,42461.12809,490.1953734,0,-0.035367729,3.063584987,0,0,0,0.164342024,0,0,0.00207215
170,42460.78285,520.8259987,0,-0.037594168,3.063520265,0,0,0,0.174815239,0,0,7.22E-05,42460.76336,520.831093,0,-0.037578105,3.063558672,0,0,0,0.174815239,0,0,0.00207215
180,42460.39586,551.4610779,0,-0.039803748,3.063492507,0,0,0,0.185325799,0,0,7.22E-05,42460.37652,551.4665415,0,-0.039788461,3.063530762,0,0,0,0.185325799,0,0,0.00207215
190,42459.98678,582.0958715,0,-0.042013694,3.063463183,0,0,0,0.195876096,0,0,7.22E-05,42459.96759,582.101703,0,-0.041998796,3.063501257,0,0,0,0.195876096,0,0,0.00207215
200,42459.5556,612.730364,0,-0.044223904,3.063432289,0,0,0,0.206468555,0,0,7.22E-05,42459.53655,612.7365614,0,-0.044209109,3.063470157,0,0,0,0.206468555,0,0,0.00207215
210,42459.10231,643.3645395,0,-0.046434303,3.063399821,0,0,0,0.217105639,0,0,7.22E-05,42459.08341,643.3711008,0,-0.0464194,3.063437463,0,0,0,0.217105639,0,0,0.00207215
220,42458.62692,673.9983824,0,-0.048644833,3.063365778,0,0,0,0.227789849,0,0,7.22E-05,42458.60816,674.0053053,0,-0.048629666,3.063403174,0,0,0,0.227789849,0,0,0.00207215
230,42458.12942,704.6318769,0,-0.050855451,3.063330158,0,0,0,0.238523729,0,0,7.22E-05,42458.11081,704.6391589,0,-0.050839907,3.06336729,0,0,0,0.238523729,0,0,0.00207215
240,42457.60982,735.2650072,0,-0.053066126,3.063292959,0,0,0,0.249309867,0,0,7.22E-05,42457.59136,735.2726458,0,-0.053050121,3.063329811,0,0,0,0.249309867,0,0,0.00207215
250,42457.06811,765.8977575,0,-0.055276833,3.063254182,0,0,0,0.260150898,0,0,7.22E-05,42457.04981,765.9057499,0,-0.055260308,3.063290738,0,0,0,0.260150898,0,0,0.00207215
260,42456.5043,796.530112,0,-0.057487553,3.063213826,0,0,0,0.271049507,0,0,7.22E-05,42456.48616,796.5384552,0,-0.057470466,3.06325007,0,0,0,0.271049507,0,0,0.00207215
270,42455.91837,827.1620549,0,-0.059698273,3.063171889,0,0,0,0.282008432,0,0,7.22E-05,42455.9004,827.1707459,0,-0.059680594,3.063207808,0,0,0,0.282008432,0,0,0.00207215
280,42455.31034,857.7935704,0,-0.061908983,3.063128372,0,0,0,0.293030465,0,0,7.22E-05,42455.29254,857.8026061,0,-0.061890691,3.063163951,0,0,0,0.293030465,0,0,0.00207215
290,42454.68021,888.4246427,0,-0.064119673,3.063083274,0,0,0,0.304118458,0,0,7.22E-05,42454.66259,888.4340196,0,-0.064100756,3.063118499,0,0,0,0.304118458,0,0,0.00207215
300,42454.02796,919.055256,0,-0.066330338,3.063036594,0,0,0,0.315275324,0,0,7.22E-05,42454.01053,919.0649707,0,-0.066310787,3.063071453,0,0,0,0.315275324,0,0,0.00207215
310,42453.35361,949.6853945,0,-0.068540972,3.062988334,0,0,0,0.326504042,0,0,7.22E-05,42453.33637,949.6954434,0,-0.068520784,3.063022812,0,0,0,0.326504042,0,0,0.00207215
320,42452.65716,980.3150423,0,-0.070751571,3.062938492,0,0,0,0.337807659,0,0,7.22E-05,42452.64011,980.3254217,0,-0.070730745,3.062972577,0,0,0,0.337807659,0,0,0.00207215
330,42451.9386,1010.944184,0,-0.072962131,3.062887068,0,0,0,0.349189293,0,0,7.22E-05,42451.92176,1010.95489,0,-0.07294067,3.062920747,0,0,0,0.349189293,0,0,0.00207215
340,42451.19793,1041.572803,0,-0.07517265,3.062834063,0,0,0,0.360652139,0,0,7.22E-05,42451.1813,1041.583831,0,-0.075150556,3.062867323,0,0,0,0.360652139,0,0,0.00207215
350,42450.43516,1072.200884,0,-0.077383125,3.062779476,0,0,0,0.372199472,0,0,7.22E-05,42450.41875,1072.212231,0,-0.077360404,3.062812304,0,0,0,0.372199472,0,0,0.00207215
360,42449.65029,1102.828411,0,-0.079593554,3.062723306,0,0,0,0.383834649,0,0,7.22E-05,42449.63409,1102.840072,0,-0.079570211,3.062755691,0,0,0,0.383834649,0,0,0.00207215
370,42448.84331,1133.455368,0,-0.081803934,3.062665554,0,0,0,0.395561117,0,0,7.22E-05,42448.82734,1133.467339,0,-0.081779976,3.062697484,0,0,0,0.395561117,0,0,0.00207215
380,42448.01423,1164.081739,0,-0.084014264,3.06260622,0,0,0,0.407382415,0,0,7.22E-05,42447.99849,1164.094016,0,-0.083989699,3.062637682,0,0,0,0.407382415,0,0,0.00207215
390,42447.16304,1194.70751,0,-0.086224543,3.062545303,0,0,0,0.419302177,0,0,7.22E-05,42447.14755,1194.720088,0,-0.086199379,3.062576286,0,0,0,0.419302177,0,0,0.00207215
400,42446.28975,1225.332663,0,-0.088434768,3.062482803,0,0,0,0.431324141,0,0,7.22E-05,42446.27451,1225.345537,0,-0.088409013,3.062513296,0,0,0,0.431324141,0,0,0.00207215
410,42445.39436,1255.957182,0,-0.090644938,3.062418721,0,0,0,0.443452153,0,0,7.22E-05,42445.37937,1255.970348,0,-0.090618602,3.062448712,0,0,0,0.443452153,0,0,0.00207215
420,42444.47687,1286.581053,0,-0.092855051,3.062353055,0,0,0,0.45569017,0,0,7.22E-05,42444.46213,1286.594506,0,-0.092828143,3.062382533,0,0,0,0.45569017,0,0,0.00207215
430,42443.53728,1317.20426,0,-0.095065106,3.062285807,0,0,0,0.468042266,0,0,7.22E-05,42443.52281,1317.217994,0,-0.095037636,3.06231476,0,0,0,0.468042266,0,0,0.00207215
440,42442.57559,1347.826785,0,-0.097275102,3.062216974,0,0,0,0.480512641,0,0,7.22E-05,42442.56138,1347.840796,0,-0.097247079,3.062245393,0,0,0,0.480512641,0,0,0.00207215
450,42441.5918,1378.448614,0,-0.099485037,3.062146559,0,0,0,0.493105626,0,0,7.22E-05,42441.57786,1378.462896,0,-0.099456472,3.062174432,0,0,0,0.493105626,0,0,0.00207215
460,42440.58591,1409.069731,0,-0.10169491,3.062074559,0,0,0,0.505825686,0,0,7.22E-05,42440.57225,1409.084279,0,-0.101665813,3.062101877,0,0,0,0.505825686,0,0,0.00207215
470,42439.55792,1439.69012,0,-0.103904719,3.062000976,0,0,0,0.518677433,0,0,7.22E-05,42439.54455,1439.704928,0,-0.103875102,3.062027727,0,0,0,0.518677433,0,0,0.00207215
480,42438.50784,1470.309765,0,-0.106114463,3.061925809,0,0,0,0.531665629,0,0,7.22E-05,42438.49475,1470.324828,0,-0.106084336,3.061951984,0,0,0,0.531665629,0,0,0.00207215
490,42437.43566,1500.92865,0,-0.108324141,3.061849057,0,0,0,0.544795193,0,0,7.22E-05,42437.42286,1500.943963,0,-0.108293514,3.061874647,0,0,0,0.544795193,0,0,0.00207215
500,42436.34138,1531.546759,0,-0.110533751,3.061770721,0,0,0,0.558071213,0,0,7.22E-05,42436.32888,1531.562316,0,-0.110502637,3.061795716,0,0,0,0.558071213,0,0,0.00207215
510,42435.225,1562.164077,0,-0.112743292,3.061690801,0,0,0,0.571498952,0,0,7.22E-05,42435.21281,1562.179872,0,-0.112711702,3.061715191,0,0,0,0.571498952,0,0,0.00207215
520,42434.08653,1592.780587,0,-0.114952762,3.061609295,0,0,0,0.585083859,0,0,7.22E-05,42434.07465,1592.796614,0,-0.114920708,3.061633072,0,0,0,0.585083859,0,0,0.00207215
530,42432.92597,1623.396275,0,-0.117162161,3.061526205,0,0,0,0.598831574,0,0,7.22E-05,42432.91439,1623.412528,0,-0.117129655,3.061549359,0,0,0,0.598831574,0,0,0.00207215
540,42431.74332,1654.011123,0,-0.119371487,3.06144153,0,0,0,0.612747945,0,0,7.22E-05,42431.73205,1654.027596,0,-0.11933854,3.061464053,0,0,0,0.612747945,0,0,0.00207215
550,42430.53857,1684.625116,0,-0.121580738,3.061355269,0,0,0,0.626839032,0,0,7.22E-05,42430.52762,1684.641804,0,-0.121547364,3.061377153,0,0,0,0.626839032,0,0,0.00207215
560,42429.31172,1715.238239,0,-0.123789914,3.061267423,0,0,0,0.641111124,0,0,7.22E-05,42429.30111,1715.255134,0,-0.123756124,3.06128866,0,0,0,0.641111124,0,0,0.00207215
570,42428.06279,1745.850475,0,-0.125999013,3.061177991,0,0,0,0.655570747,0,0,7.22E-05,42428.0525,1745.867571,0,-0.125964819,3.061198572,0,0,0,0.655570747,0,0,0.00207215
580,42426.79177,1776.461808,0,-0.128208033,3.061086973,0,0,0,0.670224679,0,0,7.22E-05,42426.78181,1776.4791,0,-0.128173449,3.061106891,0,0,0,0.670224679,0,0,0.00207215
590,42425.49866,1807.072223,0,-0.130416974,3.060994369,0,0,0,0.685079964,0,0,7.22E-05,42425.48903,1807.089704,0,-0.130382013,3.061013617,0,0,0,0.685079964,0,0,0.00207215
600,42424.18346,1837.681704,0,-0.132625834,3.060900179,0,0,0,0.700143925,0,0,7.22E-05,42424.17417,1837.699367,0,-0.132590508,3.060918749,0,0,0,0.700143925,0,0,0.00207215
610,42422.84617,1868.290235,0,-0.134834612,3.060804402,0,0,0,0.715424178,0,0,7.22E-05,42422.83722,1868.308074,0,-0.134798935,3.060822288,0,0,0,0.715424178,0,0,0.00207215
620,42421.48679,1898.8978,0,-0.137043307,3.060707039,0,0,0,0.730928652,0,0,7.22E-05,42421.47819,1898.915808,0,-0.137007291,3.060724234,0,0,0,0.730928652,0,0,0.00207215
630,42420.10533,1929.504383,0,-0.139251916,3.060608088,0,0,0,0.746665606,0,0,7.22E-05,42420.09708,1929.522553,0,-0.139215576,3.060624586,0,0,0,0.746665606,0,0,0.00207215
640,42418.70178,1960.109968,0,-0.14146044,3.060507551,0,0,0,0.762643645,0,0,7.22E-05,42418.69388,1960.128294,0,-0.141423789,3.060523345,0,0,0,0.762643645,0,0,0.00207215
650,42417.27614,1990.71454,0,-0.143668877,3.060405426,0,0,0,0.778871741,0,0,7.22E-05,42417.2686,1990.733015,0,-0.143631928,3.06042051,0,0,0,0.778871741,0,0,0.00207215
660,42415.82843,2021.318082,0,-0.145877225,3.060301713,0,0,0,0.795359255,0,0,7.22E-05,42415.82124,2021.336699,0,-0.145839992,3.060316083,0,0,0,0.795359255,0,0,0.00207215
670,42414.35863,2051.920579,0,-0.148085483,3.060196413,0,0,0,0.812115958,0,0,7.22E-05,42414.3518,2051.939331,0,-0.14804798,3.060210062,0,0,0,0.812115958,0,0,0.00207215
680,42412.86674,2082.522015,0,-0.15029365,3.060089525,0,0,0,0.829152058,0,0,7.22E-05,42412.86028,2082.540895,0,-0.150255891,3.060102448,0,0,0,0.829152058,0,0,0.00207215
690,42411.35278,2113.122374,0,-0.152501725,3.059981049,0,0,0,0.846478222,0,0,7.22E-05,42411.34668,2113.141375,0,-0.152463724,3.059993242,0,0,0,0.846478222,0,0,0.00207215
700,42409.81674,2143.72164,0,-0.154709707,3.059870984,0,0,0,0.864105608,0,0,7.22E-05,42409.81101,2143.740754,0,-0.154671477,3.059882442,0,0,0,0.864105608,0,0,0.00207215
710,42408.25862,2174.319796,0,-0.156917594,3.059759331,0,0,0,0.882045891,0,0,7.22E-05,42408.25326,2174.339018,0,-0.15687915,3.05977005,0,0,0,0.882045891,0,0,0.00207215
720,42406.67841,2204.916829,0,-0.159125385,3.059646089,0,0,0,0.900311296,0,0,7.22E-05,42406.67343,2204.93615,0,-0.159086742,3.059656065,0,0,0,0.900311296,0,0,0.00207215
730,42405.07614,2235.51272,0,-0.161333078,3.059531257,0,0,0,0.918914633,0,0,7.22E-05,42405.07152,2235.532134,0,-0.16129425,3.059540487,0,0,0,0.918914633,0,0,0.00207215
740,42403.45178,2266.107455,0,-0.163540674,3.059414837,0,0,0,0.937869334,0,0,7.22E-05,42403.44754,2266.126954,0,-0.163501675,3.059423316,0,0,0,0.937869334,0,0,0.00207215
750,42401.80535,2296.701018,0,-0.165748169,3.059296827,0,0,0,0.957189491,0,0,7.22E-05,42401.80149,2296.720595,0,-0.165709014,3.059304553,0,0,0,0.957189491,0,0,0.00207215
760,42400.13685,2327.293392,0,-0.167955564,3.059177227,0,0,0,0.976889899,0,0,7.22E-05,42400.13336,2327.31304,0,-0.167916268,3.059184197,0,0,0,0.976889899,0,0,0.00207215
770,42398.44627,2357.884562,0,-0.170162857,3.059056038,0,0,0,0.996986102,0,0,7.22E-05,42398.44316,2357.904274,0,-0.170123433,3.059062248,0,0,0,0.996986102,0,0,0.00207215
780,42396.73362,2388.474512,0,-0.172370047,3.058933258,0,0,0,-0.982806351,0,0,7.22E-05,42396.73089,2388.49428,0,-0.172330511,3.058938707,0,0,0,-0.982806351,0,0,0.00207215
790,42394.9989,2419.063226,0,-0.174577132,3.058808888,0,0,0,-0.962990247,0,0,7.22E-05,42394.99655,2419.083043,0,-0.174537498,3.058813574,0,0,0,-0.962990247,0,0,0.00207215
800,42393.2421,2449.650688,0,-0.176784112,3.058682927,0,0,0,-0.943558923,0,0,7.22E-05,42393.24014,2449.670546,0,-0.176744395,3.058686849,0,0,0,-0.943558923,0,0,0.00207215
810,42391.46324,2480.236882,0,-0.178990984,3.058555376,0,0,0,-0.924497366,0,0,7.22E-05,42391.46167,2480.256774,0,-0.1789512,3.058558531,0,0,0,-0.924497366,0,0,0.00207215
820,42389.66231,2510.821792,0,-0.181197749,3.058426233,0,0,0,-0.905791281,0,0,7.22E-05,42389.66112,2510.841711,0,-0.181157911,3.058428621,0,0,0,-0.905791281,0,0,0.00207215
830,42387.83932,2541.405403,0,-0.183404405,3.0582955,0,0,0,-0.887427043,0,0,7.22E-05,42387.83851,2541.425341,0,-0.183364528,3.058297119,0,0,0,-0.887427043,0,0,0.00207215
840,42385.99425,2571.987698,0,-0.185610951,3.058163175,0,0,0,-0.869391664,0,0,7.22E-05,42385.99383,2572.007648,0,-0.18557105,3.058164025,0,0,0,-0.869391664,0,0,0.00207215
850,42384.12713,2602.568662,0,-0.187817385,3.058029258,0,0,0,-0.851672747,0,0,7.22E-05,42384.12709,2602.588617,0,-0.187777475,3.058029338,0,0,0,-0.851672747,0,0,0.00207215
860,42382.23794,2633.148278,0,-0.190023706,3.057893749,0,0,0,-0.834258458,0,0,7.22E-05,42382.23828,2633.16823,0,-0.189983803,3.05789306,0,0,0,-0.834258458,0,0,0.00207215
870,42380.32668,2663.726531,0,-0.192229914,3.057756648,0,0,0,-0.817137489,0,0,7.22E-05,42380.32741,2663.746472,0,-0.192190031,3.057755191,0,0,0,-0.817137489,0,0,0.00207215
880,42378.39337,2694.303405,0,-0.194436007,3.057617955,0,0,0,-0.80029903,0,0,7.22E-05,42378.39448,2694.323328,0,-0.19439616,3.057615729,0,0,0,-0.80029903,0,0,0.00207215
890,42376.43799,2724.878883,0,-0.196641984,3.05747767,0,0,0,-0.783732741,0,0,7.22E-05,42376.43949,2724.898782,0,-0.196602187,3.057474676,0,0,0,-0.783732741,0,0,0.00207215
900,42374.46056,2755.45295,0,-0.198847844,3.057335791,0,0,0,-0.767428723,0,0,7.22E-05,42374.46244,2755.472817,0,-0.198808112,3.057332031,0,0,0,-0.767428723,0,0,0.00207215
910,42372.46106,2786.025591,0,-0.201053585,3.05719232,0,0,0,-0.751377496,0,0,7.22E-05,42372.46333,2786.045417,0,-0.201013933,3.057187794,0,0,0,-0.751377496,0,0,0.00207215
920,42370.43951,2816.596788,0,-0.203259208,3.057047256,0,0,0,-0.735569975,0,0,7.22E-05,42370.44216,2816.616567,0,-0.20321965,3.057041966,0,0,0,-0.735569975,0,0,0.00207215
930,42368.39591,2847.166527,0,-0.205464709,3.056900598,0,0,0,-0.719997447,0,0,7.22E-05,42368.39893,2847.186251,0,-0.205425261,3.056894547,0,0,0,-0.719997447,0,0,0.00207215
940,42366.33025,2877.734791,0,-0.207670089,3.056752346,0,0,0,-0.704651555,0,0,7.22E-05,42366.33365,2877.754453,0,-0.207630765,3.056745536,0,0,0,-0.704651555,0,0,0.00207215
950,42364.24253,2908.301564,0,-0.209875347,3.056602501,0,0,0,-0.689524273,0,0,7.22E-05,42364.24632,2908.321156,0,-0.209836161,3.056594934,0,0,0,-0.689524273,0,0,0.00207215
960,42362.13277,2938.86683,0,-0.21208048,3.056451062,0,0,0,-0.674607893,0,0,7.22E-05,42362.13693,2938.886346,0,-0.212041448,3.056442741,0,0,0,-0.674607893,0,0,0.00207215
970,42360.00095,2969.430573,0,-0.214285489,3.056298029,0,0,0,-0.659895007,0,0,7.22E-05,42360.00549,2969.450006,0,-0.214246624,3.056288957,0,0,0,-0.659895007,0,0,0.00207215
980,42357.84709,2999.992779,0,-0.216490372,3.056143401,0,0,0,-0.645378491,0,0,7.22E-05,42357.852,3000.01212,0,-0.216451689,3.056133582,0,0,0,-0.645378491,0,0,0.00207215
990,42355.67117,3030.553429,0,-0.218695127,3.055987179,0,0,0,-0.631051488,0,0,7.22E-05,42355.67646,3030.572672,0,-0.218656641,3.055976616,0,0,0,-0.631051488,0,0,0.00207215
1000,42353.47321,3061.112509,0,-0.220899755,3.055829362,0,0,0,-0.6169074,0,0,7.22E-05,42353.47887,3061.131647,0,-0.220861479,3.055818059,0,0,0,-0.6169074,0,0,0.00207215
1010,42351.25321,3091.670003,0,-0.223104253,3.05566995,0,0,0,-0.602939869,0,0,7.22E-05,42351.25923,3091.689028,0,-0.223066202,3.055657911,0,0,0,-0.602939869,0,0,0.00207215
1020,42349.01116,3122.225894,0,-0.225308621,3.055508943,0,0,0,-0.589142767,0,0,7.22E-05,42349.01754,3122.2448,0,-0.22527081,3.055496173,0,0,0,-0.589142767,0,0,0.00207215
1030,42346.74706,3152.780167,0,-0.227512858,3.055346341,0,0,0,-0.575510186,0,0,7.22E-05,42346.75381,3152.798946,0,-0.2274753,3.055332844,0,0,0,-0.575510186,0,0,0.00207215
1040,42344.46093,3183.332806,0,-0.229716962,3.055182143,0,0,0,-0.562036423,0,0,7.22E-05,42344.46804,3183.351451,0,-0.229679671,3.055167924,0,0,0,-0.562036423,0,0,0.00207215
1050,42342.15275,3213.883795,0,-0.231920933,3.055016349,0,0,0,-0.548715976,0,0,7.22E-05,42342.16022,3213.9023,0,-0.231883923,3.055001415,0,0,0,-0.548715976,0,0,0.00207215
1060,42339.82254,3244.433117,0,-0.23412477,3.05484896,0,0,0,-0.535543527,0,0,7.22E-05,42339.83036,3244.451474,0,-0.234088054,3.054833314,0,0,0,-0.535543527,0,0,0.00207215
1070,42337.47028,3274.980757,0,-0.236328471,3.054679974,0,0,0,-0.522513937,0,0,7.22E-05,42337.47846,3274.998961,0,-0.236292064,3.054663624,0,0,0,-0.522513937,0,0,0.00207215
1080,42335.09599,3305.526699,0,-0.238532035,3.054509392,0,0,0,-0.509622237,0,0,7.22E-05,42335.10452,3305.544742,0,-0.23849595,3.054492343,0,0,0,-0.509622237,0,0,0.00207215
1090,42332.69967,3336.070927,0,-0.240735462,3.054337214,0,0,0,-0.49686362,0,0,7.22E-05,42332.70854,3336.088802,0,-0.240699712,3.054319473,0,0,0,-0.49686362,0,0,0.00207215
1100,42330.28131,3366.613425,0,-0.24293875,3.054163439,0,0,0,-0.48423343,0,0,7.22E-05,42330.29052,3366.631126,0,-0.242903349,3.054145012,0,0,0,-0.48423343,0,0,0.00207215
1110,42327.84092,3397.154177,0,-0.245141899,3.053988068,0,0,0,-0.471727158,0,0,7.22E-05,42327.85047,3397.171697,0,-0.24510686,3.053968961,0,0,0,-0.471727158,0,0,0.00207215
1120,42325.3785,3427.693168,0,-0.247344907,3.053811099,0,0,0,-0.459340437,0,0,7.22E-05,42325.38839,3427.7105,0,-0.247310243,3.053791321,0,0,0,-0.459340437,0,0,0.00207215
1130,42322.89405,3458.23038,0,-0.249547773,3.053632534,0,0,0,-0.447069027,0,0,7.22E-05,42322.90427,3458.247518,0,-0.249513497,3.053612091,0,0,0,-0.447069027,0,0,0.00207215
1140,42320.38757,3488.765798,0,-0.251750497,3.053452371,0,0,0,-0.434908817,0,0,7.22E-05,42320.39812,3488.782736,0,-0.251716621,3.053431271,0,0,0,-0.434908817,0,0,0.00207215
1150,42317.85906,3519.299407,0,-0.253953077,3.053270611,0,0,0,-0.422855816,0,0,7.22E-05,42317.86994,3519.316138,0,-0.253919614,3.053248862,0,0,0,-0.422855816,0,0,0.00207215
1160,42315.30853,3549.831189,0,-0.256155513,3.053087254,0,0,0,-0.410906145,0,0,7.22E-05,42315.31973,3549.847708,0,-0.256122475,3.053064864,0,0,0,-0.410906145,0,0,0.00207215
1170,42312.73598,3580.36113,0,-0.258357803,3.052902298,0,0,0,-0.399056037,0,0,7.22E-05,42312.74749,3580.37743,0,-0.258325203,3.052879276,0,0,0,-0.399056037,0,0,0.00207215
1180,42310.1414,3610.889213,0,-0.260559946,3.052715746,0,0,0,-0.387301826,0,0,7.22E-05,42310.15322,3610.905288,0,-0.260527796,3.052692099,0,0,0,-0.387301826,0,0,0.00207215
1190,42307.5248,3641.415423,0,-0.262761942,3.052527595,0,0,0,-0.375639945,0,0,7.22E-05,42307.53693,3641.431267,0,-0.262730254,3.052503332,0,0,0,-0.375639945,0,0,0.00207215
1200,42304.88618,3671.939743,0,-0.264963789,3.052337846,0,0,0,-0.36406692,0,0,7.22E-05,42304.89862,3671.95535,0,-0.264932575,3.052312977,0,0,0,-0.36406692,0,0,0.00207215
1210,42302.22555,3702.462157,0,-0.267165487,3.052146499,0,0,0,-0.352579369,0,0,7.22E-05,42302.23828,3702.477521,0,-0.267134758,3.052121033,0,0,0,-0.352579369,0,0,0.00207215
1220,42299.5429,3732.982649,0,-0.269367034,3.051953553,0,0,0,-0.341173993,0,0,7.22E-05,42299.55592,3732.997765,0,-0.269336802,3.0519275,0,0,0,-0.341173993,0,0,0.00207215
1230,42296.83823,3763.501203,0,-0.27156843,3.051759009,0,0,0,-0.329847573,0,0,7.22E-05,42296.85155,3763.516066,0,-0.271538705,3.051732378,0,0,0,-0.329847573,0,0,0.00207215
1240,42294.11155,3794.017804,0,-0.273769673,3.051562867,0,0,0,-0.318596968,0,0,7.22E-05,42294.12515,3794.032407,0,-0.273740468,3.051535668,0,0,0,-0.318596968,0,0,0.00207215
1250,42291.36286,3824.532436,0,-0.275970763,3.051365126,0,0,0,-0.307419112,0,0,7.22E-05,42291.37674,3824.546774,0,-0.275942087,3.051337369,0,0,0,-0.307419112,0,0,0.00207215
1260,42288.59216,3855.045082,0,-0.278171699,3.051165786,0,0,0,-0.296311005,0,0,7.22E-05,42288.60631,3855.05915,0,-0.278143563,3.051137481,0,0,0,-0.296311005,0,0,0.00207215
1270,42285.79944,3885.555726,0,-0.28037248,3.050964848,0,0,0,-0.285269715,0,0,7.22E-05,42285.81387,3885.569518,0,-0.280344895,3.050936006,0,0,0,-0.285269715,0,0,0.00207215
1280,42282.98473,3916.064352,0,-0.282573104,3.05076231,0,0,0,-0.274292373,0,0,7.22E-05,42282.99941,3916.077864,0,-0.28254608,3.050732942,0,0,0,-0.274292373,0,0,0.00207215
1290,42280.148,3946.570946,0,-0.284773571,3.050558174,0,0,0,-0.263376169,0,0,7.22E-05,42280.16294,3946.584172,0,-0.284747119,3.05052829,0,0,0,-0.263376169,0,0,0.00207215
1300,42277.28927,3977.075489,0,-0.28697388,3.050352438,0,0,0,-0.252518348,0,0,7.22E-05,42277.30447,3977.088425,0,-0.286948009,3.05032205,0,0,0,-0.252518348,0,0,0.00207215
1310,42274.40854,4007.577967,0,-0.28917403,3.050145103,0,0,0,-0.241716212,0,0,7.22E-05,42274.42398,4007.590608,0,-0.289148749,3.050114222,0,0,0,-0.241716212,0,0,0.00207215
1320,42271.50581,4038.078363,0,-0.291374021,3.049936169,0,0,0,-0.230967109,0,0,7.22E-05,42271.52149,4038.090704,0,-0.29134934,3.049904806,0,0,0,-0.230967109,0,0,0.00207215
1330,42268.58108,4068.576662,0,-0.29357385,3.049725636,0,0,0,-0.22026844,0,0,7.22E-05,42268.597,4068.588698,0,-0.293549778,3.049693803,0,0,0,-0.22026844,0,0,0.00207215
1340,42265.63435,4099.072848,0,-0.295773518,3.049513503,0,0,0,-0.209617646,0,0,7.22E-05,42265.6505,4099.084575,0,-0.295750064,3.049481212,0,0,0,-0.209617646,0,0,0.00207215
