Time [s],ECI X [km],ECI Y [km],ECI Y [km],ECI dX [km/s],ECI dY [km/s],ECI dZ [km/s],Beta0,Beta1,Beta2,Beta3,Omega1 [rad/s],Omega2 [rad/s],Omega3 [rad/s],ECI X [km],ECI Y [km],ECI Z [km],ECI dX [km/s],ECI dY [km/s],ECI dZ [km/s],Beta0,Beta1,Beta2,Beta3,Omega1 [rad/s],Omega2 [rad/s],Omega3 [rad/s]
16740,15078.13422,39696.8605,0,-2.864136744,1.087893585,0,0.823128315,0,0,0.56785542,0,0,7.22E-05,15078.13067,39696.85115,0,-2.864136744,1.087893585,0,0.823128315,0,0,0.56785542,0,0,7.22E-05
16830,14820.04577,39793.93333,0,-2.871140552,1.069272443,0,0.821280289,0,0,0.570524923,0,0,7.22E-05,14820.04228,39793.92396,0,-2.871140552,1.069272443,0,0.821280289,0,0,0.570524923,0,0,7.22E-05
16920,14561.33243,39889.32823,0,-2.878023296,1.050606215,0,0.819423605,0,0,0.573188412,0,0,7.22E-05,14561.329,39889.31884,0,-2.878023296,1.050606215,0,0.819423605,0,0,0.573188412,0,0,7.22E-05
17010,14302.0051,39983.04117,0,-2.884784687,1.031895688,0,0.817558283,0,0,0.575845859,0,0,7.22E-05,14302.00173,39983.03175,0,-2.884784687,1.031895688,0,0.817558283,0,0,0.575845859,0,0,7.22E-05
17100,14042.07471,40075.06819,0,-2.891424438,1.013141651,0,0.815684343,0,0,0.578497236,0,0,7.22E-05,14042.0714,40075.05875,0,-2.891424438,1.013141651,0,0.815684343,0,0,0.578497236,0,0,7.22E-05
17190,13781.55223,40165.40542,0,-2.89794227,0.994344894,0,0.813801805,0,0,0.581142514,0,0,7.22E-05,13781.54899,40165.39597,0,-2.89794227,0.994344894,0,0.813801805,0,0,0.581142514,0,0,7.22E-05
17280,13520.44864,40254.04906,0,-2.904337909,0.975506211,0,0.811910688,0,0,0.583781667,0,0,7.22E-05,13520.44546,40254.03958,0,-2.904337909,0.975506211,0,0.811910688,0,0,0.583781667,0,0,7.22E-05
17370,13258.77496,40340.99535,0,-2.910611083,0.956626395,0,0.810011013,0,0,0.586414665,0,0,7.22E-05,13258.77184,40340.98585,0,-2.910611083,0.956626395,0,0.810011013,0,0,0.586414665,0,0,7.22E-05
17460,12996.54221,40426.24064,0,-2.91676153,0.937706242,0,0.808102798,0,0,0.589041482,0,0,7.22E-05,12996.53915,40426.23112,0,-2.91676153,0.937706242,0,0.808102798,0,0,0.589041482,0,0,7.22E-05
17550,12733.76145,40509.78133,0,-2.92278899,0.918746551,0,0.806186066,0,0,0.591662089,0,0,7.22E-05,12733.75845,40509.77179,0,-2.92278899,0.918746551,0,0.806186066,0,0,0.591662089,0,0,7.22E-05
17640,12470.44376,40591.61389,0,-2.928693208,0.899748121,0,0.804260835,0,0,0.594276459,0,0,7.22E-05,12470.44083,40591.60433,0,-2.928693208,0.899748121,0,0.804260835,0,0,0.594276459,0,0,7.22E-05
17730,12206.60025,40671.73489,0,-2.934473936,0.880711752,0,0.802327125,0,0,0.596884565,0,0,7.22E-05,12206.59738,40671.72531,0,-2.934473936,0.880711752,0,0.802327125,0,0,0.596884565,0,0,7.22E-05
17820,11942.24204,40750.14093,0,-2.94013093,0.861638248,0,0.800384958,0,0,0.599486379,0,0,7.22E-05,11942.23923,40750.13134,0,-2.94013093,0.861638248,0,0.800384958,0,0,0.599486379,0,0,7.22E-05
17910,11677.38028,40826.82872,0,-2.945663951,0.842528413,0,0.798434354,0,0,0.602081873,0,0,7.22E-05,11677.37753,40826.81911,0,-2.945663951,0.842528413,0,0.798434354,0,0,0.602081873,0,0,7.22E-05
18000,11412.02613,40901.79502,0,-2.951072766,0.823383053,0,0.796475334,0,0,0.60467102,0,0,7.22E-05,11412.02345,40901.78538,0,-2.951072766,0.823383053,0,0.796475334,0,0,0.60467102,0,0,7.22E-05
