ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,CO2nd_m3,CO2mass_pct,CO2mole_pct,CO2amw,COnd_m3,COmass_pct,COmole_pct,COamw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,Hnd_m3,Hmass_pct,Hmole_pct,Hamw,Nnd_m3,Nmass_pct,Nmole_pct,Namw,Ond_m3,Omass_pct,Omole_pct,Oamw,
0.0,0.000,22.00,48.00,6051.800,6051.800,8.870,735.3,9.209e+06,6.479e+01,15.819,19.555,419.0,9.209e+06,1.000,-0.000,735.3,9.209e+06,6.479e+01,0.0,6.352e+01,6.609e+01,6.561e+01,1.3,1.98,416.4,0.00,0.0,-2.0,2.0,1.3,-1.0,-0.1,-0.3,0.9,-1.3,0.9,1.0,0.5,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,8.9819e+26,1.914e+02,1.235e+00,43.440,1.0100,8.6675e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,3.1437e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,0.500,22.00,48.00,6052.300,6051.800,8.869,731.5,8.923e+06,6.315e+01,15.819,19.555,417.8,9.209e+06,0.969,0.500,731.5,8.923e+06,6.315e+01,0.0,6.192e+01,6.442e+01,6.389e+01,1.2,1.98,415.3,3.13,0.0,-2.0,2.0,1.2,-1.6,-0.1,-0.0,1.1,-1.7,1.0,1.1,0.6,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,8.7551e+26,1.914e+02,1.235e+00,43.440,1.0091,8.4487e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,3.0643e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,1.000,22.00,48.00,6052.800,6051.800,8.867,727.7,8.645e+06,6.156e+01,15.819,19.555,416.5,9.209e+06,0.939,1.000,727.7,8.645e+06,6.156e+01,0.0,6.035e+01,6.279e+01,6.220e+01,1.0,1.98,414.3,3.15,0.0,-2.0,2.0,1.0,-2.2,-0.2,-0.1,1.2,-2.4,1.0,1.2,0.6,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,8.5341e+26,1.914e+02,1.235e+00,43.440,1.0083,8.2354e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.9869e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,1.500,22.00,48.00,6053.300,6051.800,8.866,724.0,8.373e+06,5.998e+01,15.628,19.290,415.2,9.209e+06,0.909,1.488,724.0,8.373e+06,5.998e+01,0.0,5.881e+01,6.118e+01,6.099e+01,1.7,1.98,411.7,3.17,-0.0,-2.0,2.0,1.7,-2.8,-0.2,-0.3,1.1,-3.1,0.9,1.4,0.7,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,8.3157e+26,1.914e+02,1.235e+00,43.440,1.0074,8.0247e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.9105e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,2.000,22.00,48.00,6053.800,6051.800,8.864,720.2,8.109e+06,5.845e+01,15.628,19.290,413.9,9.209e+06,0.881,1.988,720.2,8.109e+06,5.845e+01,0.0,5.730e+01,5.962e+01,5.947e+01,1.7,1.98,410.3,3.18,-0.0,-2.0,2.0,1.7,-3.5,-0.2,-0.1,1.2,-3.6,0.9,1.5,0.7,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,8.1030e+26,1.914e+02,1.235e+00,43.440,1.0065,7.8193e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.8360e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,2.500,22.00,48.00,6054.300,6051.800,8.863,716.3,7.851e+06,5.694e+01,15.454,19.110,412.6,9.209e+06,0.853,2.466,716.3,7.851e+06,5.694e+01,0.0,5.582e+01,5.808e+01,5.842e+01,2.6,1.98,407.3,3.20,-0.0,-2.0,2.0,2.6,-4.1,-0.3,-0.3,1.1,-4.4,0.8,1.6,0.8,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,7.8937e+26,1.914e+02,1.235e+00,43.440,1.0058,7.6174e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.7628e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,3.000,22.00,48.00,6054.800,6051.800,8.861,712.4,7.601e+06,5.547e+01,15.454,19.110,411.3,9.209e+06,0.825,2.966,712.4,7.601e+06,5.547e+01,0.0,5.438e+01,5.658e+01,5.673e+01,2.3,1.98,406.7,3.22,-0.0,-2.0,2.0,2.3,-4.7,-0.3,-0.3,1.1,-5.0,0.8,1.7,0.8,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,7.6898e+26,1.914e+02,1.234e+00,43.440,1.0050,7.4207e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.6914e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,3.500,22.00,48.00,6055.300,6051.800,8.860,708.5,7.357e+06,5.403e+01,15.303,18.959,410.0,9.209e+06,0.799,3.437,708.5,7.357e+06,5.403e+01,0.0,5.297e+01,5.511e+01,5.563e+01,3.0,1.98,404.0,3.24,0.0,-2.0,2.0,3.0,-5.3,-0.4,0.0,1.1,-5.3,0.7,1.8,0.9,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,7.4897e+26,1.914e+02,1.234e+00,43.440,1.0042,7.2275e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.6214e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,4.000,22.00,48.00,6055.800,6051.800,8.858,704.6,7.120e+06,5.262e+01,15.303,18.959,408.6,9.209e+06,0.773,3.937,704.6,7.120e+06,5.262e+01,0.0,5.159e+01,5.367e+01,5.408e+01,2.8,1.98,403.1,3.25,0.0,-2.0,2.0,2.8,-5.9,-0.4,-0.1,1.3,-6.0,0.9,1.9,1.0,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,7.2947e+26,1.914e+02,1.234e+00,43.440,1.0034,7.0394e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.5532e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,4.500,22.00,48.00,6056.300,6051.800,8.857,700.7,6.889e+06,5.123e+01,15.150,18.630,407.4,9.209e+06,0.748,4.398,700.7,6.889e+06,5.123e+01,0.0,5.022e+01,5.225e+01,5.253e+01,2.5,1.98,402.3,3.27,-0.0,-2.0,2.0,2.5,-6.5,-0.4,0.1,1.2,-6.4,0.7,2.0,1.0,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,7.1016e+26,1.914e+02,1.234e+00,43.440,1.0028,6.8530e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.4855e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,5.000,22.00,48.00,6056.800,6051.800,8.855,696.8,6.666e+06,4.987e+01,15.150,18.630,406.1,9.209e+06,0.724,4.898,696.8,6.666e+06,4.987e+01,0.0,4.889e+01,5.087e+01,5.135e+01,3.0,1.98,400.2,3.29,-0.0,-2.0,2.0,3.0,-7.2,-0.5,0.0,1.3,-7.2,0.8,2.2,1.1,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,6.9135e+26,1.914e+02,1.234e+00,43.440,1.0022,6.6715e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.4197e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,5.500,22.00,48.00,6057.300,6051.800,8.854,692.8,6.446e+06,4.854e+01,14.942,18.457,404.8,9.209e+06,0.700,5.330,692.8,6.446e+06,4.854e+01,0.0,4.758e+01,4.951e+01,5.003e+01,3.1,1.98,398.7,3.31,-0.0,-2.0,2.0,3.1,-7.8,-0.5,0.7,1.4,-7.1,0.9,2.3,1.1,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,6.7287e+26,1.914e+02,1.234e+00,43.440,1.0016,6.4932e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.3551e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,6.000,22.00,48.00,6057.800,6051.800,8.853,688.8,6.234e+06,4.724e+01,14.942,18.457,403.5,9.209e+06,0.677,5.830,688.8,6.234e+06,4.724e+01,0.0,4.631e+01,4.818e+01,4.885e+01,3.4,1.98,396.8,3.33,0.0,-2.0,2.0,3.4,-8.4,-0.6,0.7,1.6,-7.7,1.0,2.4,1.2,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,6.5489e+26,1.914e+02,1.234e+00,43.440,1.0010,6.3197e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.2921e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,6.500,22.00,48.00,6058.300,6051.800,8.851,685.0,6.028e+06,4.596e+01,14.862,18.167,402.3,9.209e+06,0.655,6.299,685.0,6.028e+06,4.596e+01,0.0,4.506e+01,4.688e+01,4.761e+01,3.6,1.98,395.3,3.35,0.0,-2.0,2.0,3.6,-9.0,-0.6,0.5,1.8,-8.5,1.2,2.5,1.3,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,6.3711e+26,1.914e+02,1.234e+00,43.440,1.0005,6.1481e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.2299e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,7.000,22.00,48.00,6058.800,6051.800,8.850,681.1,5.829e+06,4.471e+01,14.862,18.167,401.1,9.209e+06,0.633,6.799,681.1,5.829e+06,4.471e+01,0.0,4.383e+01,4.560e+01,4.634e+01,3.6,1.98,394.0,3.37,-0.0,-2.0,2.0,3.6,-9.6,-0.6,1.2,1.9,-8.5,1.2,2.6,1.3,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,6.1982e+26,1.914e+02,1.234e+00,43.440,1.0000,5.9812e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.1694e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,7.500,22.00,48.00,6059.300,6051.800,8.848,677.4,5.632e+06,4.347e+01,14.614,17.744,399.9,9.209e+06,0.612,7.185,677.4,5.632e+06,4.347e+01,0.0,4.261e+01,4.434e+01,4.493e+01,3.4,1.98,393.3,3.39,0.0,-2.0,2.0,3.4,-10.2,-0.7,2.3,2.1,-8.0,1.5,2.8,1.4,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,6.0260e+26,1.914e+02,1.234e+00,43.440,0.9995,5.8150e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.1091e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,8.000,22.00,48.00,6059.800,6051.800,8.847,673.6,5.443e+06,4.226e+01,14.614,17.744,398.6,9.209e+06,0.591,7.685,673.6,5.443e+06,4.226e+01,0.0,4.143e+01,4.311e+01,4.373e+01,3.5,1.98,391.9,3.41,-0.0,-2.0,2.0,3.5,-10.9,-0.7,2.5,2.2,-8.4,1.4,2.9,1.4,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,5.8585e+26,1.914e+02,1.234e+00,43.440,0.9990,5.6535e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.0505e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,8.500,22.00,48.00,6060.300,6051.800,8.845,669.7,5.259e+06,4.109e+01,14.543,17.790,397.4,9.209e+06,0.571,8.148,669.7,5.259e+06,4.109e+01,0.0,4.028e+01,4.191e+01,4.250e+01,3.4,1.98,390.7,3.43,-0.0,-2.0,2.0,3.4,-11.5,-0.8,1.9,2.1,-9.6,1.3,3.0,1.5,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,5.6962e+26,1.914e+02,1.234e+00,43.440,0.9986,5.4968e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.9937e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,9.000,22.00,48.00,6060.800,6051.800,8.844,665.8,5.081e+06,3.995e+01,14.543,17.790,396.1,9.209e+06,0.552,8.648,665.8,5.081e+06,3.995e+01,0.0,3.917e+01,4.075e+01,4.127e+01,3.3,1.98,389.8,3.45,0.0,-2.0,2.0,3.3,-12.1,-0.8,1.1,2.2,-11.0,1.4,3.1,1.6,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,5.5383e+26,1.914e+02,1.234e+00,43.440,0.9981,5.3444e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.9384e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,9.500,22.00,48.00,6061.300,6051.800,8.842,662.0,4.907e+06,3.882e+01,14.343,17.410,394.9,9.209e+06,0.533,9.029,662.0,4.907e+06,3.882e+01,0.0,3.806e+01,3.959e+01,4.021e+01,3.6,1.98,388.0,3.47,0.0,-2.0,2.0,3.6,-12.7,-0.8,0.8,1.8,-12.0,1.0,3.2,1.6,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,5.3815e+26,1.914e+02,1.234e+00,43.440,0.9977,5.1931e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.8835e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,10.000,22.00,48.00,6061.800,6051.800,8.841,658.2,4.739e+06,3.772e+01,14.343,17.410,393.7,9.209e+06,0.515,9.529,658.2,4.739e+06,3.772e+01,0.0,3.698e+01,3.847e+01,3.903e+01,3.5,1.98,387.1,3.49,-0.0,-2.0,2.0,3.5,-13.3,-0.9,1.8,1.9,-11.5,1.0,3.3,1.7,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,5.2291e+26,1.914e+02,1.234e+00,43.440,0.9973,5.0461e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.8302e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,10.500,22.00,48.00,6062.300,6051.800,8.839,654.4,4.574e+06,3.663e+01,14.140,17.121,392.5,9.209e+06,0.497,9.894,654.4,4.574e+06,3.663e+01,0.0,3.592e+01,3.737e+01,3.785e+01,3.3,1.98,386.1,3.51,-0.0,-2.0,2.0,3.3,-13.9,-0.9,2.7,2.1,-11.2,1.2,3.5,1.7,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,5.0786e+26,1.914e+02,1.234e+00,43.440,0.9970,4.9009e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.7775e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,11.000,22.00,48.00,6062.800,6051.800,8.838,650.6,4.416e+06,3.558e+01,14.140,17.121,391.3,9.209e+06,0.479,10.394,650.6,4.416e+06,3.558e+01,0.0,3.488e+01,3.629e+01,3.702e+01,4.0,1.98,383.6,3.53,0.0,-2.0,2.0,4.0,-14.6,-0.9,1.8,1.9,-12.8,0.9,3.6,1.8,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,4.9325e+26,1.914e+02,1.234e+00,43.440,0.9966,4.7598e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.7264e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,11.500,22.00,48.00,6063.300,6051.800,8.836,646.9,4.261e+06,3.454e+01,14.028,16.936,390.1,9.209e+06,0.463,10.812,646.9,4.261e+06,3.454e+01,0.0,3.387e+01,3.524e+01,3.582e+01,3.7,1.98,383.1,3.55,-0.0,-2.0,2.0,3.7,-15.2,-1.0,1.9,2.3,-13.3,1.3,3.7,1.8,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,4.7890e+26,1.914e+02,1.234e+00,43.440,0.9962,4.6214e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.6761e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,12.000,22.00,48.00,6063.800,6051.800,8.835,643.2,4.112e+06,3.354e+01,14.028,16.936,388.9,9.209e+06,0.446,11.312,643.2,4.112e+06,3.354e+01,0.0,3.288e+01,3.421e+01,3.461e+01,3.2,1.98,382.9,3.57,-0.0,-2.0,2.0,3.2,-15.8,-1.0,1.4,2.3,-14.4,1.3,3.8,1.9,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,4.6497e+26,1.914e+02,1.234e+00,43.440,0.9958,4.4869e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.6274e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,12.500,22.00,48.00,6064.300,6051.800,8.834,639.4,3.966e+06,3.255e+01,13.884,16.784,387.7,9.209e+06,0.431,11.696,639.4,3.966e+06,3.255e+01,0.0,3.192e+01,3.321e+01,3.369e+01,3.5,1.98,381.1,3.59,-0.0,-2.0,2.0,3.5,-16.4,-1.0,0.6,2.1,-15.8,1.1,3.9,2.0,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,4.5132e+26,1.914e+02,1.234e+00,43.440,0.9956,4.3552e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.5796e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,13.000,22.00,48.00,6064.800,6051.800,8.832,635.5,3.826e+06,3.160e+01,13.884,16.784,386.5,9.209e+06,0.415,12.196,635.5,3.826e+06,3.160e+01,0.0,3.098e+01,3.223e+01,3.257e+01,3.1,1.98,380.7,3.61,0.0,-2.0,2.0,3.1,-17.0,-1.0,1.4,1.6,-15.7,0.6,4.0,2.0,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,4.3807e+26,1.914e+02,1.234e+00,43.440,0.9954,4.2274e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.5333e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,13.500,22.00,48.00,6065.300,6051.800,8.831,631.8,3.689e+06,3.066e+01,13.721,16.484,385.4,9.209e+06,0.401,12.553,631.8,3.689e+06,3.066e+01,0.0,3.005e+01,3.127e+01,3.178e+01,3.7,1.98,378.5,3.64,0.0,-2.0,2.0,3.7,-17.6,-1.1,0.6,2.0,-17.1,0.9,4.2,2.1,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,4.2498e+26,1.914e+02,1.234e+00,43.440,0.9951,4.1011e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.4874e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,14.000,22.00,48.00,6065.800,6051.800,8.829,628.1,3.557e+06,2.974e+01,13.721,16.484,384.2,9.209e+06,0.386,13.053,628.1,3.557e+06,2.974e+01,0.0,2.916e+01,3.033e+01,3.096e+01,4.1,1.98,376.5,3.66,0.0,-2.0,2.0,4.1,-18.3,-1.1,-0.3,2.0,-18.6,0.9,4.3,2.1,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,4.1229e+26,1.914e+02,1.234e+00,43.440,0.9949,3.9786e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.4430e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,14.500,22.00,48.00,6066.300,6051.800,8.828,624.5,3.428e+06,2.883e+01,13.520,16.109,383.1,9.209e+06,0.372,13.361,624.5,3.428e+06,2.883e+01,0.0,2.827e+01,2.941e+01,2.988e+01,3.7,1.98,376.3,3.68,0.0,-2.0,2.0,3.7,-18.9,-1.1,0.2,2.4,-18.7,1.3,4.4,2.2,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,3.9969e+26,1.914e+02,1.234e+00,43.440,0.9948,3.8570e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.3989e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,15.000,22.00,48.00,6066.800,6051.800,8.826,620.8,3.303e+06,2.795e+01,13.520,16.109,381.9,9.209e+06,0.359,13.861,620.8,3.303e+06,2.795e+01,0.0,2.740e+01,2.851e+01,2.910e+01,4.1,1.98,374.4,3.70,0.0,-2.0,2.0,4.1,-19.5,-1.1,-0.8,1.8,-20.3,0.6,4.5,2.3,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,3.8747e+26,1.914e+02,1.234e+00,43.440,0.9947,3.7391e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.3562e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,15.500,22.00,48.00,6067.300,6051.800,8.825,617.0,3.183e+06,2.710e+01,13.433,16.132,380.8,9.209e+06,0.346,14.272,617.0,3.183e+06,2.710e+01,0.0,2.657e+01,2.764e+01,2.815e+01,3.9,1.98,373.5,3.73,-0.0,-2.0,2.0,3.9,-20.1,-1.2,-0.5,2.1,-20.6,0.9,4.6,2.3,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,3.7565e+26,1.914e+02,1.234e+00,43.440,0.9946,3.6250e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.3148e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
0.0,16.000,22.00,48.00,6067.800,6051.800,8.823,613.3,3.066e+06,2.627e+01,13.433,16.132,379.6,9.209e+06,0.333,14.772,613.3,3.066e+06,2.627e+01,0.0,2.575e+01,2.680e+01,2.733e+01,4.0,1.98,372.2,3.75,-0.0,-2.0,2.0,4.0,-20.7,-1.2,-1.9,2.4,-22.6,1.3,4.7,2.4,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,3.6418e+26,1.914e+02,1.234e+00,43.440,0.9944,3.5144e+26,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.2746e+25,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,
