0.67414,0.66789,0.66721,0.67149,0.67393,0.67678,0.68412,0.69164,0.69145,0.6785,0.66803,0.66502,0.66713,0.67016,0.67123,0.67259,0.67477,0.67556,0.67573,0.67527,0.66249,0.66785,0.67836,0.68425,0.68925,0.6932,0.69217,0.6894,0.68372,0.68017,0.67815,0.67809,0.67854,0.67361,0.66558,0.67064
0.58963,0.59457,0.60921,0.6269,0.63231,0.64919,0.64936,0.65447,0.67116,0.65559,0.65921,0.67814,0.66581,0.65927,0.63833,0.63345,0.6568,0.67717,0.68228,0.68256,0.6835,0.68913,0.69322,0.68711,0.66949,0.67758,0.68723,0.69512,0.68583,0.68701,0.68842,0.67993,0.67668,0.67679,0.63052,0.58068
0.52395,0.52611,0.52921,0.53737,0.52985,0.52854,0.519,0.50857,0.50158,0.49363,0.49911,0.54927,0.58195,0.58523,0.57509,0.57364,0.56445,0.55147,0.53974,0.55132,0.55845,0.56988,0.58246,0.59623,0.57608,0.55609,0.57974,0.58149,0.58297,0.58014,0.57729,0.57642,0.55907,0.56731,0.55115,0.53686
0.40557,0.40175,0.4153,0.4249,0.43708,0.43559,0.4245,0.41861,0.4046,0.40518,0.42084,0.37118,0.39094,0.4264,0.44781,0.46347,0.46573,0.46397,0.46294,0.46552,0.45891,0.45242,0.44505,0.44891,0.44405,0.44123,0.44681,0.42627,0.4184,0.41228,0.40852,0.40839,0.40873,0.42437,0.42102,0.40685
0.32927,0.33221,0.33817,0.33845,0.34768,0.35725,0.36679,0.36306,0.35404,0.35083,0.36395,0.2754,0.29524,0.3365,0.35609,0.37669,0.3836,0.39282,0.39784,0.38904,0.37383,0.36996,0.37535,0.3829,0.37904,0.3752,0.37633,0.37511,0.36691,0.36347,0.35876,0.34923,0.3385,0.33251,0.33627,0.32263
0.25943,0.27746,0.28274,0.29967,0.30903,0.3084,0.30307,0.28811,0.28029,0.27461,0.26447,0.27429,0.28716,0.2765,0.28739,0.29393,0.29231,0.28496,0.28012,0.25001,0.25528,0.26703,0.27735,0.28257,0.27471,0.26967,0.26866,0.2809,0.28674,0.27103,0.27315,0.27695,0.27469,0.24944,0.24751,0.25756
0.24677,0.26013,0.26238,0.26084,0.24243,0.22106,0.1981,0.19811,0.21927,0.25368,0.28604,0.26967,0.3002,0.27491,0.2339,0.21252,0.20241,0.21617,0.22717,0.2161,0.24933,0.21953,0.1931,0.20005,0.19911,0.19144,0.20302,0.22255,0.22347,0.19236,0.22396,0.2402,0.23627,0.20552,0.21509,0.22943
0.23364,0.21436,0.19885,0.17855,0.16588,0.16326,0.17253,0.1977,0.23612,0.28428,0.30778,0.29928,0.27769,0.27253,0.18525,0.16594,0.19723,0.23549,0.25778,0.23638,0.24227,0.24888,0.20118,0.19345,0.18266,0.18935,0.20604,0.20432,0.18903,0.14568,0.18072,0.21013,0.21465,0.2181,0.24687,0.23704
0.16716,0.14796,0.13688,0.13248,0.13465,0.14135,0.15313,0.17979,0.20453,0.24596,0.34378,0.31402,0.29434,0.26291,0.20635,0.16148,0.16637,0.19129,0.22946,0.29415,0.28995,0.27531,0.17135,0.18673,0.21428,0.2349,0.24161,0.26011,0.25992,0.24452,0.22435,0.2755,0.29914,0.27096,0.23889,0.19214
0.21623,0.21256,0.21369,0.21566,0.21926,0.22082,0.22275,0.23811,0.25285,0.27554,0.33737,0.29512,0.25533,0.22167,0.237,0.23081,0.24436,0.25916,0.28625,0.27936,0.25921,0.26557,0.2428,0.17384,0.20049,0.22626,0.2384,0.27076,0.26539,0.26849,0.23544,0.24027,0.2511,0.24351,0.23724,0.22202
