0.68374,0.67909,0.67211,0.66379,0.66325,0.6694,0.67327,0.67585,0.68032,0.68004,0.67963,0.68603,0.68848,0.69188,0.69321,0.69409,0.69234,0.68927,0.68466,0.67031,0.6658,0.66212,0.66263,0.66296,0.66733,0.66749,0.66773,0.66936,0.66945,0.66818,0.66836,0.66847,0.66848,0.6684,0.66829,0.66832,0.66847,0.66903,0.66873,0.66853,0.66824,0.66812,0.66795,0.68396,0.6883,0.68966,0.69116,0.69216,0.6934,0.69506,0.69754,0.69823,0.69841,0.69845,0.69852,0.69857,0.69451,0.69361,0.69226,0.69086,0.69064,0.69117,0.69075,0.69047,0.69097,0.69096,0.69095,0.68963,0.68755,0.68056,0.68535,0.68855
0.6667,0.66704,0.66754,0.6681,0.6682,0.668,0.66832,0.66854,0.66742,0.66793,0.66869,0.67275,0.6752,0.68094,0.68746,0.69181,0.69401,0.6902,0.6845,0.67454,0.67207,0.67214,0.66846,0.66601,0.66544,0.66826,0.67249,0.67106,0.67168,0.6756,0.67647,0.67705,0.68051,0.6817,0.68348,0.68214,0.6821,0.6833,0.68226,0.68157,0.65675,0.65685,0.65699,0.66249,0.66516,0.67033,0.67522,0.67848,0.68335,0.68518,0.68792,0.68912,0.68825,0.68357,0.68108,0.67942,0.67402,0.67276,0.67087,0.66669,0.66556,0.66524,0.66549,0.66565,0.66658,0.66566,0.66427,0.6496,0.64632,0.64787,0.65272,0.65595
0.59556,0.59721,0.59913,0.59473,0.61825,0.64093,0.66256,0.67693,0.67824,0.67997,0.68272,0.68494,0.68669,0.6858,0.68457,0.68554,0.68368,0.68697,0.68669,0.6869,0.68051,0.67754,0.67574,0.67316,0.66907,0.66457,0.66004,0.66158,0.65646,0.64733,0.6561,0.67533,0.68074,0.68352,0.68483,0.68468,0.68494,0.68408,0.68271,0.68545,0.6882,0.69372,0.6962,0.69902,0.70211,0.69802,0.69084,0.68782,0.68548,0.6847,0.68869,0.68678,0.68939,0.69481,0.70099,0.70213,0.69458,0.69083,0.68824,0.69012,0.69155,0.68584,0.68109,0.68104,0.68359,0.68363,0.68165,0.66971,0.63144,0.6079,0.59579,0.59073
0.57703,0.5887,0.59207,0.59234,0.58977,0.58789,0.58104,0.58706,0.58182,0.5892,0.60773,0.62138,0.61309,0.61186,0.61857,0.6292,0.66012,0.65389,0.63724,0.61155,0.62666,0.65212,0.68219,0.68149,0.66371,0.6659,0.66139,0.65408,0.63438,0.61514,0.60031,0.60208,0.62315,0.63979,0.66357,0.67561,0.67957,0.68053,0.67888,0.68321,0.67626,0.67584,0.67932,0.68197,0.68666,0.68609,0.68655,0.68324,0.66327,0.64453,0.66266,0.67219,0.67893,0.68578,0.6899,0.68745,0.67995,0.67796,0.68314,0.68655,0.68798,0.68829,0.68335,0.67423,0.66883,0.67069,0.67649,0.67931,0.65426,0.62848,0.57258,0.56363
0.5716,0.57028,0.56976,0.571,0.56624,0.56569,0.57058,0.56527,0.55746,0.5638,0.56534,0.56303,0.55085,0.55056,0.55051,0.54349,0.54188,0.53677,0.5354,0.53464,0.5414,0.55154,0.59882,0.66306,0.65824,0.65892,0.64167,0.61269,0.59249,0.58371,0.58324,0.5787,0.5746,0.56992,0.56104,0.55179,0.54609,0.54878,0.56311,0.57268,0.57126,0.58006,0.60303,0.61007,0.62371,0.64163,0.65679,0.65301,0.6274,0.60552,0.58818,0.57339,0.63125,0.64556,0.63196,0.65997,0.65505,0.64749,0.65534,0.6666,0.65823,0.67442,0.65859,0.66072,0.63078,0.61276,0.63654,0.61572,0.59511,0.58638,0.58079,0.58407
0.47624,0.47767,0.48013,0.48355,0.48964,0.49527,0.50562,0.508,0.50127,0.49687,0.49109,0.49471,0.489,0.4856,0.47212,0.46818,0.4682,0.45946,0.45148,0.453,0.45279,0.45072,0.45697,0.47822,0.50016,0.51049,0.54019,0.54638,0.55513,0.56903,0.57209,0.56051,0.55843,0.55485,0.55283,0.54024,0.53166,0.53242,0.5315,0.538,0.54297,0.53953,0.53502,0.53138,0.53248,0.53201,0.5366,0.53853,0.53905,0.53233,0.53394,0.52885,0.52306,0.51907,0.51386,0.52016,0.51305,0.51627,0.50327,0.49535,0.48624,0.49026,0.49145,0.49494,0.49711,0.49564,0.50652,0.51046,0.51408,0.50903,0.49873,0.48386
0.42499,0.42476,0.42362,0.42444,0.43066,0.43541,0.43975,0.44693,0.45597,0.46198,0.45986,0.456,0.44633,0.44356,0.43848,0.4343,0.42376,0.41572,0.41566,0.41635,0.41739,0.42394,0.4154,0.39988,0.41171,0.42564,0.44419,0.45552,0.468,0.47805,0.48467,0.48361,0.48466,0.48774,0.49128,0.48894,0.48431,0.48224,0.4877,0.48498,0.479,0.4696,0.46052,0.46094,0.45621,0.46064,0.46331,0.46438,0.46359,0.46403,0.46243,0.46565,0.46824,0.4608,0.44063,0.44001,0.43796,0.43767,0.4315,0.42643,0.41847,0.41892,0.42027,0.42902,0.42957,0.42703,0.44608,0.44991,0.44696,0.45015,0.43582,0.42529
0.38678,0.38574,0.37629,0.38267,0.39349,0.40163,0.40747,0.40543,0.4142,0.41616,0.41897,0.40753,0.40003,0.40809,0.40412,0.39752,0.39003,0.38888,0.39353,0.39519,0.40849,0.43352,0.34186,0.32758,0.35348,0.37294,0.39166,0.41422,0.42447,0.42071,0.44083,0.44477,0.44675,0.44379,0.43775,0.43793,0.43878,0.44643,0.44619,0.44319,0.44164,0.44538,0.44984,0.43838,0.42858,0.43477,0.43827,0.42969,0.42529,0.42328,0.41999,0.41684,0.42404,0.43415,0.41761,0.40685,0.40203,0.39595,0.38977,0.40143,0.40346,0.39323,0.3921,0.39216,0.38368,0.39464,0.40014,0.40134,0.393,0.39397,0.38708,0.3792
0.34611,0.35344,0.35023,0.35134,0.35024,0.35097,0.34779,0.34927,0.35448,0.35844,0.3666,0.37111,0.37499,0.3846,0.37762,0.37057,0.36455,0.36671,0.36621,0.36268,0.38232,0.39941,0.29961,0.26381,0.29447,0.33074,0.35632,0.37184,0.38581,0.38618,0.39557,0.40651,0.40998,0.40674,0.40301,0.42058,0.41909,0.41871,0.42268,0.41864,0.41061,0.40852,0.40974,0.39856,0.4025,0.40382,0.403,0.40052,0.39156,0.39009,0.38469,0.39688,0.39641,0.39797,0.39127,0.38752,0.38313,0.38108,0.38412,0.38739,0.38029,0.37538,0.36724,0.36436,0.36635,0.35765,0.35468,0.35457,0.35496,0.36065,0.3421,0.33504
0.30322,0.31429,0.31062,0.31664,0.32212,0.32933,0.32852,0.32824,0.33679,0.34102,0.34449,0.34678,0.35169,0.35586,0.35708,0.34698,0.34168,0.34324,0.33744,0.33701,0.32757,0.34649,0.28753,0.25065,0.2604,0.29534,0.30398,0.31385,0.31972,0.33266,0.34857,0.35612,0.35565,0.36203,0.37003,0.37767,0.37903,0.37451,0.36814,0.34669,0.34073,0.33545,0.33424,0.33732,0.35199,0.3431,0.35721,0.37088,0.37224,0.36229,0.36387,0.35534,0.35253,0.35841,0.36016,0.3615,0.35607,0.34738,0.34219,0.34017,0.34122,0.33816,0.33713,0.32818,0.32041,0.30959,0.30677,0.314,0.31479,0.31467,0.31857,0.2948
