 3.3970000000000000E+06, 4.2828371901284001E+13, 7.3999999999999996E-05,   80,   80,    1, 0.0000000000000000E+00, 0.0000000000000000E+00                                                                                                         
    2,    0,-8.7450547081842009E-04, 0.0000000000000000E+00, 1.2103113782184000E-10, 0.0000000000000000E+00             
    2,    1, 1.3938449166781359E-10, 1.7044280642328221E-10, 7.3039927797648007E-11, 7.3266295432547008E-11             
    2,    2,-8.4177519807822603E-05, 4.9605348841412452E-05, 3.3991945147726000E-11, 3.4592569163869000E-11             
    3,    0,-1.1886910646015641E-05, 0.0000000000000000E+00, 9.8471786784139995E-11, 0.0000000000000000E+00             
    3,    1, 3.9053442315700724E-06, 2.5139324037413419E-05, 7.1449688816484996E-11, 7.2254867814010005E-11             
    3,    2,-1.5863411026265399E-05, 8.4857987158792132E-06, 5.9676026032878996E-11, 5.9797382572260005E-11             
    3,    3, 3.5338541142774030E-05, 2.5113984262622799E-05, 3.9949037676474000E-11, 4.0462374542868001E-11             
    4,    0, 5.1257987175465586E-06, 0.0000000000000000E+00, 1.0329911830041000E-10, 0.0000000000000000E+00             
    4,    1, 4.2271575054702128E-06, 3.7413215027228718E-06, 9.3004765290544999E-11, 9.4423002643425008E-11             
    4,    2,-1.0253884110275679E-06,-8.9622951629187374E-06, 7.3213784191804998E-11, 7.3314619138911000E-11             
    4,    3, 6.4461288728918093E-06,-2.7297790313231990E-07, 5.0594702258703002E-11, 5.1248160693008003E-11             
    4,    4, 9.6384334824044650E-08,-1.2861361694339760E-05, 2.9964623548633001E-11, 3.0045838133870998E-11             
    5,    0,-1.7242068505338999E-06, 0.0000000000000000E+00, 1.0935027490925000E-10, 0.0000000000000000E+00             
    5,    1, 4.9155252614409601E-07, 2.1179750719200639E-06, 1.0291694202540000E-10, 1.0455199159658000E-10             
    5,    2,-4.3015486989529303E-06,-1.1283599363068411E-06, 8.8105287844057999E-11, 8.7282038965633995E-11             
    5,    3, 3.3106878341316730E-06, 2.3024139448590119E-07, 6.8215826754134999E-11, 6.8675139409518995E-11             
    5,    4,-4.6889658986047850E-06,-3.2997722093047299E-06, 5.0256560862804000E-11, 4.9993069474561002E-11             
    5,    5,-4.3640801168293771E-06, 3.8656154098344251E-06, 3.2926957261939999E-11, 3.2808375832549997E-11             
    6,    0, 1.3448267510621481E-06, 0.0000000000000000E+00, 1.1989849952729999E-10, 0.0000000000000000E+00             
    6,    1, 1.7926701548423649E-06,-1.5234122376020040E-06, 1.1430564902046000E-10, 1.1578885420138000E-10             
    6,    2, 8.7185360387643135E-07, 1.4592318487313359E-06, 1.0264522918987000E-10, 1.0233400253426000E-10             
    6,    3, 9.5816746766165918E-07, 3.2022418522315923E-07, 8.4682052808222002E-11, 8.5144731447337001E-11             
    6,    4, 1.0503162831989909E-06, 2.6170003356585492E-06, 6.7176945044346996E-11, 6.6934853873167006E-11             
    6,    5, 1.6880399538737750E-06, 1.5853762547290531E-06, 4.8482587746359003E-11, 4.8320327459045001E-11             
    6,    6, 2.7768427868541821E-06, 7.5170270469872722E-07, 2.9588792491855000E-11, 3.0111321390980003E-11             
    7,    0, 1.0566966079621890E-06, 0.0000000000000000E+00, 1.3053898393156999E-10, 0.0000000000000000E+00             
    7,    1, 1.3714218129129991E-06,-2.3256794873473699E-07, 1.2668612509928999E-10, 1.2845746108779001E-10             
    7,    2, 2.8033764459323890E-06,-6.5173659805380695E-07, 1.1687908987197001E-10, 1.1629864769762000E-10             
    7,    3, 8.7336552189929800E-07,-4.0675705536590699E-07, 1.0138864653051000E-10, 1.0200867730236000E-10             
    7,    4, 2.4566369021535799E-06,-4.6224291975934719E-07, 8.4182046514154006E-11, 8.3789545340149998E-11             
    7,    5,-2.1930690076858139E-07,-1.3515575270662830E-06, 6.7293023283346998E-11, 6.7061084496940997E-11             
    7,    6,-6.0515930653241116E-07,-1.8832018842058270E-06, 5.0024296240089002E-11, 5.0354050499176000E-11             
    7,    7, 3.8833580001392989E-07,-1.7838625631807321E-06, 3.0365097497653002E-11, 3.0158240731334000E-11             
    8,    0, 1.4442117457414669E-07, 0.0000000000000000E+00, 1.4391555197484001E-10, 0.0000000000000000E+00             
    8,    1,-1.2904533441152021E-07, 7.4942490031393760E-07, 1.4035512994475001E-10, 1.4238986448210000E-10             
