ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,Arnd_m3,Armass_pct,Armole_pct,Aramw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,MinMaxFactor
0.0,0.000,22.00,48.00,2575.500,2575.500,1.353,93.9,1.481e+05,5.475e+00,19.903,28.098,199.9,1.481e+05,1.000,-0.000,93.3,1.465e+05,5.435e+00,0.0,5.315e+00,5.639e+00,5.578e+00,1.9,2.96,198.0,0.00,0.7,-2.2,3.8,2.6,0.4,0.0,-2.1,13.1,-1.7,13.1,7.0,7.0,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.1738e+26,2.880e+02,1.478e+00,27.883,0.9657,2.8359e+24,3.15,2.42,36.40,1.1142e+26,95.32,94.92,28.00,3.1295e+24,1.53,2.67,16.00,0.113
0.0,0.500,22.00,48.00,2576.000,2575.500,1.353,93.2,1.444e+05,5.378e+00,19.903,28.098,198.8,1.481e+05,0.975,0.500,92.6,1.428e+05,5.339e+00,0.0,5.216e+00,5.545e+00,5.477e+00,1.8,3.05,197.0,2.49,0.7,-2.3,3.9,2.6,1.5,0.0,-0.5,14.0,1.0,14.0,7.1,7.1,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.1531e+26,2.880e+02,1.472e+00,27.883,0.9659,2.7859e+24,3.15,2.42,36.40,1.0945e+26,95.32,94.92,28.00,3.0743e+24,1.53,2.67,16.00,0.113
0.0,1.000,22.00,48.00,2576.500,2575.500,1.352,92.5,1.408e+05,5.282e+00,19.769,27.598,197.8,1.481e+05,0.951,0.997,91.9,1.393e+05,5.243e+00,0.0,5.118e+00,5.451e+00,5.372e+00,1.7,3.15,196.1,2.48,0.7,-2.4,4.0,2.5,2.3,0.0,-0.9,13.8,1.3,13.8,7.1,7.1,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.1324e+26,2.881e+02,1.467e+00,27.883,0.9661,2.7359e+24,3.15,2.42,36.40,1.0749e+26,95.32,94.92,28.00,3.0191e+24,1.53,2.67,16.00,0.113
0.0,1.500,22.00,48.00,2577.000,2575.500,1.352,91.8,1.372e+05,5.186e+00,19.639,27.406,196.7,1.481e+05,0.927,1.490,91.2,1.357e+05,5.147e+00,0.0,5.020e+00,5.357e+00,5.326e+00,2.7,3.25,194.1,2.48,0.8,-2.5,4.1,3.5,3.0,0.0,-1.5,12.2,1.5,12.2,7.2,7.2,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.1119e+26,2.881e+02,1.463e+00,27.883,0.9663,2.6864e+24,3.15,2.42,36.40,1.0554e+26,95.32,94.92,28.00,2.9645e+24,1.53,2.67,16.00,0.113
0.0,2.000,22.00,48.00,2577.500,2575.500,1.351,91.2,1.338e+05,5.092e+00,19.493,27.213,195.7,1.481e+05,0.903,1.979,90.5,1.323e+05,5.053e+00,0.0,4.924e+00,5.265e+00,5.239e+00,2.9,3.34,193.0,2.47,0.8,-2.6,4.2,3.7,3.6,0.0,-0.6,11.8,3.0,11.8,7.3,7.3,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.0917e+26,2.882e+02,1.458e+00,27.883,0.9664,2.6375e+24,3.15,2.42,36.40,1.0362e+26,95.32,94.92,28.00,2.9105e+24,1.53,2.67,16.00,0.113
0.0,2.500,22.00,48.00,2578.000,2575.500,1.351,90.5,1.304e+05,4.996e+00,19.309,26.268,194.8,1.481e+05,0.880,2.460,89.9,1.289e+05,4.958e+00,0.0,4.827e+00,5.170e+00,5.209e+00,4.3,3.44,190.7,2.46,0.8,-2.6,4.3,5.1,4.2,0.0,-1.5,10.5,2.7,10.5,7.3,7.3,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.0711e+26,2.882e+02,1.454e+00,27.883,0.9667,2.5877e+24,3.15,2.42,36.40,1.0167e+26,95.32,94.92,28.00,2.8557e+24,1.53,2.67,16.00,0.113
0.0,3.000,22.00,48.00,2578.500,2575.500,1.350,89.9,1.270e+05,4.902e+00,19.309,26.268,193.8,1.481e+05,0.858,2.960,89.3,1.256e+05,4.864e+00,0.0,4.731e+00,5.078e+00,5.093e+00,3.9,3.54,190.1,2.46,0.8,-2.7,4.4,4.7,4.8,0.0,-1.3,10.4,3.5,10.4,7.4,7.4,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.0509e+26,2.883e+02,1.449e+00,27.883,0.9669,2.5390e+24,3.15,2.42,36.40,9.9750e+25,95.32,94.92,28.00,2.8018e+24,1.53,2.67,16.00,0.113
0.0,3.500,22.00,48.00,2579.000,2575.500,1.350,89.4,1.237e+05,4.802e+00,19.084,24.288,193.0,1.481e+05,0.836,3.426,88.7,1.223e+05,4.764e+00,0.0,4.630e+00,4.979e+00,5.048e+00,5.1,3.63,188.2,2.45,0.8,-2.8,4.5,6.0,5.4,0.0,-0.2,9.8,5.2,9.8,7.5,7.5,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.0295e+26,2.884e+02,1.445e+00,27.883,0.9672,2.4872e+24,3.15,2.42,36.40,9.7717e+25,95.32,94.92,28.00,2.7447e+24,1.53,2.67,16.00,0.113
0.0,4.000,22.00,48.00,2579.500,2575.500,1.349,88.8,1.205e+05,4.704e+00,19.084,24.288,192.2,1.481e+05,0.814,3.926,88.2,1.192e+05,4.667e+00,0.0,4.532e+00,4.883e+00,4.939e+00,5.0,3.73,187.6,2.44,0.8,-2.9,4.6,5.8,6.0,0.0,-0.5,10.5,5.5,10.5,7.6,7.6,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.0085e+26,2.885e+02,1.442e+00,27.883,0.9675,2.4365e+24,3.15,2.42,36.40,9.5726e+25,95.32,94.92,28.00,2.6888e+24,1.53,2.67,16.00,0.113
0.0,4.500,22.00,48.00,2580.000,2575.500,1.349,88.4,1.174e+05,4.600e+00,18.913,22.351,191.6,1.481e+05,0.793,4.391,87.8,1.160e+05,4.563e+00,0.0,4.427e+00,4.779e+00,4.817e+00,4.7,3.83,187.2,2.44,0.8,-3.0,4.7,5.6,6.5,0.0,0.2,9.6,6.7,9.6,7.6,7.6,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.8620e+25,2.886e+02,1.438e+00,27.883,0.9680,2.3826e+24,3.15,2.42,36.40,9.3608e+25,95.32,94.92,28.00,2.6293e+24,1.53,2.67,16.00,0.113
0.0,5.000,22.00,48.00,2580.500,2575.500,1.348,88.0,1.143e+05,4.498e+00,18.913,22.351,191.0,1.481e+05,0.772,4.891,87.4,1.130e+05,4.462e+00,0.0,4.325e+00,4.678e+00,4.750e+00,5.6,3.92,185.8,2.43,0.8,-3.1,4.8,6.5,7.1,0.0,-0.3,9.9,6.8,9.9,7.7,7.7,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.6438e+25,2.888e+02,1.435e+00,27.883,0.9684,2.3299e+24,3.15,2.42,36.40,9.1537e+25,95.32,94.92,28.00,2.5712e+24,1.53,2.67,16.00,0.113
0.0,5.500,22.00,48.00,2581.000,2575.500,1.348,87.5,1.113e+05,4.401e+00,18.760,23.023,190.3,1.481e+05,0.752,5.351,86.9,1.100e+05,4.366e+00,0.0,4.228e+00,4.582e+00,4.663e+00,5.9,4.02,184.9,2.43,0.8,-3.2,4.9,6.8,7.6,0.0,1.9,10.5,9.4,10.5,7.8,7.8,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.4366e+25,2.889e+02,1.431e+00,27.883,0.9688,2.2799e+24,3.15,2.42,36.40,8.9571e+25,95.32,94.92,28.00,2.5159e+24,1.53,2.67,16.00,0.113
0.0,6.000,22.00,48.00,2581.500,2575.500,1.347,87.1,1.084e+05,4.307e+00,18.760,23.023,189.6,1.481e+05,0.732,5.851,86.5,1.071e+05,4.272e+00,0.0,4.133e+00,4.488e+00,4.596e+00,6.7,4.12,183.5,2.42,0.8,-3.2,5.1,7.6,8.1,0.0,1.8,11.0,9.9,11.0,7.8,7.8,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.2339e+25,2.890e+02,1.428e+00,27.883,0.9692,2.2309e+24,3.15,2.42,36.40,8.7646e+25,95.32,94.92,28.00,2.4619e+24,1.53,2.67,16.00,0.113
0.0,6.500,22.00,48.00,2582.000,2575.500,1.347,86.6,1.055e+05,4.212e+00,18.516,22.400,189.0,1.481e+05,0.713,6.275,86.0,1.042e+05,4.177e+00,0.0,4.038e+00,4.393e+00,4.516e+00,7.2,4.21,182.5,2.42,0.8,-3.3,5.2,8.1,8.6,0.0,1.2,11.9,9.8,11.9,7.9,7.9,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.0301e+25,2.891e+02,1.425e+00,27.883,0.9696,2.1816e+24,3.15,2.42,36.40,8.5711e+25,95.32,94.92,28.00,2.4075e+24,1.53,2.67,16.00,0.113
0.0,7.000,22.00,48.00,2582.500,2575.500,1.346,86.2,1.027e+05,4.119e+00,18.516,22.400,188.3,1.481e+05,0.694,6.775,85.6,1.015e+05,4.084e+00,0.0,3.945e+00,4.300e+00,4.428e+00,7.5,4.31,181.6,2.41,0.8,-3.4,5.3,8.4,9.1,0.0,2.8,11.9,11.9,11.9,8.0,8.0,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,8.8307e+25,2.892e+02,1.422e+00,27.883,0.9700,2.1335e+24,3.15,2.42,36.40,8.3819e+25,95.32,94.92,28.00,2.3544e+24,1.53,2.67,16.00,0.113
0.0,7.500,22.00,48.00,2583.000,2575.500,1.346,85.8,9.996e+04,4.028e+00,18.516,22.400,187.7,1.481e+05,0.675,7.275,85.2,9.874e+04,3.994e+00,0.0,3.854e+00,4.209e+00,4.317e+00,7.2,4.40,181.3,2.40,0.9,-3.5,5.4,8.1,9.6,0.0,5.4,13.0,15.0,13.0,8.1,8.1,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,8.6358e+25,2.894e+02,1.420e+00,27.883,0.9704,2.0864e+24,3.15,2.42,36.40,8.1969e+25,95.32,94.92,28.00,2.3024e+24,1.53,2.67,16.00,0.113
0.0,8.000,22.00,48.00,2583.500,2575.500,1.345,85.3,9.729e+04,3.939e+00,18.516,22.400,187.1,1.481e+05,0.657,7.775,84.7,9.610e+04,3.905e+00,0.0,3.766e+00,4.120e+00,4.238e+00,7.6,4.50,180.4,2.40,0.9,-3.6,5.5,8.5,10.1,0.0,5.8,12.7,15.9,12.7,8.1,8.1,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,8.4451e+25,2.895e+02,1.417e+00,27.883,0.9708,2.0403e+24,3.15,2.42,36.40,8.0159e+25,95.32,94.92,28.00,2.2516e+24,1.53,2.67,16.00,0.113
0.0,8.500,22.00,48.00,2584.000,2575.500,1.345,84.9,9.466e+04,3.850e+00,18.201,21.936,186.5,1.481e+05,0.639,8.143,84.3,9.349e+04,3.817e+00,0.0,3.677e+00,4.031e+00,4.147e+00,7.7,4.59,179.7,2.39,0.9,-3.7,5.6,8.6,10.6,0.0,4.2,12.2,14.8,12.2,8.2,8.2,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,8.2548e+25,2.896e+02,1.414e+00,27.883,0.9712,1.9943e+24,3.15,2.42,36.40,7.8353e+25,95.32,94.92,28.00,2.2008e+24,1.53,2.67,16.00,0.113
0.0,9.000,22.00,48.00,2584.500,2575.500,1.344,84.5,9.209e+04,3.763e+00,18.201,21.936,185.9,1.481e+05,0.622,8.643,83.9,9.095e+04,3.730e+00,0.0,3.591e+00,3.944e+00,4.049e+00,7.6,4.69,179.2,2.39,0.9,-3.7,5.7,8.5,11.0,0.0,2.4,12.5,13.4,12.5,8.3,8.3,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,8.0688e+25,2.897e+02,1.412e+00,27.883,0.9716,1.9494e+24,3.15,2.42,36.40,7.6587e+25,95.32,94.92,28.00,2.1512e+24,1.53,2.67,16.00,0.113
0.0,9.500,22.00,48.00,2585.000,2575.500,1.344,84.0,8.960e+04,3.678e+00,18.201,21.936,185.3,1.481e+05,0.605,9.143,83.4,8.847e+04,3.646e+00,0.0,3.507e+00,3.859e+00,3.987e+00,8.4,4.79,178.0,2.38,0.9,-3.8,5.8,9.4,11.5,0.0,1.6,10.5,13.1,10.5,8.3,8.3,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,7.8869e+25,2.898e+02,1.409e+00,27.883,0.9720,1.9055e+24,3.15,2.42,36.40,7.4861e+25,95.32,94.92,28.00,2.1027e+24,1.53,2.67,16.00,0.113
0.0,10.000,22.00,48.00,2585.500,2575.500,1.343,83.6,8.717e+04,3.596e+00,18.201,21.936,184.7,1.481e+05,0.589,9.643,83.0,8.607e+04,3.564e+00,0.0,3.424e+00,3.775e+00,3.895e+00,8.3,4.88,177.5,2.37,0.9,-3.9,5.9,9.3,12.0,0.0,3.8,10.7,15.8,10.7,8.4,8.4,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,7.7092e+25,2.899e+02,1.407e+00,27.883,0.9724,1.8625e+24,3.15,2.42,36.40,7.3174e+25,95.32,94.92,28.00,2.0553e+24,1.53,2.67,16.00,0.113
0.0,10.500,22.00,48.00,2586.000,2575.500,1.343,83.2,8.477e+04,3.510e+00,17.917,20.871,184.2,1.481e+05,0.573,9.993,82.6,8.369e+04,3.479e+00,0.0,3.340e+00,3.690e+00,3.799e+00,8.2,4.98,177.1,2.37,0.9,-4.0,6.1,9.2,12.4,0.0,5.6,11.3,18.0,11.3,8.5,8.5,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,7.5267e+25,2.901e+02,1.405e+00,27.883,0.9728,1.8184e+24,3.15,2.42,36.40,7.1442e+25,95.32,94.92,28.00,2.0067e+24,1.53,2.67,16.00,0.113
0.0,11.000,22.00,48.00,2586.500,2575.500,1.342,82.9,8.244e+04,3.427e+00,17.917,20.871,183.7,1.481e+05,0.557,10.493,82.3,8.138e+04,3.396e+00,0.0,3.258e+00,3.606e+00,3.768e+00,9.9,5.07,175.2,2.36,0.9,-4.1,6.2,10.9,12.9,0.0,3.6,10.3,16.5,10.3,8.5,8.5,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,7.3485e+25,2.902e+02,1.403e+00,27.883,0.9732,1.7754e+24,3.15,2.42,36.40,6.9750e+25,95.32,94.92,28.00,1.9592e+24,1.53,2.67,16.00,0.113
0.0,11.500,22.00,48.00,2587.000,2575.500,1.341,82.5,8.017e+04,3.346e+00,17.917,20.871,183.2,1.481e+05,0.541,10.993,81.9,7.913e+04,3.316e+00,0.0,3.178e+00,3.524e+00,3.660e+00,9.4,5.17,175.2,2.36,0.9,-4.2,6.3,10.4,13.3,0.0,3.8,11.7,17.1,11.7,8.6,8.6,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,7.1745e+25,2.903e+02,1.401e+00,27.883,0.9736,1.7333e+24,3.15,2.42,36.40,6.8099e+25,95.32,94.92,28.00,1.9128e+24,1.53,2.67,16.00,0.113
0.0,12.000,22.00,48.00,2587.500,2575.500,1.341,82.2,7.796e+04,3.267e+00,17.917,20.871,183.7,1.481e+05,0.527,11.493,81.6,7.694e+04,3.237e+00,0.0,3.100e+00,3.444e+00,3.544e+00,8.5,5.26,176.4,2.35,0.9,-4.2,6.4,9.5,13.8,0.0,2.8,11.7,16.5,11.7,8.7,8.7,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,7.0047e+25,2.905e+02,1.414e+00,27.883,0.9741,1.6923e+24,3.15,2.42,36.40,6.6487e+25,95.32,94.92,28.00,1.8675e+24,1.53,2.67,16.00,0.113
0.0,12.500,22.00,48.00,2588.000,2575.500,1.340,81.8,7.579e+04,3.188e+00,17.669,20.396,183.3,1.481e+05,0.512,11.833,81.2,7.479e+04,3.158e+00,0.0,3.022e+00,3.363e+00,3.486e+00,9.3,5.36,175.3,2.35,0.9,-4.3,6.5,10.4,14.2,0.0,1.2,10.9,15.5,10.9,8.8,8.8,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,6.8351e+25,2.906e+02,1.414e+00,27.883,0.9745,1.6513e+24,3.15,2.42,36.40,6.4877e+25,95.32,94.92,28.00,1.8223e+24,1.53,2.67,16.00,0.113
0.0,13.000,22.00,48.00,2588.500,2575.500,1.340,81.5,7.367e+04,3.111e+00,17.669,20.396,182.9,1.481e+05,0.498,12.333,80.9,7.269e+04,3.081e+00,0.0,2.946e+00,3.285e+00,3.378e+00,8.6,5.45,175.6,2.34,1.0,-4.4,6.6,9.6,14.7,0.0,2.6,8.8,17.3,8.8,8.8,8.8,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,6.6695e+25,2.907e+02,1.413e+00,27.883,0.9749,1.6113e+24,3.15,2.42,36.40,6.3306e+25,95.32,94.92,28.00,1.7782e+24,1.53,2.67,16.00,0.113
0.0,13.500,22.00,48.00,2589.000,2575.500,1.339,81.1,7.162e+04,3.035e+00,17.669,20.396,182.6,1.481e+05,0.484,12.833,80.5,7.065e+04,3.006e+00,0.0,2.872e+00,3.208e+00,3.344e+00,10.2,5.55,173.9,2.34,1.0,-4.5,6.7,11.2,15.1,0.0,1.2,10.2,16.4,10.2,8.9,8.9,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,6.5080e+25,2.908e+02,1.413e+00,27.883,0.9753,1.5723e+24,3.15,2.42,36.40,6.1773e+25,95.32,94.92,28.00,1.7351e+24,1.53,2.67,16.00,0.113
0.0,14.000,22.00,48.00,2589.500,2575.500,1.339,80.8,6.962e+04,2.962e+00,17.669,20.396,182.2,1.481e+05,0.470,13.333,80.2,6.868e+04,2.933e+00,0.0,2.800e+00,3.134e+00,3.300e+00,11.4,5.64,172.6,2.33,1.0,-4.6,6.8,12.5,15.6,0.0,-0.3,9.9,15.2,9.9,9.0,9.0,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,6.3504e+25,2.910e+02,1.412e+00,27.883,0.9757,1.5342e+24,3.15,2.42,36.40,6.0277e+25,95.32,94.92,28.00,1.6931e+24,1.53,2.67,16.00,0.113
0.0,14.500,22.00,48.00,2590.000,2575.500,1.338,80.5,6.765e+04,2.889e+00,17.435,20.006,181.8,1.481e+05,0.457,13.656,79.9,6.673e+04,2.861e+00,0.0,2.728e+00,3.059e+00,3.194e+00,10.6,5.74,172.9,2.33,1.0,-4.6,6.9,11.6,16.0,0.0,0.6,11.2,16.5,11.2,9.0,9.0,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,6.1937e+25,2.911e+02,1.412e+00,27.883,0.9762,1.4964e+24,3.15,2.42,36.40,5.8789e+25,95.32,94.92,28.00,1.6513e+24,1.53,2.67,16.00,0.113
0.0,15.000,22.00,48.00,2590.500,2575.500,1.338,80.1,6.574e+04,2.817e+00,17.435,20.006,181.5,1.481e+05,0.444,14.156,79.5,6.483e+04,2.790e+00,0.0,2.658e+00,2.987e+00,3.151e+00,11.8,5.83,171.6,2.32,1.0,-4.7,7.1,12.9,16.4,0.0,-1.1,9.2,15.3,9.2,9.1,9.1,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,6.0408e+25,2.912e+02,1.411e+00,27.883,0.9766,1.4594e+24,3.15,2.42,36.40,5.7338e+25,95.32,94.92,28.00,1.6105e+24,1.53,2.67,16.00,0.113
0.0,15.500,22.00,48.00,2591.000,2575.500,1.337,79.8,6.388e+04,2.748e+00,17.435,20.006,181.1,1.481e+05,0.431,14.656,79.2,6.299e+04,2.721e+00,0.0,2.590e+00,2.916e+00,3.067e+00,11.6,5.92,171.4,2.31,1.0,-4.8,7.2,12.7,16.8,0.0,-0.6,10.1,16.2,10.1,9.2,9.2,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,5.8917e+25,2.913e+02,1.411e+00,27.883,0.9770,1.4234e+24,3.15,2.42,36.40,5.5922e+25,95.32,94.92,28.00,1.5708e+24,1.53,2.67,16.00,0.113
0.0,16.000,22.00,48.00,2591.500,2575.500,1.337,79.5,6.207e+04,2.680e+00,17.435,20.006,180.8,1.481e+05,0.419,15.156,78.9,6.120e+04,2.653e+00,0.0,2.524e+00,2.846e+00,3.005e+00,12.1,6.02,170.7,2.31,1.0,-4.9,7.3,13.3,17.3,0.0,-2.7,11.1,14.5,11.1,9.2,9.2,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,5.7462e+25,2.914e+02,1.411e+00,27.883,0.9774,1.3883e+24,3.15,2.42,36.40,5.4542e+25,95.32,94.92,28.00,1.5320e+24,1.53,2.67,16.00,0.113
0.0,16.500,22.00,48.00,2592.000,2575.500,1.336,79.1,6.030e+04,2.613e+00,17.204,19.722,180.4,1.481e+05,0.407,15.456,78.6,5.944e+04,2.586e+00,0.0,2.458e+00,2.778e+00,2.991e+00,14.5,6.11,168.6,2.30,1.0,-5.0,7.4,15.6,17.7,0.0,-3.8,9.6,13.9,9.6,9.3,9.3,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,5.6024e+25,2.916e+02,1.410e+00,27.883,0.9778,1.3535e+24,3.15,2.42,36.40,5.3177e+25,95.32,94.92,28.00,1.4937e+24,1.53,2.67,16.00,0.113
0.0,17.000,22.00,48.00,2592.500,2575.500,1.336,78.8,5.857e+04,2.548e+00,17.204,19.722,180.0,1.481e+05,0.396,15.956,78.2,5.773e+04,2.521e+00,0.0,2.394e+00,2.711e+00,2.886e+00,13.3,6.21,169.2,2.30,1.0,-5.0,7.5,14.4,18.1,0.0,-3.9,9.3,14.2,9.3,9.4,9.4,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,5.4621e+25,2.917e+02,1.410e+00,27.883,0.9781,1.3196e+24,3.15,2.42,36.40,5.1845e+25,95.32,94.92,28.00,1.4563e+24,1.53,2.67,16.00,0.113
0.0,17.500,22.00,48.00,2593.000,2575.500,1.335,78.5,5.689e+04,2.484e+00,17.204,19.722,179.7,1.481e+05,0.384,16.456,77.9,5.607e+04,2.458e+00,0.0,2.332e+00,2.645e+00,2.795e+00,12.5,6.30,169.4,2.29,1.1,-5.1,7.6,13.7,18.5,0.0,-4.0,10.3,14.5,10.3,9.4,9.4,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,5.3254e+25,2.918e+02,1.410e+00,27.883,0.9785,1.2866e+24,3.15,2.42,36.40,5.0547e+25,95.32,94.92,28.00,1.4198e+24,1.53,2.67,16.00,0.113
0.0,18.000,22.00,48.00,2593.500,2575.500,1.335,78.2,5.526e+04,2.422e+00,17.204,19.722,179.3,1.481e+05,0.373,16.956,77.6,5.446e+04,2.396e+00,0.0,2.272e+00,2.582e+00,2.701e+00,11.5,6.40,169.8,2.29,1.1,-5.2,7.7,12.7,18.9,0.0,-5.6,9.2,13.3,9.2,9.5,9.5,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,5.1921e+25,2.919e+02,1.409e+00,27.883,0.9789,1.2544e+24,3.15,2.42,36.40,4.9282e+25,95.32,94.92,28.00,1.3843e+24,1.53,2.67,16.00,0.113
0.0,18.500,22.00,48.00,2594.000,2575.500,1.334,77.9,5.366e+04,2.359e+00,16.990,19.183,179.0,1.481e+05,0.362,17.245,77.3,5.288e+04,2.334e+00,0.0,2.211e+00,2.517e+00,2.700e+00,14.4,6.49,167.3,2.28,1.1,-5.3,7.8,15.7,19.3,0.0,-5.0,8.7,14.3,8.7,9.6,9.6,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,5.0585e+25,2.920e+02,1.409e+00,27.883,0.9793,1.2221e+24,3.15,2.42,36.40,4.8014e+25,95.32,94.92,28.00,1.3486e+24,1.53,2.67,16.00,0.113
0.0,19.000,22.00,48.00,2594.500,2575.500,1.334,77.6,5.210e+04,2.299e+00,16.990,19.183,178.7,1.481e+05,0.352,17.745,77.0,5.134e+04,2.274e+00,0.0,2.152e+00,2.455e+00,2.631e+00,14.5,6.58,167.0,2.28,1.1,-5.4,8.0,15.7,19.7,0.0,-3.1,9.0,16.6,9.0,9.7,9.7,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,4.9283e+25,2.921e+02,1.409e+00,27.883,0.9797,1.1907e+24,3.15,2.42,36.40,4.6779e+25,95.32,94.92,28.00,1.3139e+24,1.53,2.67,16.00,0.113
0.0,19.500,22.00,48.00,2595.000,2575.500,1.333,77.3,5.059e+04,2.240e+00,16.990,19.183,178.4,1.481e+05,0.342,18.245,76.7,4.984e+04,2.215e+00,0.0,2.095e+00,2.394e+00,2.571e+00,14.8,6.68,166.5,2.27,1.1,-5.4,8.1,16.0,20.1,0.0,-3.1,9.4,17.1,9.4,9.7,9.7,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,4.8015e+25,2.922e+02,1.408e+00,27.883,0.9800,1.1600e+24,3.15,2.42,36.40,4.5575e+25,95.32,94.92,28.00,1.2801e+24,1.53,2.67,16.00,0.113
0.0,20.000,22.00,48.00,2595.500,2575.500,1.333,77.0,4.912e+04,2.182e+00,16.990,19.183,178.1,1.481e+05,0.332,18.745,76.4,4.839e+04,2.158e+00,0.0,2.039e+00,2.335e+00,2.503e+00,14.7,6.77,166.2,2.27,1.1,-5.5,8.2,16.0,20.6,0.0,-5.3,7.6,15.3,7.6,9.8,9.8,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,4.6780e+25,2.924e+02,1.408e+00,27.883,0.9804,1.1302e+24,3.15,2.42,36.40,4.4402e+25,95.32,94.92,28.00,1.2472e+24,1.53,2.67,16.00,0.113
0.0,20.500,22.00,48.00,2596.000,2575.500,1.332,76.8,4.769e+04,2.123e+00,16.828,18.173,177.8,1.481e+05,0.322,19.066,76.2,4.697e+04,2.099e+00,0.0,1.982e+00,2.273e+00,2.443e+00,15.1,6.86,165.8,2.26,1.1,-5.6,8.3,16.4,21.0,0.0,-4.3,6.6,16.6,6.6,9.9,9.9,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,4.5510e+25,2.925e+02,1.408e+00,27.883,0.9808,1.0995e+24,3.15,2.42,36.40,4.3197e+25,95.32,94.92,28.00,1.2134e+24,1.53,2.67,16.00,0.113
