ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,Arnd_m3,Armass_pct,Armole_pct,Aramw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,MinMaxFactor
0.0,138.500,22.00,48.00,2714.000,2575.500,1.219,160.3,3.446e+02,7.219e-03,39.199,37.764,258.6,1.481e+05,0.002,237.660,158.3,3.278e+02,6.925e-03,0.0,6.525e-03,7.987e-03,7.149e-03,-1.0,10.13,259.9,1.47,4.2,-5.8,15.3,3.2,73.6,0.0,31.3,9.3,105.0,9.3,26.4,26.4,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.5470e+23,2.979e+02,1.401e+00,27.883,0.9989,3.7376e+21,3.15,2.42,36.40,1.4684e+23,95.32,94.92,28.00,4.1246e+21,1.53,2.67,16.00,0.113
0.0,139.000,22.00,48.00,2714.500,2575.500,1.218,160.3,3.403e+02,7.124e-03,39.199,37.764,258.7,1.481e+05,0.002,238.160,158.4,3.236e+02,6.833e-03,0.0,6.440e-03,7.880e-03,7.067e-03,-0.8,10.10,259.7,1.47,4.2,-5.8,15.3,3.4,73.8,0.0,31.0,13.2,104.8,13.2,26.5,26.5,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.5267e+23,2.979e+02,1.401e+00,27.883,0.9989,3.6885e+21,3.15,2.42,36.40,1.4491e+23,95.32,94.92,28.00,4.0703e+21,1.53,2.67,16.00,0.113
0.0,139.500,22.00,48.00,2715.000,2575.500,1.218,160.4,3.359e+02,7.030e-03,39.199,37.764,258.8,1.481e+05,0.002,238.660,158.5,3.194e+02,6.743e-03,0.0,6.357e-03,7.774e-03,7.026e-03,-0.1,10.08,258.8,1.47,4.3,-5.7,15.3,4.2,74.0,0.0,31.3,9.1,105.3,9.1,26.5,26.5,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.5066e+23,2.979e+02,1.401e+00,27.883,0.9989,3.6399e+21,3.15,2.42,36.40,1.4300e+23,95.32,94.92,28.00,4.0168e+21,1.53,2.67,16.00,0.113
0.0,140.000,22.00,48.00,2715.500,2575.500,1.218,160.5,3.317e+02,6.938e-03,39.199,37.764,258.8,1.481e+05,0.002,239.160,158.6,3.154e+02,6.653e-03,0.0,6.275e-03,7.670e-03,6.948e-03,0.2,10.05,258.6,1.47,4.3,-5.7,15.3,4.4,74.2,0.0,27.3,13.0,101.6,13.0,26.6,26.6,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.4868e+23,2.979e+02,1.401e+00,27.883,0.9989,3.5921e+21,3.15,2.42,36.40,1.4112e+23,95.32,94.92,28.00,3.9640e+21,1.53,2.67,16.00,0.113
0.0,140.500,22.00,48.00,2716.000,2575.500,1.217,160.7,3.275e+02,6.841e-03,39.392,35.786,259.0,1.481e+05,0.002,240.839,158.8,3.114e+02,6.560e-03,0.0,6.190e-03,7.562e-03,6.843e-03,0.0,10.03,259.0,1.46,4.3,-5.7,15.3,4.3,74.4,0.0,29.4,15.0,103.8,15.0,26.7,26.7,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.4662e+23,2.979e+02,1.401e+00,27.883,0.9989,3.5422e+21,3.15,2.42,36.40,1.3917e+23,95.32,94.92,28.00,3.9090e+21,1.53,2.67,16.00,0.113
0.0,141.000,22.00,48.00,2716.500,2575.500,1.217,160.9,3.234e+02,6.746e-03,39.392,35.786,259.2,1.481e+05,0.002,241.339,159.0,3.074e+02,6.469e-03,0.0,6.105e-03,7.455e-03,6.714e-03,-0.5,10.00,259.8,1.46,4.3,-5.6,15.2,3.8,74.6,0.0,29.5,20.1,104.2,20.1,26.7,26.7,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.4458e+23,2.979e+02,1.401e+00,27.883,0.9989,3.4931e+21,3.15,2.42,36.40,1.3723e+23,95.32,94.92,28.00,3.8547e+21,1.53,2.67,16.00,0.113
0.0,141.500,22.00,48.00,2717.000,2575.500,1.216,161.1,3.193e+02,6.653e-03,39.392,35.786,259.3,1.481e+05,0.002,241.839,159.2,3.035e+02,6.378e-03,0.0,6.022e-03,7.349e-03,6.606e-03,-0.7,9.98,260.2,1.46,4.3,-5.6,15.2,3.6,74.8,0.0,29.6,16.0,104.5,16.0,26.8,26.8,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.4258e+23,2.979e+02,1.401e+00,27.883,0.9989,3.4446e+21,3.15,2.42,36.40,1.3533e+23,95.32,94.92,28.00,3.8012e+21,1.53,2.67,16.00,0.113
0.0,142.000,22.00,48.00,2717.500,2575.500,1.216,161.3,3.153e+02,6.560e-03,39.392,35.786,259.5,1.481e+05,0.002,242.339,159.4,2.996e+02,6.289e-03,0.0,5.940e-03,7.246e-03,6.524e-03,-0.6,9.95,260.2,1.46,4.3,-5.5,15.2,3.7,75.0,0.0,32.8,13.6,107.8,13.6,26.9,26.9,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.4060e+23,2.979e+02,1.401e+00,27.883,0.9989,3.3968e+21,3.15,2.42,36.40,1.3345e+23,95.32,94.92,28.00,3.7485e+21,1.53,2.67,16.00,0.113
0.0,142.500,22.00,48.00,2718.000,2575.500,1.215,161.7,3.113e+02,6.464e-03,39.724,33.755,259.8,1.481e+05,0.002,244.879,159.7,2.958e+02,6.196e-03,0.0,5.854e-03,7.137e-03,6.271e-03,-3.0,9.93,263.7,1.46,4.3,-5.5,15.2,1.2,75.2,0.0,31.6,12.9,106.9,12.9,27.0,27.0,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.3853e+23,2.979e+02,1.401e+00,27.883,0.9989,3.3469e+21,3.15,2.42,36.40,1.3149e+23,95.32,94.92,28.00,3.6934e+21,1.53,2.67,16.00,0.113
0.0,143.000,22.00,48.00,2718.500,2575.500,1.215,162.0,3.074e+02,6.369e-03,39.724,33.755,260.1,1.481e+05,0.002,245.379,160.1,2.921e+02,6.104e-03,0.0,5.770e-03,7.031e-03,6.201e-03,-2.6,9.90,263.6,1.45,4.3,-5.5,15.2,1.6,75.4,0.0,26.0,11.7,101.4,11.7,27.0,27.0,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.3649e+23,2.979e+02,1.401e+00,27.883,0.9989,3.2977e+21,3.15,2.42,36.40,1.2956e+23,95.32,94.92,28.00,3.6391e+21,1.53,2.67,16.00,0.113
0.0,143.500,22.00,48.00,2719.000,2575.500,1.214,162.4,3.036e+02,6.275e-03,39.724,33.755,260.4,1.481e+05,0.002,245.879,160.4,2.884e+02,6.014e-03,0.0,5.686e-03,6.925e-03,6.135e-03,-2.2,9.87,263.3,1.45,4.4,-5.4,15.2,2.0,75.6,0.0,18.3,9.5,94.0,9.5,27.1,27.1,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.3449e+23,2.979e+02,1.401e+00,27.883,0.9989,3.2492e+21,3.15,2.42,36.40,1.2765e+23,95.32,94.92,28.00,3.5856e+21,1.53,2.67,16.00,0.113
0.0,144.000,22.00,48.00,2719.500,2575.500,1.214,162.8,2.998e+02,6.183e-03,39.724,33.755,260.7,1.481e+05,0.002,246.379,160.8,2.848e+02,5.924e-03,0.0,5.604e-03,6.822e-03,6.016e-03,-2.7,9.85,264.3,1.45,4.4,-5.4,15.1,1.5,75.8,0.0,14.1,9.6,90.0,9.6,27.2,27.2,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.3251e+23,2.979e+02,1.401e+00,27.883,0.9989,3.2014e+21,3.15,2.42,36.40,1.2578e+23,95.32,94.92,28.00,3.5329e+21,1.53,2.67,16.00,0.113
0.0,144.500,22.00,48.00,2720.000,2575.500,1.213,162.6,2.960e+02,6.111e-03,39.898,42.638,260.5,1.481e+05,0.002,247.962,160.7,2.812e+02,5.855e-03,0.0,5.540e-03,6.741e-03,5.821e-03,-4.7,9.82,267.0,1.45,4.4,-5.4,15.1,-0.6,76.0,0.0,10.6,11.2,86.6,11.2,27.2,27.2,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.3097e+23,2.979e+02,1.401e+00,27.883,0.9989,3.1641e+21,3.15,2.42,36.40,1.2431e+23,95.32,94.92,28.00,3.4917e+21,1.53,2.67,16.00,0.113
0.0,145.000,22.00,48.00,2720.500,2575.500,1.213,162.5,2.924e+02,6.040e-03,39.898,42.638,260.4,1.481e+05,0.002,248.462,160.5,2.777e+02,5.786e-03,0.0,5.477e-03,6.660e-03,5.881e-03,-2.6,9.80,263.9,1.45,4.4,-5.3,15.1,1.6,76.2,0.0,14.7,16.2,90.9,16.2,27.3,27.3,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.2944e+23,2.979e+02,1.401e+00,27.883,0.9989,3.1272e+21,3.15,2.42,36.40,1.2286e+23,95.32,94.92,28.00,3.4510e+21,1.53,2.67,16.00,0.113
0.0,145.500,22.00,48.00,2721.000,2575.500,1.213,162.4,2.887e+02,5.969e-03,39.898,42.638,260.3,1.481e+05,0.002,248.962,160.4,2.742e+02,5.718e-03,0.0,5.414e-03,6.581e-03,5.750e-03,-3.7,9.77,265.3,1.44,4.4,-5.3,15.1,0.6,76.4,0.0,11.9,27.8,88.3,27.8,27.4,27.4,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.2793e+23,2.979e+02,1.401e+00,27.883,0.9989,3.0907e+21,3.15,2.42,36.40,1.2143e+23,95.32,94.92,28.00,3.4107e+21,1.53,2.67,16.00,0.113
0.0,146.000,22.00,48.00,2721.500,2575.500,1.212,162.2,2.851e+02,5.900e-03,39.898,42.638,260.2,1.481e+05,0.002,249.462,160.3,2.707e+02,5.651e-03,0.0,5.353e-03,6.503e-03,5.568e-03,-5.6,9.75,267.9,1.44,4.4,-5.3,15.1,-1.5,76.6,0.0,14.7,23.3,91.4,23.3,27.4,27.4,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.2644e+23,2.979e+02,1.401e+00,27.883,0.9989,3.0547e+21,3.15,2.42,36.40,1.2001e+23,95.32,94.92,28.00,3.3709e+21,1.53,2.67,16.00,0.113
0.0,146.500,22.00,48.00,2722.000,2575.500,1.212,162.6,2.816e+02,5.815e-03,40.048,34.707,260.5,1.481e+05,0.002,250.898,160.6,2.673e+02,5.569e-03,0.0,5.277e-03,6.408e-03,5.460e-03,-6.1,9.72,268.8,1.44,4.4,-5.2,15.1,-2.0,76.8,0.0,13.9,23.5,90.8,23.5,27.5,27.5,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.2463e+23,2.979e+02,1.401e+00,27.883,0.9989,3.0110e+21,3.15,2.42,36.40,1.1829e+23,95.32,94.92,28.00,3.3227e+21,1.53,2.67,16.00,0.113
0.0,147.000,22.00,48.00,2722.500,2575.500,1.211,162.9,2.781e+02,5.732e-03,40.048,34.707,260.7,1.481e+05,0.002,251.398,160.9,2.640e+02,5.489e-03,0.0,5.203e-03,6.315e-03,5.414e-03,-5.5,9.70,268.3,1.44,4.4,-5.2,15.0,-1.4,77.0,0.0,17.7,20.1,94.7,20.1,27.6,27.6,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.2285e+23,2.979e+02,1.401e+00,27.883,0.9989,2.9679e+21,3.15,2.42,36.40,1.1660e+23,95.32,94.92,28.00,3.2752e+21,1.53,2.67,16.00,0.113
0.0,147.500,22.00,48.00,2723.000,2575.500,1.211,163.2,2.746e+02,5.650e-03,40.048,34.707,261.0,1.481e+05,0.002,251.898,161.2,2.607e+02,5.410e-03,0.0,5.130e-03,6.223e-03,5.361e-03,-5.1,9.67,267.9,1.44,4.4,-5.2,15.0,-0.9,77.2,0.0,24.0,19.5,101.2,19.5,27.7,27.7,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.2109e+23,2.979e+02,1.401e+00,27.883,0.9989,2.9255e+21,3.15,2.42,36.40,1.1494e+23,95.32,94.92,28.00,3.2284e+21,1.53,2.67,16.00,0.113
0.0,148.000,22.00,48.00,2723.500,2575.500,1.210,163.5,2.712e+02,5.569e-03,40.048,34.707,261.2,1.481e+05,0.002,252.398,161.5,2.574e+02,5.332e-03,0.0,5.058e-03,6.132e-03,5.243e-03,-5.9,9.65,269.2,1.43,4.5,-5.1,15.0,-1.7,77.5,0.0,26.5,15.2,104.0,15.2,27.7,27.7,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.1936e+23,2.979e+02,1.401e+00,27.883,0.9989,2.8836e+21,3.15,2.42,36.40,1.1329e+23,95.32,94.92,28.00,3.1822e+21,1.53,2.67,16.00,0.113
0.0,148.500,22.00,48.00,2724.000,2575.500,1.210,163.6,2.679e+02,5.497e-03,40.316,38.288,261.3,1.481e+05,0.002,254.591,161.6,2.542e+02,5.262e-03,0.0,4.994e-03,6.051e-03,5.178e-03,-5.8,9.62,269.2,1.43,4.5,-5.1,15.0,-1.6,77.7,0.0,26.2,18.2,103.8,18.2,27.8,27.8,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.1781e+23,2.979e+02,1.401e+00,27.883,0.9989,2.8462e+21,3.15,2.42,36.40,1.1182e+23,95.32,94.92,28.00,3.1409e+21,1.53,2.67,16.00,0.113
0.0,149.000,22.00,48.00,2724.500,2575.500,1.209,163.7,2.646e+02,5.426e-03,40.316,38.288,261.4,1.481e+05,0.002,255.091,161.7,2.511e+02,5.193e-03,0.0,4.930e-03,5.971e-03,5.166e-03,-4.8,9.60,267.9,1.43,4.5,-5.1,15.0,-0.5,77.9,0.0,24.0,24.0,101.8,24.0,27.9,27.9,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.1628e+23,2.979e+02,1.401e+00,27.883,0.9989,2.8093e+21,3.15,2.42,36.40,1.1037e+23,95.32,94.92,28.00,3.1001e+21,1.53,2.67,16.00,0.113
0.0,149.500,22.00,48.00,2725.000,2575.500,1.209,163.8,2.613e+02,5.355e-03,40.316,38.288,261.5,1.481e+05,0.002,255.591,161.8,2.479e+02,5.125e-03,0.0,4.867e-03,5.892e-03,5.136e-03,-4.1,9.57,267.0,1.43,4.5,-5.0,15.0,0.2,78.1,0.0,29.9,21.2,107.9,21.2,27.9,27.9,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.1477e+23,2.979e+02,1.401e+00,27.883,0.9989,2.7728e+21,3.15,2.42,36.40,1.0894e+23,95.32,94.92,28.00,3.0599e+21,1.53,2.67,16.00,0.113
0.0,150.000,22.00,48.00,2725.500,2575.500,1.209,163.9,2.581e+02,5.286e-03,40.316,38.288,261.6,1.481e+05,0.002,256.091,161.9,2.449e+02,5.058e-03,0.0,4.805e-03,5.814e-03,5.160e-03,-2.4,9.55,264.8,1.42,4.5,-5.0,14.9,2.0,78.3,0.0,28.1,22.2,106.3,22.2,28.0,28.0,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.1328e+23,2.979e+02,1.401e+00,27.883,0.9989,2.7369e+21,3.15,2.42,36.40,1.0752e+23,95.32,94.92,28.00,3.0202e+21,1.53,2.67,16.00,0.113
0.0,150.500,22.00,48.00,2726.000,2575.500,1.208,164.0,2.549e+02,5.218e-03,40.472,38.630,261.7,1.481e+05,0.002,257.580,162.0,2.418e+02,4.993e-03,0.0,4.744e-03,5.740e-03,5.093e-03,-2.4,9.55,264.8,1.42,4.5,-5.0,15.0,2.0,78.5,0.0,28.8,20.0,107.3,20.0,28.1,28.1,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.1183e+23,2.979e+02,1.401e+00,27.883,0.9989,2.7004e+21,3.15,2.41,36.40,1.0614e+23,95.32,94.92,28.00,2.9830e+21,1.53,2.67,16.00,0.113
0.0,151.000,22.00,48.00,2726.500,2575.500,1.208,164.1,2.518e+02,5.151e-03,40.472,38.630,261.7,1.481e+05,0.002,258.080,162.1,2.388e+02,4.928e-03,0.0,4.683e-03,5.666e-03,5.059e-03,-1.8,9.55,264.1,1.42,4.5,-5.0,15.0,2.7,78.7,0.0,25.3,17.0,104.0,17.0,28.1,28.1,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.1039e+23,2.979e+02,1.401e+00,27.882,0.9989,2.6645e+21,3.15,2.41,36.40,1.0478e+23,95.32,94.92,28.00,2.9463e+21,1.53,2.67,16.00,0.113
0.0,151.500,22.00,48.00,2727.000,2575.500,1.207,164.2,2.487e+02,5.085e-03,40.472,38.630,261.8,1.481e+05,0.002,258.580,162.2,2.359e+02,4.864e-03,0.0,4.622e-03,5.593e-03,4.984e-03,-2.0,9.55,264.4,1.42,4.5,-5.0,15.0,2.5,78.9,0.0,19.1,13.2,97.9,13.2,28.2,28.2,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.0897e+23,2.979e+02,1.401e+00,27.882,0.9989,2.6290e+21,3.15,2.41,36.40,1.0343e+23,95.32,94.92,28.00,2.9100e+21,1.53,2.67,16.00,0.113
0.0,152.000,22.00,48.00,2727.500,2575.500,1.207,164.3,2.457e+02,5.019e-03,40.472,38.630,261.9,1.481e+05,0.002,259.080,162.3,2.329e+02,4.801e-03,0.0,4.563e-03,5.521e-03,4.936e-03,-1.6,9.55,264.1,1.42,4.5,-5.0,15.0,2.8,79.1,0.0,17.2,13.1,96.3,13.1,28.3,28.3,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.0757e+23,2.979e+02,1.401e+00,27.882,0.9989,2.5940e+21,3.15,2.41,36.40,1.0210e+23,95.32,94.92,28.00,2.8741e+21,1.53,2.67,16.00,0.113
0.0,152.500,22.00,48.00,2728.000,2575.500,1.206,164.4,2.427e+02,4.955e-03,40.630,38.768,262.0,1.481e+05,0.002,260.591,162.4,2.301e+02,4.739e-03,0.0,4.504e-03,5.450e-03,4.835e-03,-2.4,9.55,265.2,1.41,4.6,-5.0,15.0,2.0,79.3,0.0,19.5,14.5,98.7,14.5,28.4,28.4,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.0619e+23,2.979e+02,1.401e+00,27.882,0.9989,2.5607e+21,3.15,2.41,36.40,1.0079e+23,95.32,94.92,28.00,2.8373e+21,1.53,2.67,16.00,0.113
0.0,153.000,22.00,48.00,2728.500,2575.500,1.206,164.5,2.397e+02,4.891e-03,40.630,38.768,262.0,1.481e+05,0.002,261.091,162.5,2.272e+02,4.678e-03,0.0,4.447e-03,5.381e-03,4.790e-03,-2.1,9.55,264.8,1.41,4.6,-4.9,15.0,2.4,79.5,0.0,22.8,19.4,102.2,19.4,28.4,28.4,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.0483e+23,2.979e+02,1.401e+00,27.882,0.9989,2.5279e+21,3.15,2.41,36.40,9.9502e+22,95.32,94.92,28.00,2.8010e+21,1.53,2.67,16.00,0.113
0.0,153.500,22.00,48.00,2729.000,2575.500,1.205,164.6,2.368e+02,4.829e-03,40.630,38.768,262.1,1.481e+05,0.002,261.591,162.6,2.244e+02,4.618e-03,0.0,4.390e-03,5.312e-03,4.740e-03,-1.8,9.55,264.6,1.41,4.6,-4.9,15.0,2.7,79.7,0.0,21.4,23.9,101.0,23.9,28.5,28.5,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.0349e+23,2.979e+02,1.401e+00,27.882,0.9989,2.4955e+21,3.15,2.41,36.40,9.8227e+22,95.32,94.92,28.00,2.7651e+21,1.53,2.67,16.00,0.113
0.0,154.000,22.00,48.00,2729.500,2575.500,1.205,164.7,2.339e+02,4.767e-03,40.630,38.768,262.2,1.481e+05,0.002,262.091,162.7,2.217e+02,4.558e-03,0.0,4.333e-03,5.244e-03,4.673e-03,-2.0,9.55,264.8,1.41,4.6,-4.9,15.0,2.5,79.9,0.0,16.4,27.5,96.2,27.5,28.6,28.6,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.0216e+23,2.979e+02,1.401e+00,27.882,0.9989,2.4635e+21,3.15,2.41,36.40,9.6968e+22,95.32,94.92,28.00,2.7297e+21,1.53,2.67,16.00,0.113
0.0,154.500,22.00,48.00,2730.000,2575.500,1.205,164.8,2.310e+02,4.706e-03,40.783,38.953,262.3,1.481e+05,0.002,263.579,162.8,2.189e+02,4.499e-03,0.0,4.278e-03,5.177e-03,4.661e-03,-0.9,9.55,263.5,1.41,4.6,-4.9,15.1,3.6,80.1,0.0,23.7,26.7,103.7,26.7,28.6,28.6,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,1.0086e+23,2.979e+02,1.401e+00,27.882,0.9989,2.4321e+21,3.15,2.41,36.40,9.5732e+22,95.32,94.92,28.00,2.6949e+21,1.53,2.67,16.00,0.113
0.0,155.000,22.00,48.00,2730.500,2575.500,1.204,164.9,2.282e+02,4.646e-03,40.783,38.953,262.3,1.481e+05,0.002,264.079,162.9,2.162e+02,4.441e-03,0.0,4.224e-03,5.111e-03,4.641e-03,-0.1,9.55,262.5,1.40,4.6,-4.9,15.1,4.5,80.3,0.0,24.2,30.0,104.5,30.0,28.7,28.7,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.9572e+22,2.979e+02,1.401e+00,27.882,0.9989,2.4010e+21,3.15,2.41,36.40,9.4511e+22,95.32,94.92,28.00,2.6606e+21,1.53,2.67,16.00,0.113
0.0,155.500,22.00,48.00,2731.000,2575.500,1.204,165.0,2.254e+02,4.587e-03,40.783,38.953,262.4,1.481e+05,0.002,264.579,162.9,2.136e+02,4.384e-03,0.0,4.170e-03,5.045e-03,4.583e-03,-0.1,9.55,262.5,1.40,4.6,-4.9,15.1,4.5,80.5,0.0,24.9,24.7,105.3,24.7,28.8,28.8,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.8302e+22,2.979e+02,1.401e+00,27.882,0.9989,2.3704e+21,3.15,2.41,36.40,9.3305e+22,95.32,94.92,28.00,2.6267e+21,1.53,2.67,16.00,0.113
0.0,156.000,22.00,48.00,2731.500,2575.500,1.203,165.1,2.227e+02,4.528e-03,40.783,38.953,262.5,1.481e+05,0.002,265.079,163.0,2.110e+02,4.328e-03,0.0,4.117e-03,4.981e-03,4.560e-03,0.7,9.55,261.6,1.40,4.6,-4.9,15.1,5.4,80.7,0.0,24.5,24.6,105.2,24.6,28.8,28.8,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.7048e+22,2.979e+02,1.401e+00,27.882,0.9989,2.3401e+21,3.15,2.41,36.40,9.2115e+22,95.32,94.92,28.00,2.5932e+21,1.53,2.67,16.00,0.113
0.0,156.500,22.00,48.00,2732.000,2575.500,1.203,165.2,2.200e+02,4.471e-03,40.938,39.101,262.6,1.481e+05,0.001,266.586,163.1,2.084e+02,4.273e-03,0.0,4.064e-03,4.918e-03,4.549e-03,1.7,9.55,260.3,1.40,4.6,-4.9,15.1,6.5,80.9,0.0,31.2,20.0,112.1,20.0,28.9,28.9,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.5815e+22,2.979e+02,1.401e+00,27.882,0.9989,2.3104e+21,3.15,2.41,36.40,9.0945e+22,95.32,94.92,28.00,2.5603e+21,1.53,2.67,16.00,0.113
0.0,157.000,22.00,48.00,2732.500,2575.500,1.202,165.3,2.173e+02,4.414e-03,40.938,39.101,262.6,1.481e+05,0.001,267.086,163.2,2.058e+02,4.218e-03,0.0,4.013e-03,4.855e-03,4.530e-03,2.6,9.55,259.3,1.40,4.6,-4.9,15.1,7.4,81.1,0.0,29.6,18.5,110.6,18.5,29.0,29.0,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.4598e+22,2.979e+02,1.401e+00,27.882,0.9989,2.2810e+21,3.15,2.41,36.40,8.9789e+22,95.32,94.92,28.00,2.5278e+21,1.53,2.67,16.00,0.113
0.0,157.500,22.00,48.00,2733.000,2575.500,1.202,165.4,2.147e+02,4.358e-03,40.938,39.101,262.7,1.481e+05,0.001,267.586,163.3,2.033e+02,4.164e-03,0.0,3.962e-03,4.794e-03,4.474e-03,2.7,9.55,259.3,1.40,4.7,-4.9,15.1,7.5,81.3,0.0,30.3,17.9,111.6,17.9,29.1,29.1,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.3396e+22,2.979e+02,1.401e+00,27.882,0.9989,2.2520e+21,3.15,2.41,36.40,8.8648e+22,95.32,94.92,28.00,2.4957e+21,1.53,2.67,16.00,0.113
0.0,158.000,22.00,48.00,2733.500,2575.500,1.202,165.5,2.121e+02,4.302e-03,40.938,39.101,262.8,1.481e+05,0.001,268.086,163.4,2.008e+02,4.110e-03,0.0,3.911e-03,4.733e-03,4.493e-03,4.4,9.55,257.2,1.39,4.7,-4.8,15.1,9.3,81.5,0.0,28.0,22.0,109.5,22.0,29.1,29.1,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.2209e+22,2.979e+02,1.401e+00,27.882,0.9989,2.2233e+21,3.15,2.41,36.40,8.7522e+22,95.32,94.92,28.00,2.4640e+21,1.53,2.67,16.00,0.113
0.0,158.500,22.00,48.00,2734.000,2575.500,1.201,165.5,2.095e+02,4.248e-03,41.091,39.288,262.9,1.481e+05,0.001,269.587,163.5,1.984e+02,4.058e-03,0.0,3.862e-03,4.673e-03,4.466e-03,5.1,9.55,256.4,1.39,4.7,-4.8,15.2,10.1,81.7,0.0,25.1,17.3,106.8,17.3,29.2,29.2,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,9.1043e+22,2.979e+02,1.401e+00,27.882,0.9989,2.1952e+21,3.15,2.41,36.40,8.6415e+22,95.32,94.92,28.00,2.4329e+21,1.53,2.67,16.00,0.113
0.0,159.000,22.00,48.00,2734.500,2575.500,1.201,165.6,2.070e+02,4.194e-03,41.091,39.288,262.9,1.481e+05,0.001,270.087,163.6,1.959e+02,4.006e-03,0.0,3.813e-03,4.614e-03,4.401e-03,4.9,9.55,256.7,1.39,4.7,-4.8,15.2,9.9,81.9,0.0,19.5,14.8,101.4,14.8,29.3,29.3,137.02,17.73,139.18,18.08,84.48,74.92,9.94,1377648.0,8.9891e+22,2.979e+02,1.401e+00,27.882,0.9989,2.1674e+21,3.15,2.41,36.40,8.5322e+22,95.32,94.92,28.00,2.4021e+21,1.53,2.67,16.00,0.113
