ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,
0.0,507.000,22.00,48.00,25981.273,25474.273,8.379,224.7,2.191e-01,2.577e-07,116.094,72.732,1107.1,1.000e+05,0.000,1512.821,224.7,2.191e-01,2.577e-07,0.0,2.332e-07,2.847e-07,2.261e-07,-12.3,9.99,1181.9,1.81,0.0,-9.5,10.5,-12.3,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,7.0520e+19,3.785e+03,1.441e+00,2.199,1.0014,6.4170e+19,83.57,91.00,2.02,6.3424e+18,16.36,8.99,4.00,7.0545e+15,0.07,0.01,16.04,
0.0,508.000,22.00,48.00,25982.273,25474.273,8.378,225.5,2.173e-01,2.542e-07,116.094,72.732,1109.6,1.000e+05,0.000,1513.821,225.5,2.173e-01,2.542e-07,0.0,2.299e-07,2.810e-07,2.209e-07,-13.1,10.06,1190.3,1.81,0.0,-9.6,10.6,-13.1,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.9670e+19,3.791e+03,1.440e+00,2.196,1.0014,6.3511e+19,83.85,91.16,2.02,6.1517e+18,16.08,8.83,4.00,6.9689e+15,0.07,0.01,16.04,
0.0,509.000,22.00,48.00,25983.273,25474.273,8.377,226.3,2.154e-01,2.507e-07,116.094,72.732,1112.2,1.000e+05,0.000,1514.821,226.3,2.154e-01,2.507e-07,0.0,2.266e-07,2.774e-07,2.185e-07,-12.8,10.12,1191.3,1.81,0.0,-9.6,10.6,-12.8,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.8832e+19,3.797e+03,1.440e+00,2.193,1.0015,6.2859e+19,84.12,91.32,2.02,5.9668e+18,15.81,8.67,4.00,6.8843e+15,0.07,0.01,16.04,
0.0,510.000,22.00,48.00,25984.273,25474.273,8.376,227.1,2.135e-01,2.473e-07,116.094,72.732,1114.8,1.000e+05,0.000,1515.821,227.1,2.135e-01,2.473e-07,0.0,2.234e-07,2.738e-07,2.194e-07,-11.3,10.18,1183.6,1.81,0.0,-9.7,10.7,-11.3,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.8007e+19,3.803e+03,1.439e+00,2.190,1.0016,6.2213e+19,84.38,91.48,2.02,5.7874e+18,15.54,8.51,4.00,6.8007e+15,0.07,0.01,16.04,
0.0,511.000,22.00,48.00,25985.273,25474.273,8.376,227.8,2.121e-01,2.445e-07,148.246,89.767,1117.1,1.000e+05,0.000,1936.620,227.8,2.121e-01,2.445e-07,0.0,2.208e-07,2.709e-07,2.186e-07,-10.6,10.25,1181.5,1.81,0.0,-9.7,10.8,-10.6,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.7328e+19,3.808e+03,1.439e+00,2.187,1.0016,6.1687e+19,84.62,91.62,2.02,5.6337e+18,15.30,8.37,4.00,6.7335e+15,0.07,0.01,16.04,
0.0,512.000,22.00,48.00,25986.273,25474.273,8.375,228.5,2.107e-01,2.418e-07,148.246,89.767,1119.3,1.000e+05,0.000,1937.620,228.5,2.107e-01,2.418e-07,0.0,2.182e-07,2.680e-07,2.208e-07,-8.7,10.31,1171.4,1.81,0.0,-9.8,10.8,-8.7,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.6657e+19,3.812e+03,1.438e+00,2.184,1.0015,6.1166e+19,84.86,91.76,2.02,5.4840e+18,15.07,8.23,4.00,6.6670e+15,0.07,0.01,16.04,
0.0,513.000,22.00,48.00,25987.273,25474.273,8.374,229.3,2.093e-01,2.391e-07,148.246,89.767,1121.6,1.000e+05,0.000,1938.620,229.3,2.093e-01,2.391e-07,0.0,2.156e-07,2.652e-07,2.219e-07,-7.2,10.37,1164.4,1.81,0.0,-9.8,10.9,-7.2,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.5994e+19,3.817e+03,1.438e+00,2.182,1.0015,6.0649e+19,85.09,91.90,2.02,5.3383e+18,14.83,8.09,4.00,6.6011e+15,0.07,0.01,16.04,
0.0,514.000,22.00,48.00,25988.273,25474.273,8.374,230.0,2.079e-01,2.365e-07,148.246,89.767,1123.9,1.000e+05,0.000,1939.620,230.0,2.079e-01,2.365e-07,0.0,2.131e-07,2.625e-07,2.220e-07,-6.1,10.44,1159.9,1.81,0.0,-9.9,11.0,-6.1,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.5340e+19,3.822e+03,1.437e+00,2.179,1.0015,6.0137e+19,85.33,92.04,2.02,5.1965e+18,14.60,7.95,4.00,6.5359e+15,0.07,0.01,16.04,
0.0,515.000,22.00,48.00,25989.273,25474.273,8.373,230.7,2.065e-01,2.339e-07,148.246,89.767,1126.1,1.000e+05,0.000,1940.620,230.7,2.065e-01,2.339e-07,0.0,2.106e-07,2.597e-07,2.199e-07,-6.0,10.50,1161.3,1.81,0.0,-10.0,11.1,-6.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.4693e+19,3.826e+03,1.436e+00,2.176,1.0015,5.9628e+19,85.55,92.17,2.02,5.0585e+18,14.37,7.82,4.00,6.4713e+15,0.07,0.01,16.04,
0.0,516.000,22.00,48.00,25990.273,25474.273,8.372,231.5,2.051e-01,2.313e-07,148.246,89.767,1128.4,1.000e+05,0.000,1941.620,231.5,2.051e-01,2.313e-07,0.0,2.081e-07,2.570e-07,2.160e-07,-6.6,10.56,1167.7,1.81,0.0,-10.0,11.1,-6.6,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.4055e+19,3.831e+03,1.436e+00,2.174,1.0015,5.9124e+19,85.78,92.30,2.02,4.9241e+18,14.15,7.69,4.00,6.4074e+15,0.07,0.01,16.04,
0.0,517.000,22.00,48.00,25991.273,25474.273,8.372,232.2,2.037e-01,2.287e-07,148.246,89.767,1130.7,1.000e+05,0.000,1942.620,232.2,2.037e-01,2.287e-07,0.0,2.057e-07,2.543e-07,2.117e-07,-7.4,10.63,1175.1,1.81,0.0,-10.1,11.2,-7.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.3424e+19,3.836e+03,1.435e+00,2.171,1.0015,5.8625e+19,86.00,92.43,2.02,4.7933e+18,13.92,7.56,4.00,6.3441e+15,0.07,0.01,16.04,
0.0,518.000,22.00,48.00,25992.273,25474.273,8.371,232.9,2.023e-01,2.262e-07,148.246,89.767,1132.9,1.000e+05,0.000,1943.620,232.9,2.023e-01,2.262e-07,0.0,2.033e-07,2.517e-07,2.063e-07,-8.8,10.69,1186.4,1.81,0.0,-10.1,11.3,-8.8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.2802e+19,3.840e+03,1.435e+00,2.169,1.0016,5.8129e+19,86.22,92.56,2.02,4.6660e+18,13.70,7.43,4.00,6.2814e+15,0.07,0.01,16.04,
0.0,519.000,22.00,48.00,25993.273,25474.273,8.370,233.7,2.010e-01,2.237e-07,148.246,89.767,1135.2,1.000e+05,0.000,1944.620,233.7,2.010e-01,2.237e-07,0.0,2.009e-07,2.490e-07,2.063e-07,-7.8,10.75,1182.0,1.81,0.0,-10.2,11.3,-7.8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.2186e+19,3.845e+03,1.434e+00,2.166,1.0016,5.7638e+19,86.44,92.69,2.02,4.5421e+18,13.49,7.30,4.00,6.2193e+15,0.07,0.01,16.04,
0.0,520.000,22.00,48.00,25994.273,25474.273,8.370,234.4,1.996e-01,2.212e-07,148.246,89.767,1137.4,1.000e+05,0.000,1945.620,234.4,1.996e-01,2.212e-07,0.0,1.986e-07,2.465e-07,2.094e-07,-5.3,10.82,1169.1,1.81,0.0,-10.2,11.4,-5.3,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.1579e+19,3.849e+03,1.434e+00,2.164,1.0017,5.7151e+19,86.65,92.81,2.02,4.4214e+18,13.27,7.18,4.00,6.1579e+15,0.07,0.01,16.04,
0.0,521.000,22.00,48.00,25995.273,25474.273,8.369,235.3,1.980e-01,2.184e-07,126.610,78.000,1140.0,1.000e+05,0.000,1662.659,235.3,1.980e-01,2.184e-07,0.0,1.959e-07,2.434e-07,2.059e-07,-5.7,10.88,1174.1,1.81,0.0,-10.3,11.5,-5.7,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.0852e+19,3.854e+03,1.433e+00,2.161,1.0016,5.6551e+19,86.86,92.93,2.02,4.2948e+18,13.06,7.06,4.00,6.0858e+15,0.07,0.01,16.04,
0.0,522.000,22.00,48.00,25996.273,25474.273,8.368,236.2,1.965e-01,2.156e-07,126.610,78.000,1142.6,1.000e+05,0.000,1663.659,236.2,1.965e-01,2.156e-07,0.0,1.933e-07,2.405e-07,2.063e-07,-4.3,10.94,1168.1,1.81,0.0,-10.3,11.5,-4.3,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.0135e+19,3.858e+03,1.433e+00,2.159,1.0016,5.5958e+19,87.07,93.05,2.02,4.1717e+18,12.85,6.94,4.00,6.0146e+15,0.07,0.01,16.04,
0.0,523.000,22.00,48.00,25997.273,25474.273,8.368,237.2,1.949e-01,2.128e-07,126.610,78.000,1145.2,1.000e+05,0.000,1664.659,237.2,1.949e-01,2.128e-07,0.0,1.907e-07,2.376e-07,2.031e-07,-4.6,11.01,1172.4,1.81,0.0,-10.4,11.6,-4.6,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.9428e+19,3.862e+03,1.432e+00,2.156,1.0016,5.5370e+19,87.28,93.17,2.02,4.0522e+18,12.65,6.82,4.00,5.9442e+15,0.07,0.01,16.04,
0.0,524.000,22.00,48.00,25998.273,25474.273,8.367,238.1,1.934e-01,2.101e-07,126.610,78.000,1147.8,1.000e+05,0.000,1665.659,238.1,1.934e-01,2.101e-07,0.0,1.882e-07,2.347e-07,1.983e-07,-5.7,11.07,1181.7,1.81,0.0,-10.5,11.7,-5.7,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.8731e+19,3.866e+03,1.431e+00,2.154,1.0016,5.4789e+19,87.48,93.29,2.02,3.9362e+18,12.45,6.70,4.00,5.8746e+15,0.07,0.01,16.04,
0.0,525.000,22.00,48.00,25999.273,25474.273,8.366,239.0,1.919e-01,2.075e-07,126.610,78.000,1150.4,1.000e+05,0.000,1666.659,239.0,1.919e-01,2.075e-07,0.0,1.856e-07,2.318e-07,1.970e-07,-5.0,11.13,1180.4,1.81,0.0,-10.5,11.8,-5.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.8043e+19,3.870e+03,1.431e+00,2.152,1.0016,5.4214e+19,87.68,93.40,2.02,3.8234e+18,12.24,6.59,4.00,5.8059e+15,0.07,0.01,16.04,
0.0,526.000,22.00,48.00,26000.273,25474.273,8.366,239.9,1.904e-01,2.048e-07,126.610,78.000,1153.0,1.000e+05,0.000,1667.659,239.9,1.904e-01,2.048e-07,0.0,1.832e-07,2.290e-07,1.959e-07,-4.4,11.20,1179.1,1.81,0.0,-10.6,11.8,-4.4,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.7365e+19,3.874e+03,1.430e+00,2.150,1.0016,5.3645e+19,87.88,93.52,2.02,3.7139e+18,12.05,6.47,4.00,5.7379e+15,0.07,0.01,16.04,
0.0,527.000,22.00,48.00,26001.273,25474.273,8.365,240.9,1.889e-01,2.022e-07,126.610,78.000,1155.6,1.000e+05,0.000,1668.659,240.9,1.889e-01,2.022e-07,0.0,1.807e-07,2.262e-07,1.932e-07,-4.4,11.26,1182.1,1.81,0.0,-10.6,11.9,-4.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.6695e+19,3.878e+03,1.430e+00,2.147,1.0016,5.3082e+19,88.07,93.63,2.02,3.6075e+18,11.85,6.36,4.00,5.6708e+15,0.07,0.01,16.04,
0.0,528.000,22.00,48.00,26002.273,25474.273,8.364,241.8,1.874e-01,1.996e-07,126.610,78.000,1158.2,1.000e+05,0.000,1669.659,241.8,1.874e-01,1.996e-07,0.0,1.783e-07,2.235e-07,1.919e-07,-3.9,11.32,1181.4,1.81,0.0,-10.7,12.0,-3.9,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.6035e+19,3.882e+03,1.429e+00,2.145,1.0016,5.2525e+19,88.26,93.74,2.02,3.5042e+18,11.66,6.25,4.00,5.6044e+15,0.07,0.01,16.04,
0.0,529.000,22.00,48.00,26003.273,25474.273,8.364,242.7,1.859e-01,1.971e-07,126.610,78.000,1160.8,1.000e+05,0.000,1670.659,242.7,1.859e-01,1.971e-07,0.0,1.759e-07,2.208e-07,1.923e-07,-2.5,11.38,1175.3,1.81,0.0,-10.7,12.0,-2.5,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.5383e+19,3.886e+03,1.429e+00,2.143,1.0017,5.1974e+19,88.45,93.84,2.02,3.4038e+18,11.47,6.15,4.00,5.5388e+15,0.07,0.01,16.04,
0.0,530.000,22.00,48.00,26004.273,25474.273,8.363,243.6,1.845e-01,1.946e-07,126.610,78.000,1163.4,1.000e+05,0.000,1671.659,243.6,1.845e-01,1.946e-07,0.0,1.736e-07,2.182e-07,1.878e-07,-3.5,11.45,1184.2,1.81,0.0,-10.8,12.1,-3.5,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.4740e+19,3.890e+03,1.428e+00,2.141,1.0018,5.1428e+19,88.64,93.95,2.02,3.3063e+18,11.28,6.04,4.00,5.4740e+15,0.07,0.01,16.04,
0.0,531.000,22.00,48.00,26005.273,25474.273,8.362,244.8,1.829e-01,1.919e-07,114.319,70.547,1166.3,1.000e+05,0.000,1510.378,244.8,1.829e-01,1.919e-07,0.0,1.710e-07,2.152e-07,1.854e-07,-3.4,11.51,1186.6,1.81,0.0,-10.8,12.2,-3.4,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.4008e+19,3.893e+03,1.427e+00,2.139,1.0017,5.0788e+19,88.80,94.04,2.02,3.2144e+18,11.13,5.95,4.00,5.4011e+15,0.07,0.01,16.04,
0.0,532.000,22.00,48.00,26006.273,25474.273,8.362,246.0,1.813e-01,1.891e-07,114.319,70.547,1169.3,1.000e+05,0.000,1511.378,246.0,1.813e-01,1.891e-07,0.0,1.685e-07,2.123e-07,1.798e-07,-4.9,11.57,1199.2,1.81,0.0,-10.9,12.2,-4.9,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.3286e+19,3.896e+03,1.427e+00,2.138,1.0017,5.0156e+19,88.95,94.13,2.02,3.1251e+18,10.97,5.86,4.00,5.3292e+15,0.08,0.01,16.04,
0.0,533.000,22.00,48.00,26007.273,25474.273,8.361,247.1,1.797e-01,1.865e-07,114.319,70.547,1172.2,1.000e+05,0.000,1512.378,247.1,1.797e-01,1.865e-07,0.0,1.660e-07,2.094e-07,1.762e-07,-5.5,11.64,1206.0,1.81,0.0,-11.0,12.3,-5.5,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.2575e+19,3.899e+03,1.426e+00,2.136,1.0017,4.9532e+19,89.10,94.21,2.02,3.0382e+18,10.82,5.78,4.00,5.2582e+15,0.08,0.01,16.04,
0.0,534.000,22.00,48.00,26008.273,25474.273,8.360,248.3,1.781e-01,1.838e-07,114.319,70.547,1175.2,1.000e+05,0.000,1513.378,248.3,1.781e-01,1.838e-07,0.0,1.636e-07,2.066e-07,1.717e-07,-6.6,11.70,1216.1,1.81,0.0,-11.0,12.4,-6.6,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.1874e+19,3.902e+03,1.425e+00,2.134,1.0017,4.8915e+19,89.25,94.30,2.02,2.9538e+18,10.67,5.69,4.00,5.1882e+15,0.08,0.01,16.04,
0.0,535.000,22.00,48.00,26009.273,25474.273,8.360,249.4,1.766e-01,1.812e-07,114.319,70.547,1178.1,1.000e+05,0.000,1514.378,249.4,1.766e-01,1.812e-07,0.0,1.612e-07,2.038e-07,1.664e-07,-8.2,11.76,1229.7,1.81,0.0,-11.1,12.4,-8.2,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.1183e+19,3.906e+03,1.425e+00,2.132,1.0017,4.8306e+19,89.40,94.38,2.02,2.8717e+18,10.52,5.61,4.00,5.1191e+15,0.08,0.01,16.04,
0.0,536.000,22.00,48.00,26010.273,25474.273,8.359,250.6,1.750e-01,1.787e-07,114.319,70.547,1181.1,1.000e+05,0.000,1515.378,250.6,1.750e-01,1.787e-07,0.0,1.588e-07,2.011e-07,1.628e-07,-8.9,11.82,1237.5,1.81,0.0,-11.1,12.5,-8.9,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.0502e+19,3.909e+03,1.424e+00,2.131,1.0017,4.7705e+19,89.55,94.46,2.02,2.7919e+18,10.38,5.53,4.00,5.0510e+15,0.08,0.01,16.04,
0.0,537.000,22.00,48.00,26011.273,25474.273,8.358,251.8,1.735e-01,1.762e-07,114.319,70.547,1184.1,1.000e+05,0.000,1516.378,251.8,1.735e-01,1.762e-07,0.0,1.565e-07,1.984e-07,1.621e-07,-8.0,11.89,1234.5,1.81,0.0,-11.2,12.6,-8.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.9831e+19,3.912e+03,1.424e+00,2.129,1.0017,4.7111e+19,89.69,94.54,2.02,2.7143e+18,10.23,5.45,4.00,4.9837e+15,0.08,0.01,16.04,
0.0,538.000,22.00,48.00,26012.273,25474.273,8.358,252.9,1.720e-01,1.737e-07,114.319,70.547,1187.2,1.000e+05,0.000,1517.378,252.9,1.720e-01,1.737e-07,0.0,1.542e-07,1.957e-07,1.588e-07,-8.6,11.95,1241.6,1.81,0.0,-11.2,12.7,-8.6,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.9169e+19,3.915e+03,1.423e+00,2.128,1.0017,4.6525e+19,89.83,94.62,2.02,2.6388e+18,10.09,5.37,4.00,4.9174e+15,0.08,0.01,16.04,
0.0,539.000,22.00,48.00,26013.273,25474.273,8.357,254.1,1.705e-01,1.713e-07,114.319,70.547,1190.2,1.000e+05,0.000,1518.378,254.1,1.705e-01,1.713e-07,0.0,1.519e-07,1.931e-07,1.506e-07,-12.1,12.01,1269.2,1.81,0.0,-11.3,12.7,-12.1,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.8516e+19,3.918e+03,1.423e+00,2.126,1.0018,4.5946e+19,89.98,94.70,2.02,2.5655e+18,9.95,5.29,4.00,4.8519e+15,0.08,0.01,16.04,
0.0,540.000,22.00,48.00,26014.273,25474.273,8.356,255.2,1.690e-01,1.689e-07,114.319,70.547,1193.2,1.000e+05,0.000,1519.378,255.2,1.690e-01,1.689e-07,0.0,1.497e-07,1.905e-07,1.512e-07,-10.5,12.07,1261.0,1.81,0.0,-11.3,12.8,-10.5,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.7873e+19,3.921e+03,1.423e+00,2.125,1.0018,4.5374e+19,90.12,94.78,2.02,2.4942e+18,9.81,5.21,4.00,4.7873e+15,0.08,0.01,16.04,
0.0,541.000,22.00,48.00,26015.273,25474.273,8.356,256.0,1.682e-01,1.676e-07,211.640,129.082,1195.0,1.000e+05,0.000,2813.850,256.0,1.682e-01,1.676e-07,0.0,1.485e-07,1.891e-07,1.519e-07,-9.4,12.14,1255.2,1.81,0.0,-11.4,12.9,-9.4,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.7512e+19,3.921e+03,1.423e+00,2.124,1.0018,4.5042e+19,90.15,94.80,2.02,2.4657e+18,9.77,5.19,4.00,4.7513e+15,0.08,0.01,16.04,
0.0,542.000,22.00,48.00,26016.273,25474.273,8.355,256.7,1.674e-01,1.663e-07,211.640,129.082,1196.7,1.000e+05,0.000,2814.850,256.7,1.674e-01,1.663e-07,0.0,1.472e-07,1.878e-07,1.519e-07,-8.7,12.20,1252.2,1.81,0.0,-11.5,12.9,-8.7,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.7154e+19,3.922e+03,1.422e+00,2.124,1.0018,4.4712e+19,90.19,94.82,2.02,2.4376e+18,9.74,5.17,4.00,4.7155e+15,0.08,0.01,16.04,
0.0,543.000,22.00,48.00,26017.273,25474.273,8.354,257.4,1.666e-01,1.650e-07,211.640,129.082,1198.4,1.000e+05,0.000,2815.850,257.4,1.666e-01,1.650e-07,0.0,1.460e-07,1.865e-07,1.502e-07,-9.0,12.26,1256.0,1.81,0.0,-11.5,13.0,-9.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.6799e+19,3.923e+03,1.422e+00,2.123,1.0018,4.4385e+19,90.22,94.84,2.02,2.4098e+18,9.70,5.15,4.00,4.6800e+15,0.08,0.01,16.04,
0.0,544.000,22.00,48.00,26018.273,25474.273,8.354,258.2,1.658e-01,1.637e-07,211.640,129.082,1200.2,1.000e+05,0.000,2816.850,258.2,1.658e-01,1.637e-07,0.0,1.448e-07,1.851e-07,1.508e-07,-7.9,12.32,1250.6,1.81,0.0,-11.6,13.1,-7.9,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.6447e+19,3.924e+03,1.422e+00,2.123,1.0018,4.4060e+19,90.26,94.86,2.02,2.3823e+18,9.66,5.13,4.00,4.6447e+15,0.08,0.01,16.04,
0.0,545.000,22.00,48.00,26019.273,25474.273,8.353,258.9,1.651e-01,1.625e-07,211.640,129.082,1201.9,1.000e+05,0.000,2817.850,258.9,1.651e-01,1.625e-07,0.0,1.436e-07,1.838e-07,1.530e-07,-5.8,12.39,1238.5,1.81,0.0,-11.6,13.2,-5.8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.6097e+19,3.924e+03,1.422e+00,2.123,1.0018,4.3737e+19,90.30,94.88,2.02,2.3551e+18,9.63,5.11,4.00,4.6098e+15,0.08,0.01,16.04,
0.0,546.000,22.00,48.00,26020.273,25474.273,8.352,259.6,1.643e-01,1.612e-07,211.640,129.082,1203.6,1.000e+05,0.000,2818.850,259.6,1.643e-01,1.612e-07,0.0,1.424e-07,1.825e-07,1.544e-07,-4.2,12.45,1230.1,1.81,0.0,-11.7,13.2,-4.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.5750e+19,3.925e+03,1.422e+00,2.122,1.0018,4.3417e+19,90.33,94.90,2.02,2.3283e+18,9.59,5.09,4.00,4.5750e+15,0.08,0.01,16.04,
0.0,547.000,22.00,48.00,26021.273,25474.273,8.352,260.4,1.635e-01,1.600e-07,211.640,129.082,1205.4,1.000e+05,0.000,2819.850,260.4,1.635e-01,1.600e-07,0.0,1.412e-07,1.812e-07,1.506e-07,-5.8,12.51,1242.1,1.81,0.0,-11.7,13.3,-5.8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.5405e+19,3.926e+03,1.421e+00,2.122,1.0018,4.3099e+19,90.37,94.92,2.02,2.3017e+18,9.56,5.07,4.00,4.5406e+15,0.08,0.01,16.04,
0.0,548.000,22.00,48.00,26022.273,25474.273,8.351,261.1,1.627e-01,1.587e-07,211.640,129.082,1207.1,1.000e+05,0.000,2820.850,261.1,1.627e-01,1.587e-07,0.0,1.400e-07,1.799e-07,1.551e-07,-2.3,12.57,1221.2,1.81,0.0,-11.8,13.4,-2.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.5063e+19,3.926e+03,1.421e+00,2.121,1.0018,4.2783e+19,90.40,94.94,2.02,2.2754e+18,9.52,5.05,4.00,4.5064e+15,0.08,0.01,16.04,
