ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,
0.0,0.000,22.00,48.00,25474.273,25474.273,8.730,76.4,1.000e+05,3.788e-01,31.846,40.061,656.3,1.000e+05,1.000,-0.000,76.4,1.000e+05,3.788e-01,0.0,3.713e-01,3.863e-01,3.835e-01,1.3,1.98,652.2,0.00,0.0,-2.0,2.0,1.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,9.4226e+25,3.456e+03,1.632e+00,2.421,1.0061,7.8998e+25,69.96,83.84,2.02,1.4597e+25,25.60,15.49,4.00,6.3138e+23,4.44,0.67,16.04,
0.0,1.000,22.00,48.00,25475.273,25474.273,8.729,75.5,9.666e+04,3.695e-01,29.481,40.775,653.7,1.000e+05,0.967,1.000,75.5,9.666e+04,3.695e-01,0.0,3.617e-01,3.775e-01,3.742e-01,1.3,2.14,649.5,2.26,0.0,-2.1,2.2,1.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,9.2269e+25,3.465e+03,1.633e+00,2.409,1.0042,7.7427e+25,70.35,83.91,2.02,1.4300e+25,25.73,15.50,4.00,5.4305e+23,3.92,0.59,16.04,
0.0,2.000,22.00,48.00,25476.273,25474.273,8.729,74.6,9.344e+04,3.605e-01,29.481,40.775,651.0,1.000e+05,0.934,2.000,74.6,9.344e+04,3.605e-01,0.0,3.523e-01,3.688e-01,3.650e-01,1.2,2.30,646.9,2.30,0.0,-2.3,2.3,1.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,9.0362e+25,3.475e+03,1.635e+00,2.399,1.0028,7.5886e+25,70.70,83.98,2.02,1.4009e+25,25.84,15.50,4.00,4.6708e+23,3.46,0.52,16.04,
0.0,3.000,22.00,48.00,25477.273,25474.273,8.728,73.7,9.032e+04,3.517e-01,29.481,40.775,648.2,1.000e+05,0.903,3.000,73.7,9.032e+04,3.517e-01,0.0,3.432e-01,3.605e-01,3.588e-01,2.0,2.46,641.7,2.34,0.0,-2.4,2.5,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,8.8502e+25,3.484e+03,1.636e+00,2.391,1.0019,7.4377e+25,71.01,84.04,2.02,1.3723e+25,25.94,15.51,4.00,4.0174e+23,3.05,0.45,16.04,
0.0,4.000,22.00,48.00,25478.273,25474.273,8.727,72.8,8.731e+04,3.433e-01,29.481,40.775,645.4,1.000e+05,0.873,4.000,72.8,8.731e+04,3.433e-01,0.0,3.344e-01,3.524e-01,3.509e-01,2.2,2.62,638.3,2.39,0.0,-2.6,2.7,2.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,8.6686e+25,3.494e+03,1.638e+00,2.383,1.0014,7.2897e+25,71.28,84.09,2.02,1.3444e+25,26.03,15.51,4.00,3.4554e+23,2.68,0.40,16.04,
0.0,5.000,22.00,48.00,25479.273,25474.273,8.726,71.9,8.440e+04,3.350e-01,29.481,40.775,642.5,1.000e+05,0.844,5.000,71.9,8.440e+04,3.350e-01,0.0,3.259e-01,3.445e-01,3.465e-01,3.4,2.77,631.8,2.43,0.0,-2.7,2.8,3.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,8.4914e+25,3.504e+03,1.639e+00,2.376,1.0013,7.1447e+25,71.53,84.14,2.02,1.3170e+25,26.11,15.51,4.00,2.9720e+23,2.36,0.35,16.04,
0.0,6.000,22.00,48.00,25480.273,25474.273,8.726,71.0,8.149e+04,3.266e-01,28.454,39.870,639.7,1.000e+05,0.815,5.826,71.0,8.149e+04,3.266e-01,0.0,3.172e-01,3.364e-01,3.371e-01,3.2,2.93,629.7,2.48,0.0,-2.9,3.0,3.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,8.2989e+25,3.512e+03,1.640e+00,2.369,1.0004,6.9862e+25,71.79,84.18,2.02,1.2882e+25,26.21,15.52,4.00,2.4522e+23,2.00,0.30,16.04,
0.0,7.000,22.00,48.00,25481.273,25474.273,8.725,70.2,7.867e+04,3.185e-01,28.454,39.870,636.9,1.000e+05,0.787,6.826,70.2,7.867e+04,3.185e-01,0.0,3.088e-01,3.285e-01,3.324e-01,4.4,3.09,623.4,2.53,0.0,-3.0,3.1,4.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,8.1114e+25,3.520e+03,1.642e+00,2.363,1.0001,6.8311e+25,72.01,84.22,2.02,1.2600e+25,26.30,15.53,4.00,2.0234e+23,1.69,0.25,16.04,
0.0,8.000,22.00,48.00,25482.273,25474.273,8.724,69.3,7.595e+04,3.106e-01,28.454,39.870,633.9,1.000e+05,0.760,7.826,69.3,7.595e+04,3.106e-01,0.0,3.007e-01,3.209e-01,3.240e-01,4.3,3.25,620.7,2.58,0.0,-3.2,3.3,4.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,7.9287e+25,3.528e+03,1.643e+00,2.357,1.0001,6.6796e+25,72.19,84.25,2.02,1.2324e+25,26.38,15.54,4.00,1.6695e+23,1.43,0.21,16.04,
0.0,9.000,22.00,48.00,25483.273,25474.273,8.724,68.5,7.333e+04,3.030e-01,28.454,39.870,630.9,1.000e+05,0.733,8.826,68.5,7.333e+04,3.030e-01,0.0,2.928e-01,3.135e-01,3.156e-01,4.2,3.40,618.2,2.64,0.0,-3.3,3.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,7.7506e+25,3.536e+03,1.645e+00,2.353,1.0005,6.5313e+25,72.35,84.27,2.02,1.2055e+25,26.44,15.55,4.00,1.3775e+23,1.21,0.18,16.04,
0.0,10.000,22.00,48.00,25484.273,25474.273,8.723,67.6,7.080e+04,2.956e-01,28.454,39.870,627.9,1.000e+05,0.708,9.826,67.6,7.080e+04,2.956e-01,0.0,2.852e-01,3.063e-01,3.106e-01,5.1,3.56,612.6,2.70,0.0,-3.5,3.6,5.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,7.5769e+25,3.544e+03,1.646e+00,2.349,1.0012,6.3864e+25,72.48,84.29,2.02,1.1791e+25,26.50,15.56,4.00,1.1366e+23,1.02,0.15,16.04,
0.0,11.000,22.00,48.00,25485.273,25474.273,8.722,66.9,6.815e+04,2.873e-01,26.205,35.697,625.0,1.000e+05,0.681,10.049,66.9,6.815e+04,2.873e-01,0.0,2.768e-01,2.982e-01,3.031e-01,5.5,3.72,608.5,2.76,0.0,-3.6,3.8,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,7.3751e+25,3.547e+03,1.647e+00,2.346,1.0008,6.2183e+25,72.61,84.31,2.02,1.1476e+25,26.54,15.56,4.00,9.2114e+22,0.85,0.12,16.04,
0.0,12.000,22.00,48.00,25486.273,25474.273,8.721,66.1,6.560e+04,2.793e-01,26.205,35.697,622.1,1.000e+05,0.656,11.049,66.1,6.560e+04,2.793e-01,0.0,2.687e-01,2.904e-01,2.971e-01,6.4,3.87,603.2,2.82,0.0,-3.8,4.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,7.1790e+25,3.551e+03,1.648e+00,2.343,1.0006,6.0546e+25,72.72,84.34,2.02,1.1169e+25,26.57,15.56,4.00,7.4652e+22,0.71,0.10,16.04,
0.0,13.000,22.00,48.00,25487.273,25474.273,8.721,65.4,6.314e+04,2.716e-01,26.205,35.697,619.1,1.000e+05,0.631,12.049,65.4,6.314e+04,2.716e-01,0.0,2.609e-01,2.828e-01,2.906e-01,7.0,4.03,598.5,2.88,0.0,-4.0,4.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.9884e+25,3.555e+03,1.649e+00,2.340,1.0007,5.8953e+25,72.82,84.36,2.02,1.0871e+25,26.59,15.56,4.00,6.0501e+22,0.59,0.09,16.04,
0.0,14.000,22.00,48.00,25488.273,25474.273,8.720,64.6,6.078e+04,2.642e-01,26.205,35.697,616.2,1.000e+05,0.608,13.049,64.6,6.078e+04,2.642e-01,0.0,2.533e-01,2.755e-01,2.836e-01,7.4,4.19,594.6,2.95,0.0,-4.1,4.3,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.8031e+25,3.559e+03,1.650e+00,2.338,1.0009,5.7401e+25,72.90,84.38,2.02,1.0581e+25,26.61,15.55,4.00,4.9032e+22,0.49,0.07,16.04,
0.0,15.000,22.00,48.00,25489.273,25474.273,8.719,63.9,5.850e+04,2.569e-01,26.205,35.697,613.1,1.000e+05,0.585,14.049,63.9,5.850e+04,2.569e-01,0.0,2.460e-01,2.683e-01,2.752e-01,7.1,4.34,592.5,3.02,0.0,-4.2,4.4,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.6228e+25,3.563e+03,1.651e+00,2.336,1.0012,5.5890e+25,72.97,84.39,2.02,1.0298e+25,26.62,15.55,4.00,3.9737e+22,0.41,0.06,16.04,
0.0,16.000,22.00,48.00,25490.273,25474.273,8.719,63.3,5.623e+04,2.494e-01,25.273,33.790,610.3,1.000e+05,0.562,14.549,63.3,5.623e+04,2.494e-01,0.0,2.384e-01,2.609e-01,2.684e-01,7.6,4.50,588.3,3.10,0.0,-4.4,4.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.4313e+25,3.564e+03,1.652e+00,2.335,1.0012,5.4272e+25,72.99,84.39,2.02,1.0007e+25,26.65,15.56,4.00,3.3593e+22,0.36,0.05,16.04,
0.0,17.000,22.00,48.00,25491.273,25474.273,8.718,62.6,5.405e+04,2.421e-01,25.273,33.790,607.4,1.000e+05,0.540,15.549,62.6,5.405e+04,2.421e-01,0.0,2.311e-01,2.536e-01,2.610e-01,7.8,4.65,585.0,3.18,0.0,-4.5,4.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.2454e+25,3.565e+03,1.653e+00,2.335,1.0012,5.2702e+25,73.01,84.38,2.02,9.7241e+24,26.68,15.57,4.00,2.8400e+22,0.31,0.05,16.04,
0.0,18.000,22.00,48.00,25492.273,25474.273,8.717,62.0,5.195e+04,2.350e-01,25.273,33.790,604.6,1.000e+05,0.520,16.549,62.0,5.195e+04,2.350e-01,0.0,2.240e-01,2.466e-01,2.532e-01,7.7,4.81,582.5,3.26,0.0,-4.7,4.9,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,6.0650e+25,3.566e+03,1.653e+00,2.334,1.0012,5.1176e+25,73.03,84.38,2.02,9.4493e+24,26.70,15.58,4.00,2.4009e+22,0.27,0.04,16.04,
0.0,19.000,22.00,48.00,25493.273,25474.273,8.716,61.3,4.994e+04,2.282e-01,25.273,33.790,601.7,1.000e+05,0.499,17.549,61.3,4.994e+04,2.282e-01,0.0,2.171e-01,2.398e-01,2.482e-01,8.7,4.96,577.0,3.35,0.0,-4.8,5.1,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.8898e+25,3.568e+03,1.654e+00,2.334,1.0013,4.9695e+25,73.04,84.38,2.02,9.1822e+24,26.72,15.59,4.00,2.0297e+22,0.24,0.03,16.04,
0.0,20.000,22.00,48.00,25494.273,25474.273,8.716,60.7,4.800e+04,2.216e-01,25.273,33.790,598.8,1.000e+05,0.480,18.549,60.7,4.800e+04,2.216e-01,0.0,2.105e-01,2.332e-01,2.408e-01,8.7,5.12,574.3,3.44,0.0,-5.0,5.3,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.7197e+25,3.569e+03,1.655e+00,2.333,1.0014,4.8257e+25,73.05,84.37,2.02,8.9227e+24,26.75,15.60,4.00,1.7159e+22,0.21,0.03,16.04,
0.0,21.000,22.00,48.00,25495.273,25474.273,8.715,60.2,4.602e+04,2.143e-01,23.786,29.893,596.3,1.000e+05,0.460,18.458,60.2,4.602e+04,2.143e-01,0.0,2.033e-01,2.259e-01,2.327e-01,8.6,5.27,572.3,3.54,0.0,-5.1,5.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.5323e+25,3.569e+03,1.656e+00,2.333,1.0014,4.6680e+25,73.07,84.38,2.02,8.6283e+24,26.74,15.60,4.00,1.5304e+22,0.19,0.03,16.04,
0.0,22.000,22.00,48.00,25496.273,25474.273,8.714,59.7,4.413e+04,2.072e-01,23.786,29.893,593.9,1.000e+05,0.441,19.458,59.7,4.413e+04,2.072e-01,0.0,1.963e-01,2.188e-01,2.297e-01,10.9,5.43,564.0,3.64,0.0,-5.3,5.6,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.3511e+25,3.570e+03,1.656e+00,2.332,1.0014,4.5154e+25,73.08,84.38,2.02,8.3435e+24,26.74,15.59,4.00,1.3650e+22,0.18,0.03,16.04,
0.0,23.000,22.00,48.00,25497.273,25474.273,8.714,59.1,4.231e+04,2.004e-01,23.786,29.893,591.5,1.000e+05,0.423,20.458,59.1,4.231e+04,2.004e-01,0.0,1.895e-01,2.119e-01,2.207e-01,10.2,5.58,563.6,3.75,0.0,-5.4,5.7,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.1759e+25,3.570e+03,1.657e+00,2.332,1.0014,4.3678e+25,73.10,84.39,2.02,8.0682e+24,26.74,15.59,4.00,1.2175e+22,0.16,0.02,16.04,
0.0,24.000,22.00,48.00,25498.273,25474.273,8.713,58.6,4.057e+04,1.938e-01,23.786,29.893,589.0,1.000e+05,0.406,21.458,58.6,4.057e+04,1.938e-01,0.0,1.830e-01,2.052e-01,2.110e-01,8.9,5.74,564.5,3.87,0.0,-5.6,5.9,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,5.0064e+25,3.571e+03,1.657e+00,2.332,1.0014,4.2251e+25,73.12,84.39,2.02,7.8020e+24,26.74,15.58,4.00,1.0859e+22,0.15,0.02,16.04,
0.0,25.000,22.00,48.00,25499.273,25474.273,8.712,58.1,3.890e+04,1.875e-01,23.786,29.893,586.6,1.000e+05,0.389,22.458,58.1,3.890e+04,1.875e-01,0.0,1.767e-01,1.988e-01,2.064e-01,10.1,5.89,559.0,3.99,0.0,-5.7,6.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.8424e+25,3.572e+03,1.658e+00,2.331,1.0014,4.0870e+25,73.13,84.40,2.02,7.5445e+24,26.73,15.58,4.00,9.6849e+21,0.14,0.02,16.04,
0.0,26.000,22.00,48.00,25500.273,25474.273,8.711,57.7,3.725e+04,1.807e-01,23.002,27.151,584.7,1.000e+05,0.372,22.718,57.7,3.725e+04,1.807e-01,0.0,1.701e-01,1.919e-01,1.969e-01,9.0,6.04,560.1,4.12,0.0,-5.9,6.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.6676e+25,3.572e+03,1.658e+00,2.331,1.0013,3.9393e+25,73.13,84.40,2.02,7.2750e+24,26.75,15.59,4.00,8.1268e+21,0.12,0.02,16.04,
0.0,27.000,22.00,48.00,25501.273,25474.273,8.711,57.3,3.566e+04,1.741e-01,23.002,27.151,582.9,1.000e+05,0.357,23.718,57.3,3.566e+04,1.741e-01,0.0,1.637e-01,1.852e-01,1.938e-01,11.3,6.20,552.5,4.26,0.0,-6.0,6.4,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.4991e+25,3.572e+03,1.659e+00,2.331,1.0013,3.7969e+25,73.14,84.39,2.02,7.0150e+24,26.76,15.59,4.00,6.8194e+21,0.10,0.02,16.04,
0.0,28.000,22.00,48.00,25502.273,25474.273,8.710,57.0,3.414e+04,1.678e-01,23.002,27.151,581.0,1.000e+05,0.341,24.718,57.0,3.414e+04,1.678e-01,0.0,1.575e-01,1.788e-01,1.899e-01,13.2,6.35,546.1,4.41,0.0,-6.1,6.6,13.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.3367e+25,3.572e+03,1.659e+00,2.331,1.0012,3.6597e+25,73.14,84.39,2.02,6.7644e+24,26.77,15.60,4.00,5.7224e+21,0.09,0.01,16.04,
0.0,29.000,22.00,48.00,25503.273,25474.273,8.709,56.6,3.269e+04,1.618e-01,23.002,27.151,579.1,1.000e+05,0.327,25.718,56.6,3.269e+04,1.618e-01,0.0,1.516e-01,1.726e-01,1.808e-01,11.7,6.50,547.9,4.58,0.0,-6.3,6.7,11.7,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.1801e+25,3.572e+03,1.660e+00,2.331,1.0012,3.5274e+25,73.14,84.38,2.02,6.5227e+24,26.78,15.60,4.00,4.8018e+21,0.08,0.01,16.04,
0.0,30.000,22.00,48.00,25504.273,25474.273,8.709,56.2,3.130e+04,1.559e-01,23.002,27.151,577.3,1.000e+05,0.313,26.718,56.2,3.130e+04,1.559e-01,0.0,1.459e-01,1.667e-01,1.773e-01,13.7,6.65,541.3,4.75,0.0,-6.4,6.9,13.7,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,4.0293e+25,3.572e+03,1.660e+00,2.330,1.0011,3.3999e+25,73.14,84.38,2.02,6.2897e+24,26.79,15.61,4.00,4.0293e+21,0.07,0.01,16.04,
0.0,31.000,22.00,48.00,25505.273,25474.273,8.708,56.0,2.995e+04,1.497e-01,22.650,24.609,576.3,1.000e+05,0.299,27.309,56.0,2.995e+04,1.497e-01,0.0,1.399e-01,1.603e-01,1.695e-01,13.2,6.81,541.5,4.94,0.0,-6.6,7.0,13.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,3.8690e+25,3.572e+03,1.660e+00,2.330,1.0012,3.2649e+25,73.15,84.39,2.02,6.0372e+24,26.78,15.60,4.00,3.8690e+21,0.07,0.01,16.04,
0.0,32.000,22.00,48.00,25506.273,25474.273,8.707,55.8,2.865e+04,1.438e-01,22.650,24.609,575.3,1.000e+05,0.287,28.309,55.8,2.865e+04,1.438e-01,0.0,1.341e-01,1.541e-01,1.638e-01,14.0,6.96,538.9,5.14,0.0,-6.7,7.2,14.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,3.7152e+25,3.572e+03,1.660e+00,2.330,1.0012,3.1353e+25,73.16,84.39,2.02,5.7948e+24,26.77,15.60,4.00,3.7151e+21,0.07,0.01,16.04,
0.0,33.000,22.00,48.00,25507.273,25474.273,8.706,55.6,2.742e+04,1.380e-01,22.650,24.609,574.3,1.000e+05,0.274,29.309,55.6,2.742e+04,1.380e-01,0.0,1.286e-01,1.482e-01,1.628e-01,17.9,7.11,528.8,5.36,0.0,-6.9,7.4,17.9,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,3.5674e+25,3.573e+03,1.660e+00,2.330,1.0012,3.0108e+25,73.17,84.40,2.02,5.5622e+24,26.77,15.59,4.00,3.5674e+21,0.07,0.01,16.04,
0.0,34.000,22.00,48.00,25508.273,25474.273,8.706,55.4,2.623e+04,1.325e-01,22.650,24.609,573.3,1.000e+05,0.262,30.309,55.4,2.623e+04,1.325e-01,0.0,1.233e-01,1.425e-01,1.532e-01,15.6,7.26,533.3,5.60,0.0,-7.0,7.5,15.6,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,3.4255e+25,3.573e+03,1.661e+00,2.330,1.0012,2.8913e+25,73.17,84.40,2.02,5.3389e+24,26.76,15.59,4.00,3.4255e+21,0.07,0.01,16.04,
0.0,35.000,22.00,48.00,25509.273,25474.273,8.705,55.2,2.510e+04,1.273e-01,22.650,24.609,572.3,1.000e+05,0.251,31.309,55.2,2.510e+04,1.273e-01,0.0,1.182e-01,1.370e-01,1.450e-01,14.0,7.41,536.1,5.87,0.0,-7.1,7.7,14.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,3.2893e+25,3.573e+03,1.661e+00,2.330,1.0012,2.7765e+25,73.18,84.41,2.02,5.1246e+24,26.75,15.58,4.00,3.2892e+21,0.07,0.01,16.04,
0.0,36.000,22.00,48.00,25510.273,25474.273,8.704,55.0,2.399e+04,1.220e-01,22.013,23.749,571.4,1.000e+05,0.240,31.429,55.0,2.399e+04,1.220e-01,0.0,1.131e-01,1.316e-01,1.364e-01,11.8,7.56,540.3,5.87,0.0,-7.3,7.8,11.8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,3.1536e+25,3.573e+03,1.661e+00,2.330,1.0012,2.6618e+25,73.18,84.41,2.02,4.9144e+24,26.75,15.58,4.00,3.1535e+21,0.07,0.01,16.04,
0.0,37.000,22.00,48.00,25511.273,25474.273,8.704,54.8,2.292e+04,1.170e-01,22.013,23.749,570.5,1.000e+05,0.229,32.429,54.8,2.292e+04,1.170e-01,0.0,1.083e-01,1.264e-01,1.371e-01,17.2,7.72,526.9,5.87,0.0,-7.4,8.0,17.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,3.0234e+25,3.573e+03,1.661e+00,2.330,1.0013,2.5519e+25,73.17,84.40,2.02,4.7128e+24,26.76,15.59,4.00,3.0234e+21,0.07,0.01,16.04,
0.0,38.000,22.00,48.00,25512.273,25474.273,8.703,54.7,2.190e+04,1.122e-01,22.013,23.749,569.5,1.000e+05,0.219,33.429,54.7,2.190e+04,1.122e-01,0.0,1.037e-01,1.213e-01,1.312e-01,17.0,7.87,526.6,5.87,0.0,-7.6,8.2,17.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,2.8987e+25,3.573e+03,1.661e+00,2.330,1.0013,2.4464e+25,73.17,84.40,2.02,4.5195e+24,26.77,15.59,4.00,2.8986e+21,0.07,0.01,16.04,
0.0,39.000,22.00,48.00,25513.273,25474.273,8.702,54.5,2.093e+04,1.075e-01,22.013,23.749,568.6,1.000e+05,0.209,34.429,54.5,2.093e+04,1.075e-01,0.0,9.926e-02,1.165e-01,1.262e-01,17.4,8.02,524.9,5.87,0.0,-7.7,8.3,17.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,2.7791e+25,3.573e+03,1.661e+00,2.330,1.0013,2.3454e+25,73.16,84.39,2.02,4.3342e+24,26.77,15.60,4.00,2.7791e+21,0.07,0.01,16.04,
0.0,40.000,22.00,48.00,25514.273,25474.273,8.702,54.3,2.000e+04,1.031e-01,22.013,23.749,567.7,1.000e+05,0.200,35.429,54.3,2.000e+04,1.031e-01,0.0,9.502e-02,1.119e-01,1.206e-01,17.0,8.17,524.8,5.87,0.0,-7.8,8.5,17.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,2.6644e+25,3.572e+03,1.661e+00,2.330,1.0013,2.2485e+25,73.15,84.39,2.02,4.1564e+24,26.78,15.60,4.00,2.6644e+21,0.07,0.01,16.04,
0.0,41.000,22.00,48.00,25515.273,25474.273,8.701,54.1,1.910e+04,9.876e-02,21.795,23.245,566.9,1.000e+05,0.191,36.077,54.1,1.910e+04,9.876e-02,0.0,9.088e-02,1.073e-01,1.160e-01,17.5,8.32,523.1,5.87,0.0,-8.0,8.7,17.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,2.5525e+25,3.573e+03,1.661e+00,2.330,1.0013,2.1543e+25,73.17,84.40,2.02,3.9787e+24,26.76,15.59,4.00,2.5525e+21,0.07,0.01,16.04,
0.0,42.000,22.00,48.00,25516.273,25474.273,8.700,54.0,1.825e+04,9.460e-02,21.795,23.245,566.1,1.000e+05,0.182,37.077,54.0,1.825e+04,9.460e-02,0.0,8.693e-02,1.029e-01,1.109e-01,17.3,8.47,522.8,5.87,0.0,-8.1,8.8,17.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.42,46.51,318.04,18.00,73.18,171.92,19.81,62064.0,2.4452e+25,3.573e+03,1.662e+00,2.330,1.0013,2.0641e+25,73.19,84.41,2.02,3.8086e+24,26.74,15.58,4.00,2.4452e+21,0.07,0.01,16.04,
