     Time  HgtMOLA LatPC   LonE    Denkgm3   Temp  EWind  NWind  sigD  Ls   Dust  LTST CO2%m  N2%m  Ar%m  O2%m  CO%m   O%m  He%m  H2%m   H%m H2O%m  DensP
        0.  70.00  18.44   77.45 4.352E-06  151.9  -24.0   32.1  12.7   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  1.027
        0.  70.50  18.44   77.45 4.070E-06  152.4  -23.6   31.7  12.9   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.990
        0.  71.00  18.44   77.45 3.806E-06  152.9  -23.2   31.3  13.1   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.976
        0.  71.50  18.44   77.45 3.559E-06  153.4  -22.7   31.0  13.3   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.973
        0.  72.00  18.44   77.45 3.328E-06  153.9  -22.3   30.6  13.5   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.908
        0.  72.50  18.44   77.45 3.112E-06  154.3  -21.9   30.2  13.7   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.913
        0.  73.00  18.44   77.45 2.911E-06  154.8  -21.4   29.8  13.9   5.5 0.31  7.25 96.60  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.928
        0.  73.50  18.44   77.45 2.722E-06  155.3  -21.0   29.4  14.1   5.5 0.31  7.25 96.60  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.857
        0.  74.00  18.44   77.45 2.546E-06  155.8  -20.6   29.0  14.3   5.5 0.31  7.25 96.60  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.853
        0.  74.50  18.44   77.45 2.381E-06  156.3  -20.1   28.7  14.5   5.5 0.31  7.25 96.60  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.902
        0.  75.00  18.44   77.45 2.226E-06  156.8  -19.7   28.3  14.7   5.5 0.31  7.25 96.60  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.922
        0.  75.50  18.44   77.45 2.070E-06  154.4  -20.9   22.7  14.9   5.5 0.31  7.25 96.60  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.892
        0.  76.00  18.44   77.45 1.925E-06  151.9  -22.2   17.1  15.1   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.931
        0.  76.50  18.44   77.45 1.791E-06  149.5  -23.4   11.5  15.3   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.917
        0.  77.00  18.44   77.45 1.666E-06  147.0  -24.7    5.9  15.5   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.925
        0.  77.50  18.44   77.45 1.551E-06  144.6  -25.9    0.4  15.8   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.921
        0.  78.00  18.44   77.45 1.444E-06  142.1  -27.2   -5.2  16.0   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.991
        0.  78.50  18.44   77.45 1.345E-06  139.7  -28.4  -10.8  16.2   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  1.003
        0.  79.00  18.44   77.45 1.253E-06  137.3  -29.6  -16.4  16.5   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  1.002
        0.  79.50  18.44   77.45 1.168E-06  134.8  -30.9  -22.0  16.7   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.979
        0.  80.00  18.44   77.45 1.089E-06  132.4  -32.1  -27.6  16.9   5.5 0.31  7.25 96.61  1.74  1.49  0.09  0.06  0.00  0.00  0.00  0.00  0.00  0.952
        0.  80.50  18.44   77.45 1.017E-06  130.9  -33.0  -30.7  17.2   5.5 0.31  7.25 95.61  1.77  1.52  0.10  0.08  0.93  0.00  0.00  0.00  0.00  1.008
        0.  81.00  18.44   77.45 9.512E-07  130.4  -33.6  -31.7  17.4   5.5 0.31  7.25 95.57  1.77  1.52  0.10  0.09  0.95  0.00  0.00  0.00  0.00  1.028
        0.  81.50  18.44   77.45 8.895E-07  129.8  -34.1  -32.7  17.7   5.5 0.31  7.25 95.54  1.77  1.52  0.10  0.10  0.97  0.00  0.00  0.00  0.00  1.083
        0.  82.00  18.44   77.45 8.319E-07  129.2  -34.7  -33.7  17.9   5.5 0.31  7.25 95.51  1.77  1.52  0.10  0.11  0.99  0.00  0.00  0.00  0.00  0.936
        0.  82.50  18.44   77.45 7.780E-07  128.7  -35.3  -34.7  18.2   5.5 0.31  7.25 95.47  1.78  1.52  0.10  0.12  1.01  0.00  0.00  0.00  0.00  0.932
        0.  83.00  18.44   77.45 7.276E-07  128.1  -35.8  -35.7  18.5   5.5 0.31  7.25 95.44  1.78  1.52  0.10  0.13  1.03  0.00  0.00  0.00  0.00  1.078
        0.  83.50  18.44   77.45 6.805E-07  127.6  -36.4  -36.7  18.7   5.5 0.31  7.25 95.41  1.78  1.52  0.10  0.14  1.05  0.00  0.00  0.00  0.00  1.127
        0.  84.00  18.44   77.45 6.364E-07  127.0  -37.0  -37.7  19.0   5.5 0.31  7.25 95.38  1.78  1.52  0.10  0.15  1.07  0.00  0.00  0.00  0.00  1.097
        0.  84.50  18.44   77.45 5.953E-07  126.4  -37.5  -38.7  19.3   5.5 0.31  7.25 95.34  1.78  1.52  0.10  0.16  1.09  0.00  0.00  0.00  0.00  1.017
        0.  85.00  18.44   77.45 5.568E-07  125.9  -38.1  -39.7  19.5   5.5 0.31  7.25 95.31  1.78  1.52  0.10  0.18  1.11  0.00  0.00  0.00  0.00  1.064
        0.  85.50  18.44   77.45 5.200E-07  125.3  -39.2  -39.7  19.8   5.5 0.31  7.25 95.26  1.78  1.52  0.10  0.19  1.15  0.00  0.00  0.00  0.00  0.984
        0.  86.00  18.44   77.45 4.850E-07  124.7  -40.7  -38.7  20.1   5.5 0.31  7.25 95.20  1.78  1.52  0.11  0.20  1.20  0.00  0.00  0.00  0.00  0.865
        0.  86.50  18.44   77.45 4.524E-07  124.1  -42.2  -37.8  20.4   5.5 0.31  7.25 95.13  1.78  1.52  0.11  0.21  1.25  0.00  0.00  0.00  0.00  0.911
        0.  87.00  18.44   77.45 4.220E-07  123.5  -43.7  -36.9  20.7   5.5 0.31  7.25 95.07  1.78  1.52  0.11  0.22  1.30  0.00  0.00  0.00  0.00  0.831
        0.  87.50  18.44   77.45 3.936E-07  122.9  -45.1  -35.9  21.0   5.5 0.31  7.25 95.00  1.79  1.52  0.11  0.23  1.35  0.00  0.00  0.00  0.00  0.824
        0.  88.00  18.44   77.45 3.672E-07  122.4  -46.6  -35.0  21.3   5.5 0.31  7.25 94.94  1.79  1.53  0.11  0.24  1.39  0.00  0.00  0.00  0.00  0.937
        0.  88.50  18.44   77.45 3.425E-07  121.8  -48.1  -34.0  21.6   5.5 0.31  7.25 94.88  1.79  1.53  0.11  0.25  1.44  0.00  0.00  0.00  0.00  1.080
        0.  89.00  18.44   77.45 3.195E-07  121.2  -49.6  -33.1  21.9   5.5 0.31  7.25 94.81  1.79  1.53  0.11  0.27  1.49  0.00  0.00  0.00  0.00  1.071
        0.  89.50  18.44   77.45 2.981E-07  120.6  -51.1  -32.1  22.2   5.5 0.31  7.25 94.75  1.79  1.53  0.11  0.28  1.54  0.00  0.00  0.00  0.00  0.981
        0.  90.00  18.44   77.45 2.781E-07  120.0  -52.6  -31.2  22.5   5.5 0.31  7.25 94.68  1.79  1.53  0.11  0.29  1.59  0.00  0.00  0.00  0.00  0.981
        0.  90.50  18.44   77.45 2.589E-07  119.7  -54.4  -29.9  22.9   5.5 0.31  7.25 94.76  1.79  1.53  0.11  0.30  1.51  0.00  0.00  0.00  0.00  1.036
        0.  91.00  18.44   77.45 2.407E-07  119.5  -56.4  -28.2  23.2   5.5 0.31  7.25 94.96  1.79  1.52  0.11  0.31  1.31  0.00  0.00  0.00  0.00  0.950
        0.  91.50  18.44   77.45 2.237E-07  119.4  -58.4  -26.5  23.5   5.5 0.31  7.25 95.16  1.78  1.52  0.11  0.32  1.11  0.00  0.00  0.00  0.00  0.780
        0.  92.00  18.44   77.45 2.080E-07  119.3  -60.5  -24.8  23.9   5.5 0.31  7.25 95.35  1.77  1.51  0.11  0.33  0.92  0.00  0.00  0.00  0.00  0.772
        0.  92.50  18.44   77.45 1.933E-07  119.1  -62.5  -23.1  24.2   5.5 0.31  7.25 95.55  1.77  1.51  0.11  0.34  0.72  0.00  0.00  0.00  0.00  0.772
        0.  93.00  18.44   77.45 1.797E-07  119.0  -64.5  -21.4  24.6   5.5 0.31  7.25 95.75  1.76  1.50  0.11  0.35  0.52  0.00  0.00  0.00  0.00  0.865
        0.  93.50  18.44   77.45 1.670E-07  118.8  -66.5  -19.7  24.9   5.5 0.31  7.25 95.95  1.76  1.50  0.12  0.36  0.33  0.00  0.00  0.00  0.00  0.861
        0.  94.00  18.44   77.45 1.553E-07  118.7  -68.5  -18.0  25.3   5.5 0.31  7.25 96.15  1.75  1.49  0.12  0.37  0.13  0.00  0.00  0.00  0.00  0.868
        0.  94.50  18.44   77.45 1.444E-07  118.5  -70.6  -16.4  25.6   5.5 0.31  7.25 96.27  1.75  1.49  0.12  0.38  0.00  0.00  0.00  0.00  0.00  0.744
        0.  95.00  18.44   77.45 1.342E-07  118.4  -72.6  -14.7  26.0   5.5 0.31  7.25 96.26  1.75  1.49  0.12  0.39  0.00  0.00  0.00  0.00  0.00  0.750
        0.  95.50  18.44   77.45 1.246E-07  118.4  -75.9  -13.0  26.4   5.5 0.31  7.25 96.25  1.75  1.49  0.12  0.40  0.00  0.00  0.00  0.00  0.00  0.610
        0.  96.00  18.44   77.45 1.155E-07  118.6  -80.3  -11.2  26.8   5.5 0.31  7.25 96.24  1.75  1.49  0.12  0.41  0.00  0.00  0.00  0.00  0.00  0.553
        0.  96.50  18.44   77.45 1.071E-07  118.8  -81.4   -9.5  27.1   5.5 0.31  7.25 96.22  1.75  1.49  0.12  0.42  0.00  0.00  0.00  0.00  0.00  0.664
        0.  97.00  18.44   77.45 9.930E-08  119.0  -81.4   -7.8  27.5   5.5 0.31  7.25 96.21  1.75  1.49  0.12  0.43  0.00  0.00  0.00  0.00  0.00  0.822
        0.  97.50  18.44   77.45 9.207E-08  119.2  -81.5   -6.0  27.9   5.5 0.31  7.25 96.20  1.75  1.49  0.12  0.44  0.00  0.00  0.00  0.00  0.00  0.771
        0.  98.00  18.44   77.45 8.538E-08  119.4  -81.6   -4.3  28.3   5.5 0.31  7.25 96.19  1.75  1.49  0.12  0.46  0.00  0.00  0.00  0.00  0.00  0.806
        0.  98.50  18.44   77.45 7.917E-08  119.5  -81.6   -2.6  28.7   5.5 0.31  7.25 96.18  1.75  1.49  0.12  0.47  0.00  0.00  0.00  0.00  0.00  0.864
        0.  99.00  18.44   77.45 7.341E-08  119.7  -81.7   -0.9  29.2   5.5 0.31  7.25 96.17  1.75  1.49  0.12  0.48  0.00  0.00  0.00  0.00  0.00  0.915
        0.  99.50  18.44   77.45 6.808E-08  119.9  -81.8    0.9  29.6   5.5 0.31  7.25 96.16  1.75  1.49  0.12  0.49  0.00  0.00  0.00  0.00  0.00  0.891
        0. 100.00  18.44   77.45 6.314E-08  120.1  -81.9    2.6  30.0   5.5 0.31  7.25 96.14  1.75  1.49  0.12  0.50  0.00  0.00  0.00  0.00  0.00  0.965
        0. 100.50  18.44   77.45 5.852E-08  120.1  -81.9    4.3  30.3   5.5 0.31  7.25 96.13  1.75  1.48  0.13  0.51  0.00  0.00  0.00  0.00  0.00  1.103
        0. 101.00  18.44   77.45 5.421E-08  120.1  -81.9    6.1  30.5   5.5 0.31  7.25 96.12  1.75  1.48  0.13  0.52  0.00  0.00  0.00  0.00  0.00  1.115
        0. 101.50  18.44   77.45 5.022E-08  120.0  -81.8    7.8  30.8   5.5 0.31  7.25 96.11  1.75  1.48  0.13  0.53  0.00  0.00  0.00  0.00  0.00  1.125
        0. 102.00  18.44   77.45 4.652E-08  120.0  -81.8    9.5  31.0   5.5 0.31  7.25 96.10  1.75  1.48  0.13  0.54  0.00  0.00  0.00  0.00  0.00  1.177
        0. 102.50  18.44   77.45 4.310E-08  119.9  -81.8   11.2  31.2   5.5 0.31  7.25 96.09  1.75  1.48  0.13  0.55  0.00  0.00  0.00  0.00  0.00  1.211
        0. 103.00  18.44   77.45 3.992E-08  119.9  -81.8   12.9  31.5   5.5 0.31  7.25 96.07  1.75  1.48  0.13  0.56  0.00  0.00  0.00  0.00  0.00  1.258
        0. 103.50  18.44   77.45 3.698E-08  119.8  -81.8   14.7  31.7   5.5 0.31  7.25 96.06  1.75  1.48  0.13  0.58  0.00  0.00  0.00  0.00  0.00  1.087
        0. 104.00  18.44   77.45 3.426E-08  119.8  -81.7   16.4  32.0   5.5 0.31  7.25 96.05  1.75  1.48  0.13  0.59  0.00  0.00  0.00  0.00  0.00  0.987
        0. 104.50  18.44   77.45 3.174E-08  119.7  -81.7   18.1  32.3   5.5 0.31  7.25 96.04  1.75  1.48  0.13  0.60  0.00  0.00  0.00  0.00  0.00  0.996
        0. 105.00  18.44   77.45 2.940E-08  119.7  -81.7   19.8  32.5   5.5 0.31  7.25 96.03  1.75  1.48  0.13  0.61  0.00  0.00  0.00  0.00  0.00  1.066
        0. 105.50  18.44   77.45 2.719E-08  119.7  -81.7   21.3  32.8   5.5 0.31  7.25 96.02  1.75  1.48  0.13  0.62  0.00  0.00  0.00  0.00  0.00  1.066
        0. 106.00  18.44   77.45 2.511E-08  119.7  -81.7   22.5  33.0   5.5 0.31  7.25 96.00  1.75  1.48  0.13  0.63  0.00  0.00  0.00  0.00  0.00  1.109
        0. 106.50  18.44   77.45 2.318E-08  119.7  -81.7   23.7  33.3   5.5 0.31  7.25 95.99  1.75  1.48  0.13  0.64  0.00  0.00  0.00  0.00  0.00  1.172
        0. 107.00  18.44   77.45 2.141E-08  119.7  -81.7   24.8  33.5   5.5 0.31  7.25 95.98  1.75  1.48  0.13  0.65  0.00  0.00  0.00  0.00  0.00  1.150
        0. 107.50  18.44   77.45 1.977E-08  119.6  -81.7   26.0  33.8   5.5 0.31  7.25 95.97  1.75  1.48  0.14  0.66  0.00  0.00  0.00  0.00  0.00  1.163
        0. 108.00  18.44   77.45 1.825E-08  119.6  -81.7   27.2  34.0   5.5 0.31  7.25 95.96  1.75  1.48  0.14  0.67  0.00  0.00  0.00  0.00  0.00  1.247
        0. 108.50  18.44   77.45 1.686E-08  119.6  -81.7   28.4  34.3   5.5 0.31  7.25 95.95  1.75  1.48  0.14  0.69  0.00  0.00  0.00  0.00  0.00  1.240
        0. 109.00  18.44   77.45 1.557E-08  119.6  -81.7   29.6  34.5   5.5 0.31  7.25 95.93  1.75  1.48  0.14  0.70  0.00  0.00  0.00  0.00  0.00  1.306
        0. 109.50  18.44   77.45 1.438E-08  119.6  -81.7   30.8  34.8   5.5 0.31  7.25 95.92  1.75  1.48  0.14  0.71  0.00  0.00  0.00  0.00  0.00  1.228
        0. 110.00  18.44   77.45 1.328E-08  119.6  -81.7   32.0  35.0   5.5 0.31  7.25 95.91  1.75  1.48  0.14  0.72  0.00  0.00  0.00  0.00  0.00  1.162
        0. 110.50  18.44   77.45 1.226E-08  120.0  -81.8   32.8  35.3   5.5 0.31  7.25 95.90  1.75  1.48  0.14  0.73  0.00  0.00  0.00  0.00  0.00  1.256
        0. 111.00  18.44   77.45 1.131E-08  120.6  -82.1   33.3  35.5   5.5 0.31  7.25 95.89  1.75  1.48  0.14  0.74  0.00  0.00  0.00  0.00  0.00  1.345
        0. 111.50  18.44   77.45 1.043E-08  121.3  -82.3   33.8  35.7   5.5 0.31  7.25 95.88  1.75  1.48  0.14  0.75  0.00  0.00  0.00  0.00  0.00  1.101
        0. 112.00  18.44   77.45 9.628E-09  122.0  -82.6   34.3  36.0   5.5 0.31  7.25 95.86  1.75  1.48  0.14  0.76  0.00  0.00  0.00  0.00  0.00  1.000
        0. 112.50  18.44   77.45 8.885E-09  122.6  -82.8   34.8  36.3   5.5 0.31  7.25 95.85  1.75  1.48  0.14  0.77  0.00  0.00  0.00  0.00  0.00  0.958
        0. 113.00  18.44   77.45 8.199E-09  123.3  -83.0   35.3  36.5   5.5 0.31  7.25 95.84  1.75  1.48  0.14  0.78  0.00  0.00  0.00  0.00  0.00  0.945
        0. 113.50  18.44   77.45 7.566E-09  123.9  -83.3   35.8  36.8   5.5 0.31  7.25 95.78  1.75  1.48  0.14  0.80  0.04  0.00  0.00  0.00  0.00  0.948
        0. 114.00  18.44   77.45 6.983E-09  124.6  -83.5   36.3  37.0   5.5 0.31  7.25 95.68  1.75  1.48  0.15  0.81  0.13  0.00  0.00  0.00  0.00  0.908
        0. 114.50  18.44   77.45 6.444E-09  125.2  -83.8   36.9  37.3   5.5 0.31  7.25 95.57  1.76  1.49  0.15  0.82  0.22  0.00  0.00  0.00  0.00  0.890
        0. 115.00  18.44   77.45 5.947E-09  125.9  -84.0   37.4  37.5   5.5 0.31  7.25 95.47  1.76  1.49  0.15  0.83  0.31  0.00  0.00  0.00  0.00  0.940
        0. 115.50  18.44   77.45 5.508E-09  126.8  -84.4   37.6  37.8   5.5 0.31  7.25 95.47  1.76  1.49  0.15  0.84  0.29  0.00  0.00  0.00  0.00  1.137
        0. 116.00  18.44   77.45 5.115E-09  127.8  -84.7   37.6  38.0   5.5 0.31  7.25 95.55  1.78  1.49  0.15  0.86  0.17  0.00  0.00  0.00  0.00  1.320
        0. 116.50  18.44   77.45 4.751E-09  128.9  -85.1   37.6  38.3   5.5 0.31  7.25 95.61  1.82  1.49  0.15  0.88  0.04  0.00  0.00  0.00  0.00  1.513
        0. 117.00  18.44   77.45 4.413E-09  129.9  -85.5   37.5  38.5   5.5 0.31  7.25 95.58  1.87  1.50  0.16  0.90  0.00  0.00  0.00  0.00  0.00  1.528
        0. 117.50  18.44   77.45 4.100E-09  131.0  -85.9   37.5  38.8   5.5 0.31  7.25 95.50  1.91  1.51  0.16  0.92  0.00  0.00  0.00  0.00  0.00  1.601
        0. 118.00  18.44   77.45 3.809E-09  132.1  -86.3   37.5  39.0   5.5 0.31  7.25 95.42  1.96  1.52  0.16  0.94  0.00  0.00  0.00  0.00  0.00  1.532
        0. 118.50  18.44   77.45 3.538E-09  133.1  -86.7   37.5  39.3   5.5 0.31  7.25 95.35  2.00  1.52  0.16  0.96  0.00  0.00  0.00  0.00  0.00  1.578
        0. 119.00  18.44   77.45 3.288E-09  134.2  -87.1   37.5  39.5   5.5 0.31  7.25 95.27  2.05  1.53  0.17  0.99  0.00  0.00  0.00  0.00  0.00  1.564
        0. 119.50  18.44   77.45 3.055E-09  135.3  -87.5   37.5  39.7   5.5 0.31  7.25 95.19  2.10  1.54  0.17  1.01  0.00  0.00  0.00  0.00  0.00  1.603
        0. 120.00  18.44   77.45 2.839E-09  136.3  -87.9   37.5  40.0   5.5 0.31  7.25 95.11  2.14  1.54  0.17  1.03  0.00  0.00  0.00  0.00  0.00  1.762
        0. 120.50  18.44   77.45 2.642E-09  137.3  -88.2   37.4  40.2   5.5 0.31  7.25 95.03  2.19  1.55  0.17  1.06  0.00  0.00  0.00  0.00  0.00  1.875
        0. 121.00  18.44   77.45 2.462E-09  138.3  -88.6   37.3  40.5   5.5 0.31  7.25 94.94  2.24  1.56  0.18  1.08  0.00  0.00  0.00  0.00  0.00  1.840
        0. 121.50  18.44   77.45 2.294E-09  139.3  -89.0   37.3  40.7   5.5 0.31  7.25 94.86  2.29  1.57  0.18  1.10  0.00  0.00  0.00  0.00  0.00  1.988
        0. 122.00  18.44   77.45 2.138E-09  140.3  -89.3   37.2  41.0   5.5 0.31  7.25 94.78  2.34  1.57  0.18  1.13  0.00  0.00  0.00  0.00  0.00  1.879
        0. 122.50  18.44   77.45 1.992E-09  141.2  -89.7   37.1  41.3   5.5 0.31  7.25 94.70  2.39  1.58  0.19  1.15  0.00  0.00  0.00  0.00  0.00  1.801
        0. 123.00  18.44   77.45 1.857E-09  142.2  -90.0   37.1  41.5   5.5 0.31  7.25 94.61  2.44  1.59  0.19  1.17  0.00  0.00  0.00  0.00  0.00  1.729
        0. 123.50  18.44   77.45 1.731E-09  143.2  -90.4   37.0  41.8   5.5 0.31  7.25 94.53  2.49  1.59  0.19  1.20  0.00  0.00  0.00  0.00  0.00  1.784
        0. 124.00  18.44   77.45 1.613E-09  144.2  -90.7   36.9  42.0   5.5 0.31  7.25 94.44  2.54  1.60  0.19  1.22  0.00  0.00  0.00  0.00  0.00  1.572
        0. 124.50  18.44   77.45 1.504E-09  145.1  -91.1   36.8  42.2   5.5 0.31  7.25 94.35  2.60  1.60  0.20  1.25  0.00  0.00  0.00  0.00  0.00  1.704
        0. 125.00  18.44   77.45 1.402E-09  146.1  -91.4   36.8  42.5   5.5 0.31  7.25 94.26  2.65  1.61  0.20  1.28  0.00  0.00  0.00  0.00  0.00  1.618
        0. 125.50  18.44   77.45 1.310E-09  147.0  -91.7   36.6  42.7   5.5 0.31  7.25 94.17  2.70  1.62  0.20  1.30  0.00  0.00  0.00  0.00  0.00  1.377
        0. 126.00  18.44   77.45 1.227E-09  147.7  -92.0   36.4  43.0   5.5 0.31  7.25 94.08  2.76  1.62  0.21  1.33  0.00  0.00  0.00  0.00  0.00  1.197
        0. 126.50  18.44   77.45 1.150E-09  148.4  -92.2   36.2  43.3   5.5 0.31  7.25 93.99  2.81  1.63  0.21  1.35  0.00  0.00  0.00  0.00  0.00  1.211
        0. 127.00  18.44   77.45 1.077E-09  149.2  -92.5   36.0  43.5   5.5 0.31  7.25 93.90  2.87  1.64  0.21  1.38  0.00  0.00  0.00  0.00  0.00  1.077
        0. 127.50  18.44   77.45 1.009E-09  149.9  -92.8   35.8  43.7   5.5 0.31  7.25 93.81  2.92  1.64  0.22  1.41  0.00  0.00  0.00  0.00  0.00  0.946
        0. 128.00  18.44   77.45 9.451E-10  150.7  -93.0   35.6  44.0   5.5 0.31  7.25 93.71  2.98  1.65  0.22  1.44  0.00  0.00  0.00  0.00  0.00  0.854
        0. 128.50  18.44   77.45 8.854E-10  151.4  -93.3   35.4  44.2   5.5 0.31  7.25 93.62  3.04  1.65  0.22  1.46  0.00  0.00  0.00  0.00  0.00  0.873
        0. 129.00  18.44   77.45 8.295E-10  152.1  -93.6   35.2  44.5   5.5 0.31  7.25 93.52  3.10  1.66  0.23  1.49  0.00  0.00  0.00  0.00  0.00  0.944
        0. 129.50  18.44   77.45 7.772E-10  152.9  -93.8   35.0  44.8   5.5 0.31  7.25 93.43  3.16  1.66  0.23  1.52  0.00  0.00  0.00  0.00  0.00  1.065
        0. 130.00  18.44   77.45 7.281E-10  153.6  -94.1   34.8  45.0   5.5 0.31  7.25 93.33  3.22  1.67  0.23  1.55  0.00  0.00  0.00  0.00  0.00  1.054
        0. 130.50  18.44   77.45 6.839E-10  154.3  -94.3   34.6  45.0   5.5 0.31  7.25 93.23  3.28  1.67  0.23  1.58  0.00  0.00  0.00  0.00  0.00  0.813
        0. 131.00  18.44   77.45 6.437E-10  154.8  -94.5   34.5  45.0   5.5 0.31  7.25 93.13  3.34  1.68  0.24  1.61  0.00  0.00  0.00  0.00  0.00  0.979
        0. 131.50  18.44   77.45 6.059E-10  155.3  -94.7   34.5  45.0   5.5 0.31  7.25 93.03  3.41  1.69  0.24  1.64  0.00  0.00  0.00  0.00  0.00  0.905
        0. 132.00  18.44   77.45 5.703E-10  155.9  -94.9   34.4  45.0   5.5 0.31  7.25 92.92  3.47  1.69  0.24  1.67  0.00  0.00  0.00  0.00  0.00  0.847
        0. 132.50  18.44   77.45 5.368E-10  156.4  -95.1   34.3  45.0   5.5 0.31  7.25 92.82  3.53  1.70  0.25  1.70  0.00  0.00  0.00  0.00  0.00  0.959
        0. 133.00  18.44   77.45 5.053E-10  157.0  -95.3   34.2  45.0   5.5 0.31  7.25 92.72  3.60  1.70  0.25  1.73  0.00  0.00  0.00  0.00  0.00  0.802
        0. 133.50  18.44   77.45 4.757E-10  157.5  -95.5   34.2  45.0   5.5 0.31  7.25 92.61  3.66  1.71  0.25  1.76  0.00  0.00  0.00  0.00  0.00  0.823
        0. 134.00  18.44   77.45 4.478E-10  158.0  -95.7   34.1  45.0   5.5 0.31  7.25 92.50  3.73  1.71  0.26  1.80  0.00  0.00  0.00  0.00  0.00  0.868
        0. 134.50  18.44   77.45 4.215E-10  158.6  -95.8   34.0  45.0   5.5 0.31  7.25 92.39  3.80  1.71  0.26  1.83  0.00  0.00  0.00  0.00  0.00  0.822
        0. 135.00  18.44   77.45 3.968E-10  159.1  -96.0   33.9  45.0   5.5 0.31  7.25 92.29  3.87  1.72  0.26  1.86  0.00  0.00  0.00  0.00  0.00  0.959
        0. 135.50  18.44   77.45 3.739E-10  159.5  -96.2   33.8  45.0   5.5 0.31  7.25 92.17  3.94  1.72  0.27  1.90  0.00  0.00  0.00  0.00  0.00  1.046
        0. 136.00  18.44   77.45 3.527E-10  159.9  -96.3   33.6  45.0   5.5 0.31  7.25 92.06  4.01  1.73  0.27  1.93  0.00  0.00  0.00  0.00  0.00  1.110
        0. 136.50  18.44   77.45 3.327E-10  160.3  -96.5   33.4  45.0   5.5 0.31  7.25 91.95  4.08  1.73  0.27  1.96  0.00  0.00  0.00  0.00  0.00  1.127
        0. 137.00  18.44   77.45 3.139E-10  160.6  -96.6   33.3  45.0   5.5 0.31  7.25 91.84  4.15  1.74  0.28  2.00  0.00  0.00  0.00  0.00  0.00  0.966
        0. 137.50  18.44   77.45 2.961E-10  161.0  -96.7   33.1  45.0   5.5 0.31  7.25 91.72  4.22  1.74  0.28  2.03  0.00  0.00  0.00  0.00  0.00  1.272
        0. 138.00  18.44   77.45 2.793E-10  161.3  -96.8   32.9  45.0   5.5 0.31  7.25 91.61  4.29  1.74  0.28  2.07  0.00  0.00  0.00  0.00  0.00  1.096
        0. 138.50  18.44   77.45 2.635E-10  161.7  -97.0   32.7  45.0   5.5 0.31  7.25 91.49  4.37  1.75  0.29  2.10  0.00  0.00  0.00  0.00  0.00  1.019
        0. 139.00  18.44   77.45 2.485E-10  162.1  -97.1   32.6  45.0   5.5 0.31  7.25 91.37  4.44  1.75  0.29  2.14  0.00  0.00  0.00  0.00  0.00  0.980
        0. 139.50  18.44   77.45 2.344E-10  162.4  -97.2   32.4  45.0   5.5 0.31  7.25 91.25  4.52  1.75  0.29  2.18  0.00  0.01  0.00  0.00  0.00  0.811
        0. 140.00  18.44   77.45 2.212E-10  162.8  -97.3   32.2  45.0   5.5 0.31  7.25 91.13  4.59  1.76  0.30  2.21  0.00  0.01  0.00  0.00  0.00  1.076
        0. 140.50  18.44   77.45 2.089E-10  163.1  -97.4   32.0  45.0   5.5 0.31  7.25 91.01  4.67  1.76  0.30  2.25  0.00  0.01  0.00  0.00  0.00  1.089
        0. 141.00  18.44   77.45 1.976E-10  163.3  -97.5   31.9  45.0   5.5 0.31  7.25 90.89  4.75  1.76  0.31  2.29  0.00  0.01  0.00  0.00  0.00  0.960
        0. 141.50  18.44   77.45 1.869E-10  163.5  -97.6   31.7  45.0   5.5 0.31  7.25 90.76  4.83  1.77  0.31  2.33  0.00  0.01  0.00  0.00  0.00  1.094
