     Time  HgtMOLA LatPC   LonE    Denkgm3   Temp  EWind  NWind  sigD  Ls   Dust  LTST CO2%m  N2%m  Ar%m  O2%m  CO%m   O%m  He%m  H2%m   H%m H2O%m  DensP
        0. 142.00  18.44   77.45 1.768E-10  163.8  -97.7   31.6  45.0   5.5 0.31  7.25 90.64  4.91  1.77  0.31  2.36  0.00  0.01  0.00  0.00  0.00  0.900
        0. 142.50  18.44   77.45 1.672E-10  164.0  -97.8   31.4  45.0   5.5 0.31  7.25 90.51  4.99  1.77  0.32  2.40  0.00  0.01  0.00  0.00  0.00  0.787
        0. 143.00  18.44   77.45 1.582E-10  164.2  -97.8   31.3  45.0   5.5 0.31  7.25 90.39  5.07  1.77  0.32  2.44  0.00  0.01  0.00  0.00  0.00  0.757
        0. 143.50  18.44   77.45 1.496E-10  164.5  -97.9   31.2  45.0   5.5 0.31  7.25 90.26  5.15  1.78  0.32  2.48  0.00  0.01  0.00  0.00  0.00  0.799
        0. 144.00  18.44   77.45 1.415E-10  164.7  -98.0   31.0  45.0   5.5 0.31  7.25 90.13  5.24  1.78  0.33  2.52  0.00  0.01  0.00  0.00  0.00  1.075
        0. 144.50  18.44   77.45 1.339E-10  164.9  -98.1   30.9  45.0   5.5 0.31  7.25 90.00  5.32  1.78  0.33  2.56  0.00  0.01  0.00  0.00  0.00  1.032
        0. 145.00  18.44   77.45 1.266E-10  165.2  -98.2   30.7  45.0   5.5 0.31  7.25 89.87  5.40  1.78  0.33  2.60  0.00  0.01  0.00  0.00  0.00  0.888
        0. 145.50  18.44   77.45 1.199E-10  165.4  -98.2   30.6  45.0   5.5 0.31  7.25 89.74  5.49  1.78  0.34  2.64  0.00  0.01  0.00  0.00  0.00  0.934
        0. 146.00  18.44   77.45 1.137E-10  165.5  -98.3   30.5  45.0   5.5 0.31  7.25 89.61  5.57  1.78  0.34  2.68  0.00  0.01  0.00  0.00  0.00  1.081
        0. 146.50  18.44   77.45 1.078E-10  165.7  -98.4   30.3  45.0   5.5 0.31  7.25 89.47  5.66  1.79  0.34  2.73  0.00  0.01  0.00  0.00  0.00  1.117
        0. 147.00  18.44   77.45 1.022E-10  165.9  -98.4   30.2  45.0   5.5 0.31  7.25 89.27  5.75  1.79  0.35  2.77  0.06  0.01  0.00  0.00  0.00  0.981
        0. 147.50  18.44   77.45 9.686E-11  166.1  -98.5   30.1  45.0   5.5 0.31  7.25 89.04  5.85  1.79  0.35  2.82  0.14  0.01  0.00  0.00  0.00  0.994
        0. 148.00  18.44   77.45 9.182E-11  166.3  -98.6   30.0  45.0   5.5 0.31  7.25 88.82  5.95  1.79  0.36  2.86  0.21  0.01  0.00  0.00  0.00  0.784
        0. 148.50  18.44   77.45 8.705E-11  166.4  -98.6   29.8  45.0   5.5 0.31  7.25 88.59  6.04  1.80  0.36  2.91  0.29  0.01  0.00  0.00  0.00  0.899
        0. 149.00  18.44   77.45 8.252E-11  166.6  -98.7   29.7  45.0   5.5 0.31  7.25 88.36  6.14  1.80  0.37  2.96  0.36  0.01  0.00  0.00  0.00  0.895
        0. 149.50  18.44   77.45 7.823E-11  166.8  -98.7   29.6  45.0   5.5 0.31  7.25 88.13  6.24  1.80  0.37  3.01  0.44  0.01  0.00  0.00  0.00  0.931
        0. 150.00  18.44   77.45 7.416E-11  167.0  -98.8   29.5  45.0   5.5 0.31  7.25 87.90  6.34  1.80  0.37  3.05  0.51  0.01  0.00  0.00  0.00  0.812
        0. 150.50  18.44   77.45 7.037E-11  167.1  -98.8   29.4  45.0   5.5 0.31  7.25 87.64  6.44  1.81  0.38  3.10  0.61  0.01  0.00  0.00  0.00  0.726
        0. 151.00  18.44   77.45 6.681E-11  167.2  -98.9   29.3  45.0   5.5 0.31  7.25 87.35  6.55  1.81  0.38  3.15  0.74  0.01  0.00  0.00  0.00  0.734
        0. 151.50  18.44   77.45 6.344E-11  167.3  -98.9   29.2  45.0   5.5 0.31  7.25 87.06  6.66  1.81  0.39  3.21  0.86  0.02  0.00  0.00  0.00  0.795
        0. 152.00  18.44   77.45 6.023E-11  167.3  -98.9   29.2  45.0   5.5 0.31  7.25 86.77  6.76  1.82  0.39  3.26  0.98  0.02  0.00  0.00  0.00  0.817
        0. 152.50  18.44   77.45 5.719E-11  167.4  -99.0   29.1  45.0   5.5 0.31  7.25 86.48  6.87  1.82  0.39  3.31  1.11  0.02  0.00  0.00  0.00  0.790
        0. 153.00  18.44   77.45 5.430E-11  167.5  -99.0   29.0  45.0   5.5 0.31  7.25 86.19  6.98  1.82  0.40  3.36  1.23  0.02  0.00  0.00  0.00  0.749
        0. 153.50  18.44   77.45 5.156E-11  167.6  -99.0   29.0  45.0   5.5 0.31  7.25 85.90  7.09  1.82  0.40  3.42  1.35  0.02  0.00  0.00  0.00  0.914
        0. 154.00  18.44   77.45 4.896E-11  167.7  -99.1   28.9  45.0   5.5 0.31  7.25 85.60  7.20  1.83  0.41  3.47  1.47  0.02  0.00  0.00  0.00  0.789
        0. 154.50  18.44   77.45 4.649E-11  167.8  -99.1   28.8  45.0   5.5 0.31  7.25 85.31  7.31  1.83  0.41  3.52  1.59  0.02  0.00  0.00  0.00  0.601
        0. 155.00  18.44   77.45 4.414E-11  167.9  -99.1   28.8  45.0   5.5 0.31  7.25 85.02  7.43  1.83  0.42  3.58  1.71  0.02  0.00  0.00  0.00  0.605
        0. 155.50  18.44   77.45 4.194E-11  167.9  -99.1   28.7  45.0   5.5 0.31  7.25 84.70  7.54  1.83  0.42  3.63  1.85  0.02  0.00  0.00  0.00  0.657
        0. 156.00  18.44   77.45 3.987E-11  168.0  -99.2   28.7  45.0   5.5 0.31  7.25 84.35  7.66  1.83  0.43  3.69  2.02  0.02  0.00  0.00  0.00  0.433
        0. 156.50  18.44   77.45 3.790E-11  168.0  -99.2   28.7  45.0   5.5 0.31  7.25 84.00  7.78  1.83  0.43  3.75  2.18  0.02  0.00  0.00  0.00  0.529
        0. 157.00  18.44   77.45 3.603E-11  168.1  -99.2   28.6  45.0   5.5 0.31  7.25 83.65  7.90  1.83  0.43  3.81  2.35  0.02  0.00  0.00  0.00  0.581
        0. 157.50  18.44   77.45 3.425E-11  168.1  -99.2   28.6  45.0   5.5 0.31  7.25 83.30  8.02  1.84  0.44  3.86  2.51  0.03  0.00  0.00  0.00  0.551
        0. 158.00  18.44   77.45 3.256E-11  168.2  -99.2   28.6  45.0   5.5 0.31  7.25 82.96  8.14  1.84  0.44  3.92  2.67  0.03  0.00  0.00  0.00  0.492
        0. 158.50  18.44   77.45 3.095E-11  168.2  -99.2   28.5  45.0   5.5 0.31  7.25 82.61  8.26  1.84  0.45  3.98  2.84  0.03  0.00  0.00  0.00  0.538
        0. 159.00  18.44   77.45 2.942E-11  168.3  -99.3   28.5  45.0   5.5 0.31  7.25 82.26  8.38  1.84  0.45  4.04  3.00  0.03  0.00  0.00  0.00  0.428
        0. 159.50  18.44   77.45 2.797E-11  168.3  -99.3   28.5  45.0   5.5 0.31  7.25 81.92  8.50  1.84  0.46  4.10  3.16  0.03  0.00  0.00  0.00  0.363
        0. 160.00  18.44   77.45 2.659E-11  168.4  -99.3   28.4  45.0   5.5 0.31  7.25 81.57  8.62  1.84  0.46  4.15  3.32  0.03  0.00  0.00  0.00  0.463
        0. 160.50  18.44   77.45 2.531E-11  168.4  -99.3   28.4  45.0   5.5 0.31  7.25 81.18  8.75  1.84  0.47  4.22  3.51  0.03  0.00  0.00  0.00  0.514
        0. 161.00  18.44   77.45 2.410E-11  168.4  -99.3   28.3  45.0   5.5 0.31  7.25 80.75  8.88  1.84  0.47  4.28  3.74  0.04  0.00  0.00  0.00  0.500
        0. 161.50  18.44   77.45 2.295E-11  168.4  -99.3   28.3  45.0   5.5 0.31  7.25 80.33  9.01  1.84  0.47  4.34  3.96  0.04  0.00  0.00  0.00  0.529
        0. 162.00  18.44   77.45 2.185E-11  168.5  -99.3   28.2  45.0   5.5 0.31  7.25 79.91  9.14  1.84  0.48  4.41  4.18  0.04  0.00  0.00  0.00  0.522
        0. 162.50  18.44   77.45 2.081E-11  168.5  -99.3   28.1  45.0   5.5 0.31  7.25 79.48  9.28  1.84  0.48  4.47  4.41  0.04  0.00  0.00  0.00  0.700
        0. 163.00  18.44   77.45 1.982E-11  168.5  -99.3   28.1  45.0   5.5 0.31  7.25 79.06  9.41  1.84  0.49  4.53  4.63  0.04  0.00  0.00  0.00  0.747
        0. 163.50  18.44   77.45 1.887E-11  168.5  -99.3   28.0  45.0   5.5 0.31  7.25 78.64  9.54  1.84  0.49  4.60  4.85  0.04  0.00  0.00  0.00  0.663
        0. 164.00  18.44   77.45 1.797E-11  168.5  -99.4   28.0  45.0   5.5 0.31  7.25 78.22  9.67  1.84  0.50  4.66  5.07  0.05  0.00  0.00  0.00  0.944
        0. 164.50  18.44   77.45 1.712E-11  168.6  -99.4   27.9  45.0   5.5 0.31  7.25 77.80  9.80  1.83  0.50  4.72  5.29  0.05  0.00  0.00  0.00  0.730
        0. 165.00  18.44   77.45 1.630E-11  168.6  -99.4   27.9  45.0   5.5 0.31  7.25 77.38  9.93  1.83  0.51  4.78  5.51  0.05  0.00  0.00  0.00  0.815
        0. 165.50  18.44   77.45 1.554E-11  168.6  -99.4   27.8  45.0   5.5 0.31  7.25 76.92 10.07  1.83  0.51  4.85  5.76  0.05  0.00  0.00  0.00  0.846
        0. 166.00  18.44   77.45 1.482E-11  168.6  -99.4   27.8  45.0   5.5 0.31  7.25 76.43 10.20  1.83  0.51  4.92  6.04  0.05  0.00  0.00  0.00  0.954
        0. 166.50  18.44   77.45 1.414E-11  168.6  -99.4   27.7  45.0   5.5 0.31  7.25 75.94 10.34  1.83  0.52  4.98  6.32  0.06  0.00  0.00  0.00  0.866
        0. 167.00  18.44   77.45 1.348E-11  168.6  -99.4   27.6  45.0   5.5 0.31  7.25 75.46 10.48  1.83  0.52  5.05  6.60  0.06  0.00  0.00  0.00  0.788
        0. 167.50  18.44   77.45 1.286E-11  168.7  -99.4   27.6  45.0   5.5 0.31  7.25 74.97 10.62  1.82  0.53  5.12  6.88  0.06  0.00  0.00  0.00  0.680
        0. 168.00  18.44   77.45 1.227E-11  168.7  -99.4   27.5  45.0   5.5 0.31  7.25 74.49 10.76  1.82  0.53  5.18  7.15  0.06  0.00  0.00  0.00  0.650
        0. 168.50  18.44   77.45 1.170E-11  168.7  -99.4   27.5  45.0   5.5 0.31  7.25 74.00 10.89  1.82  0.54  5.25  7.43  0.07  0.00  0.00  0.00  0.664
        0. 169.00  18.44   77.45 1.116E-11  168.7  -99.4   27.4  45.0   5.5 0.31  7.25 73.52 11.03  1.81  0.54  5.31  7.71  0.07  0.00  0.00  0.00  0.833
        0. 169.50  18.44   77.45 1.065E-11  168.7  -99.4   27.4  45.0   5.5 0.31  7.25 73.05 11.16  1.81  0.54  5.38  7.98  0.07  0.00  0.00  0.00  0.878
        0. 170.00  18.44   77.45 1.016E-11  168.7  -99.4   27.3  45.0   5.5 0.31  7.25 72.57 11.30  1.80  0.55  5.44  8.26  0.08  0.00  0.00  0.00  0.765
        0. 170.50  18.44   77.45 9.699E-12  168.7  -99.4   27.3  45.0   5.5 0.31  7.25 72.05 11.43  1.80  0.55  5.51  8.57  0.08  0.00  0.00  0.00  0.969
        0. 171.00  18.44   77.45 9.269E-12  168.7  -99.4   27.4  45.0   5.5 0.31  7.25 71.50 11.58  1.80  0.56  5.58  8.90  0.08  0.00  0.00  0.00  1.087
        0. 171.50  18.44   77.45 8.858E-12  168.7  -99.4   27.4  45.0   5.5 0.31  7.25 70.95 11.72  1.79  0.56  5.65  9.24  0.09  0.00  0.00  0.00  1.269
        0. 172.00  18.44   77.45 8.466E-12  168.8  -99.4   27.5  45.0   5.5 0.31  7.25 70.40 11.86  1.79  0.56  5.71  9.58  0.09  0.00  0.00  0.00  1.234
        0. 172.50  18.44   77.45 8.092E-12  168.8  -99.4   27.5  45.0   5.5 0.31  7.25 69.85 11.99  1.78  0.57  5.78  9.92  0.09  0.00  0.01  0.00  1.148
        0. 173.00  18.44   77.45 7.734E-12  168.8  -99.4   27.6  45.0   5.5 0.31  7.25 69.31 12.13  1.78  0.57  5.85 10.25  0.10  0.00  0.01  0.00  1.159
        0. 173.50  18.44   77.45 7.393E-12  168.8  -99.4   27.6  45.0   5.5 0.31  7.25 68.77 12.27  1.77  0.58  5.91 10.59  0.10  0.00  0.01  0.00  1.180
        0. 174.00  18.44   77.45 7.067E-12  168.8  -99.4   27.7  45.0   5.5 0.31  7.25 68.23 12.40  1.77  0.58  5.98 10.93  0.10  0.00  0.01  0.00  1.078
        0. 174.50  18.44   77.45 6.755E-12  168.8  -99.4   27.7  45.0   5.5 0.31  7.25 67.70 12.53  1.76  0.58  6.04 11.26  0.11  0.00  0.01  0.00  1.105
        0. 175.00  18.44   77.45 6.457E-12  168.8  -99.4   27.7  45.0   5.5 0.31  7.25 67.17 12.66  1.75  0.59  6.10 11.60  0.11  0.00  0.01  0.00  1.289
        0. 175.50  18.44   77.45 6.178E-12  168.8  -99.4   27.7  45.0   5.5 0.31  7.25 66.63 12.79  1.75  0.59  6.17 11.94  0.12  0.00  0.01  0.00  1.158
        0. 176.00  18.44   77.45 5.915E-12  168.8  -99.5   27.7  45.0   5.5 0.31  7.25 66.10 12.92  1.74  0.59  6.23 12.29  0.12  0.00  0.01  0.00  1.081
        0. 176.50  18.44   77.45 5.663E-12  168.8  -99.5   27.7  45.0   5.5 0.31  7.25 65.56 13.05  1.73  0.60  6.29 12.63  0.13  0.00  0.01  0.00  1.395
        0. 177.00  18.44   77.45 5.422E-12  168.8  -99.5   27.6  45.0   5.5 0.31  7.25 65.03 13.17  1.72  0.60  6.35 12.98  0.13  0.00  0.01  0.00  1.250
        0. 177.50  18.44   77.45 5.191E-12  168.8  -99.5   27.6  45.0   5.5 0.31  7.25 64.51 13.29  1.71  0.60  6.41 13.33  0.14  0.00  0.01  0.00  1.403
        0. 178.00  18.44   77.45 4.970E-12  168.8  -99.5   27.5  45.0   5.5 0.31  7.25 63.98 13.41  1.71  0.60  6.47 13.67  0.14  0.00  0.01  0.00  1.146
        0. 178.50  18.44   77.45 4.759E-12  168.8  -99.5   27.5  45.0   5.5 0.31  7.25 63.47 13.53  1.70  0.61  6.52 14.02  0.15  0.00  0.01  0.00  1.155
        0. 179.00  18.44   77.45 4.557E-12  168.9  -99.5   27.4  45.0   5.5 0.31  7.25 62.95 13.65  1.69  0.61  6.58 14.36  0.15  0.00  0.01  0.00  1.059
        0. 179.50  18.44   77.45 4.364E-12  168.9  -99.5   27.4  45.0   5.5 0.31  7.25 62.44 13.76  1.68  0.61  6.63 14.71  0.16  0.00  0.01  0.00  1.045
        0. 180.00  18.44   77.45 4.179E-12  168.9  -99.5   27.3  45.0   5.5 0.31  7.25 61.93 13.87  1.67  0.61  6.68 15.06  0.16  0.00  0.01  0.00  1.169
        0. 180.50  18.44   77.45 4.008E-12  168.9  -99.5   27.3  45.0   5.5 0.31  7.25 61.50 13.97  1.65  0.61  6.73 15.35  0.17  0.01  0.01  0.00  1.151
        0. 181.00  18.44   77.45 3.850E-12  168.9  -99.5   27.3  45.0   5.5 0.31  7.25 61.12 14.05  1.64  0.61  6.77 15.61  0.18  0.01  0.01  0.00  1.115
        0. 181.50  18.44   77.45 3.697E-12  168.9  -99.5   27.3  45.0   5.5 0.31  7.25 60.75 14.14  1.63  0.62  6.81 15.86  0.18  0.01  0.01  0.00  0.944
        0. 182.00  18.44   77.45 3.551E-12  168.9  -99.5   27.2  45.0   5.5 0.31  7.25 60.38 14.22  1.61  0.62  6.85 16.11  0.19  0.01  0.01  0.00  0.923
        0. 182.50  18.44   77.45 3.410E-12  168.9  -99.5   27.2  45.0   5.5 0.31  7.25 60.02 14.29  1.60  0.62  6.89 16.37  0.20  0.01  0.01  0.00  1.067
        0. 183.00  18.44   77.45 3.276E-12  168.9  -99.5   27.2  45.0   5.5 0.31  7.25 59.66 14.37  1.59  0.62  6.93 16.62  0.20  0.01  0.01  0.00  1.123
        0. 183.50  18.44   77.45 3.146E-12  168.9  -99.5   27.2  45.0   5.5 0.31  7.25 59.30 14.44  1.57  0.62  6.96 16.88  0.21  0.01  0.01  0.00  0.877
        0. 184.00  18.44   77.45 3.022E-12  168.9  -99.5   27.2  45.0   5.5 0.31  7.25 58.96 14.51  1.56  0.62  6.99 17.13  0.22  0.01  0.01  0.00  0.845
        0. 184.50  18.44   77.45 2.903E-12  168.9  -99.5   27.1  45.0   5.5 0.31  7.25 58.61 14.58  1.54  0.62  7.03 17.39  0.22  0.01  0.01  0.00  0.723
        0. 185.00  18.44   77.45 2.788E-12  168.9  -99.5   27.1  45.0   5.5 0.31  7.25 58.27 14.64  1.53  0.62  7.06 17.64  0.23  0.01  0.01  0.00  0.821
        0. 185.50  18.44   77.45 2.678E-12  168.9  -99.5   27.1  45.0   5.5 0.31  7.25 57.85 14.71  1.51  0.62  7.09 17.96  0.24  0.01  0.01  0.00  0.848
        0. 186.00  18.44   77.45 2.574E-12  168.9  -99.5   27.1  45.0   5.5 0.31  7.25 57.36 14.79  1.50  0.62  7.13 18.34  0.25  0.01  0.01  0.00  0.788
        0. 186.50  18.44   77.45 2.473E-12  168.9  -99.5   27.1  45.0   5.5 0.31  7.25 56.88 14.86  1.48  0.62  7.16 18.71  0.25  0.01  0.02  0.00  0.789
        0. 187.00  18.44   77.45 2.377E-12  168.9  -99.5   27.0  45.0   5.5 0.31  7.25 56.40 14.94  1.47  0.62  7.20 19.09  0.26  0.01  0.02  0.00  0.909
        0. 187.50  18.44   77.45 2.284E-12  168.9  -99.5   27.0  45.0   5.5 0.31  7.25 55.93 15.00  1.46  0.62  7.23 19.46  0.27  0.01  0.02  0.00  0.783
        0. 188.00  18.44   77.45 2.195E-12  168.9  -99.5   27.0  45.0   5.5 0.31  7.25 55.46 15.07  1.44  0.62  7.26 19.83  0.28  0.01  0.02  0.00  0.821
        0. 188.50  18.44   77.45 2.109E-12  168.9  -99.5   27.0  45.0   5.5 0.31  7.25 55.00 15.13  1.43  0.62  7.29 20.21  0.29  0.01  0.02  0.00  0.783
        0. 189.00  18.44   77.45 2.027E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 54.55 15.19  1.41  0.62  7.32 20.58  0.30  0.01  0.02  0.00  0.595
        0. 189.50  18.44   77.45 1.948E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 54.10 15.25  1.40  0.62  7.35 20.95  0.31  0.01  0.02  0.00  0.363
        0. 190.00  18.44   77.45 1.873E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 53.65 15.30  1.38  0.61  7.37 21.33  0.32  0.01  0.02  0.00  0.422
        0. 190.50  18.44   77.45 1.801E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 53.25 15.34  1.37  0.61  7.39 21.68  0.33  0.01  0.02  0.00  0.437
        0. 191.00  18.44   77.45 1.734E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 52.87 15.38  1.35  0.61  7.41 22.00  0.34  0.01  0.02  0.00  0.414
        0. 191.50  18.44   77.45 1.669E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 52.50 15.41  1.34  0.61  7.43 22.33  0.35  0.01  0.02  0.00  0.373
        0. 192.00  18.44   77.45 1.606E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 52.14 15.44  1.32  0.61  7.44 22.66  0.36  0.01  0.02  0.00  0.234
        0. 192.50  18.44   77.45 1.546E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 51.78 15.46  1.30  0.61  7.45 22.98  0.37  0.01  0.02  0.00  0.356
        0. 193.00  18.44   77.45 1.488E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 51.43 15.48  1.29  0.60  7.46 23.31  0.38  0.01  0.02  0.00  0.254
        0. 193.50  18.44   77.45 1.433E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 51.08 15.50  1.27  0.60  7.47 23.64  0.40  0.01  0.03  0.00  0.140
        0. 194.00  18.44   77.45 1.379E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 50.74 15.52  1.25  0.60  7.48 23.96  0.41  0.01  0.03  0.00  0.100
        0. 194.50  18.44   77.45 1.328E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 50.40 15.53  1.24  0.60  7.49 24.29  0.42  0.01  0.03  0.00  0.100
        0. 195.00  18.44   77.45 1.278E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 50.07 15.54  1.22  0.60  7.49 24.61  0.43  0.01  0.03  0.00  0.139
        0. 195.50  18.44   77.45 1.232E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 49.73 15.54  1.20  0.59  7.49 24.94  0.44  0.01  0.03  0.00  0.158
        0. 196.00  18.44   77.45 1.188E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 49.39 15.55  1.19  0.59  7.50 25.28  0.46  0.01  0.03  0.00  0.309
        0. 196.50  18.44   77.45 1.146E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 49.05 15.55  1.17  0.59  7.50 25.62  0.47  0.02  0.03  0.00  0.128
        0. 197.00  18.44   77.45 1.105E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 48.72 15.55  1.15  0.58  7.50 25.96  0.48  0.02  0.03  0.00  0.256
        0. 197.50  18.44   77.45 1.066E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 48.40 15.54  1.14  0.58  7.49 26.30  0.50  0.02  0.03  0.00  0.387
        0. 198.00  18.44   77.45 1.028E-12  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 48.08 15.53  1.12  0.58  7.49 26.63  0.51  0.02  0.03  0.00  0.567
        0. 198.50  18.44   77.45 9.921E-13  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 47.76 15.52  1.10  0.58  7.48 26.97  0.53  0.02  0.03  0.00  0.662
        0. 199.00  18.44   77.45 9.570E-13  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 47.45 15.51  1.09  0.57  7.48 27.31  0.54  0.02  0.04  0.00  0.588
        0. 199.50  18.44   77.45 9.232E-13  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 47.15 15.49  1.07  0.57  7.47 27.64  0.56  0.02  0.04  0.00  0.695
        0. 200.00  18.44   77.45 8.906E-13  168.9  -99.5   26.9  45.0   5.5 0.31  7.25 46.85 15.47  1.06  0.57  7.46 27.97  0.57  0.02  0.04  0.00  0.697
