ElapsedTime_s,Height_km,Latitude_deg,LongitudeE_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeE_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,
0.0,315.000,22.00,48.00,71097.555,70782.555,23.497,199.1,1.353e-01,1.869e-07,31.117,39.587,1010.5,1.000e+05,0.000,420.488,199.1,1.353e-01,1.869e-07,0.0,1.869e-07,1.869e-07,1.869e-07,0.0,0.00,1010.5,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.637e+03,1.410e+00,0.000,0.0000,
0.0,316.000,22.00,48.00,71098.555,70782.555,23.496,197.7,1.310e-01,1.822e-07,31.117,39.587,1007.0,1.000e+05,0.000,421.488,197.7,1.310e-01,1.822e-07,0.0,1.822e-07,1.822e-07,1.822e-07,0.0,0.00,1007.0,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.638e+03,1.410e+00,0.000,0.0000,
0.0,317.000,22.00,48.00,71099.555,70782.555,23.495,196.2,1.269e-01,1.776e-07,31.117,39.587,1003.6,1.000e+05,0.000,422.488,196.2,1.269e-01,1.776e-07,0.0,1.776e-07,1.776e-07,1.776e-07,0.0,0.00,1003.6,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.640e+03,1.410e+00,0.000,0.0000,
0.0,318.000,22.00,48.00,71100.555,70782.555,23.494,194.8,1.229e-01,1.732e-07,31.117,39.587,1000.1,1.000e+05,0.000,423.488,194.8,1.229e-01,1.732e-07,0.0,1.732e-07,1.732e-07,1.732e-07,0.0,0.00,1000.1,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.641e+03,1.410e+00,0.000,0.0000,
0.0,319.000,22.00,48.00,71101.555,70782.555,23.494,194.7,1.190e-01,1.678e-07,30.956,28.161,999.9,1.000e+05,0.000,422.295,194.7,1.190e-01,1.678e-07,0.0,1.678e-07,1.678e-07,1.678e-07,0.0,0.00,999.9,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.643e+03,1.410e+00,0.000,0.0000,
0.0,320.000,22.00,48.00,71102.555,70782.555,23.493,195.2,1.152e-01,1.619e-07,30.956,28.161,1001.5,1.000e+05,0.000,423.295,195.2,1.152e-01,1.619e-07,0.0,1.619e-07,1.619e-07,1.619e-07,0.0,0.00,1001.5,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.645e+03,1.410e+00,0.000,0.0000,
0.0,321.000,22.00,48.00,71103.555,70782.555,23.492,195.7,1.115e-01,1.563e-07,30.956,28.161,1003.1,1.000e+05,0.000,424.295,195.7,1.115e-01,1.563e-07,0.0,1.563e-07,1.563e-07,1.563e-07,0.0,0.00,1003.1,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.646e+03,1.410e+00,0.000,0.0000,
0.0,322.000,22.00,48.00,71104.555,70782.555,23.491,196.3,1.080e-01,1.508e-07,30.956,28.161,1004.7,1.000e+05,0.000,425.295,196.3,1.080e-01,1.508e-07,0.0,1.508e-07,1.508e-07,1.508e-07,0.0,0.00,1004.7,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.648e+03,1.410e+00,0.000,0.0000,
0.0,323.000,22.00,48.00,71105.555,70782.555,23.491,196.3,1.046e-01,1.460e-07,31.014,32.150,1005.0,1.000e+05,0.000,427.088,196.3,1.046e-01,1.460e-07,0.0,1.460e-07,1.460e-07,1.460e-07,0.0,0.00,1005.0,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.649e+03,1.410e+00,0.000,0.0000,
0.0,324.000,22.00,48.00,71106.555,70782.555,23.490,196.0,1.012e-01,1.415e-07,31.014,32.150,1004.5,1.000e+05,0.000,428.088,196.0,1.012e-01,1.415e-07,0.0,1.415e-07,1.415e-07,1.415e-07,0.0,0.00,1004.5,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.650e+03,1.410e+00,0.000,0.0000,
0.0,325.000,22.00,48.00,71107.555,70782.555,23.489,195.7,9.803e-02,1.371e-07,31.014,32.150,1003.9,1.000e+05,0.000,429.088,195.7,9.803e-02,1.371e-07,0.0,1.371e-07,1.371e-07,1.371e-07,0.0,0.00,1003.9,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.652e+03,1.410e+00,0.000,0.0000,
0.0,326.000,22.00,48.00,71108.555,70782.555,23.488,195.4,9.492e-02,1.329e-07,31.014,32.150,1003.3,1.000e+05,0.000,430.088,195.4,9.492e-02,1.329e-07,0.0,1.329e-07,1.329e-07,1.329e-07,0.0,0.00,1003.3,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.653e+03,1.410e+00,0.000,0.0000,
0.0,327.000,22.00,48.00,71109.555,70782.555,23.488,194.9,9.190e-02,1.290e-07,30.886,34.222,1002.2,1.000e+05,0.000,429.309,194.9,9.190e-02,1.290e-07,0.0,1.290e-07,1.290e-07,1.290e-07,0.0,0.00,1002.2,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.655e+03,1.410e+00,0.000,0.0000,
0.0,328.000,22.00,48.00,71110.555,70782.555,23.487,194.2,8.897e-02,1.253e-07,30.886,34.222,1000.6,1.000e+05,0.000,430.309,194.2,8.897e-02,1.253e-07,0.0,1.253e-07,1.253e-07,1.253e-07,0.0,0.00,1000.6,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.657e+03,1.410e+00,0.000,0.0000,
0.0,329.000,22.00,48.00,71111.555,70782.555,23.486,193.5,8.614e-02,1.217e-07,30.886,34.222,999.1,1.000e+05,0.000,431.309,193.5,8.614e-02,1.217e-07,0.0,1.217e-07,1.217e-07,1.217e-07,0.0,0.00,999.1,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.659e+03,1.410e+00,0.000,0.0000,
0.0,330.000,22.00,48.00,71112.555,70782.555,23.485,192.8,8.339e-02,1.182e-07,30.886,34.222,997.5,1.000e+05,0.000,432.309,192.8,8.339e-02,1.182e-07,0.0,1.182e-07,1.182e-07,1.182e-07,0.0,0.00,997.5,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.660e+03,1.410e+00,0.000,0.0000,
0.0,331.000,22.00,48.00,71113.555,70782.555,23.485,192.5,8.072e-02,1.145e-07,30.607,29.292,997.0,1.000e+05,0.000,429.412,192.5,8.072e-02,1.145e-07,0.0,1.145e-07,1.145e-07,1.145e-07,0.0,0.00,997.0,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.662e+03,1.410e+00,0.000,0.0000,
0.0,332.000,22.00,48.00,71114.555,70782.555,23.484,192.7,7.813e-02,1.107e-07,30.607,29.292,997.7,1.000e+05,0.000,430.412,192.7,7.813e-02,1.107e-07,0.0,1.107e-07,1.107e-07,1.107e-07,0.0,0.00,997.7,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.665e+03,1.410e+00,0.000,0.0000,
0.0,333.000,22.00,48.00,71115.555,70782.555,23.483,192.8,7.562e-02,1.070e-07,30.607,29.292,998.5,1.000e+05,0.000,431.412,192.8,7.562e-02,1.070e-07,0.0,1.070e-07,1.070e-07,1.070e-07,0.0,0.00,998.5,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.667e+03,1.410e+00,0.000,0.0000,
0.0,334.000,22.00,48.00,71116.555,70782.555,23.482,193.0,7.319e-02,1.034e-07,30.607,29.292,999.2,1.000e+05,0.000,432.412,193.0,7.319e-02,1.034e-07,0.0,1.034e-07,1.034e-07,1.034e-07,0.0,0.00,999.2,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.669e+03,1.410e+00,0.000,0.0000,
0.0,335.000,22.00,48.00,71117.555,70782.555,23.482,193.5,7.085e-02,9.972e-08,31.087,26.061,1000.9,1.000e+05,0.000,440.192,193.5,7.085e-02,9.972e-08,0.0,9.972e-08,9.972e-08,9.972e-08,0.0,0.00,1000.9,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.671e+03,1.410e+00,0.000,0.0000,
0.0,336.000,22.00,48.00,71118.555,70782.555,23.481,194.6,6.861e-02,9.596e-08,31.087,26.061,1004.0,1.000e+05,0.000,441.192,194.6,6.861e-02,9.596e-08,0.0,9.596e-08,9.596e-08,9.596e-08,0.0,0.00,1004.0,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.674e+03,1.410e+00,0.000,0.0000,
0.0,337.000,22.00,48.00,71119.555,70782.555,23.480,195.7,6.643e-02,9.235e-08,31.087,26.061,1007.2,1.000e+05,0.000,442.192,195.7,6.643e-02,9.235e-08,0.0,9.235e-08,9.235e-08,9.235e-08,0.0,0.00,1007.2,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.676e+03,1.410e+00,0.000,0.0000,
0.0,338.000,22.00,48.00,71120.555,70782.555,23.479,196.8,6.433e-02,8.887e-08,31.087,26.061,1010.3,1.000e+05,0.000,443.192,196.8,6.433e-02,8.887e-08,0.0,8.887e-08,8.887e-08,8.887e-08,0.0,0.00,1010.3,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.679e+03,1.410e+00,0.000,0.0000,
0.0,339.000,22.00,48.00,71121.555,70782.555,23.479,197.7,6.231e-02,8.562e-08,31.838,28.342,1013.0,1.000e+05,0.000,454.923,197.7,6.231e-02,8.562e-08,0.0,8.562e-08,8.562e-08,8.562e-08,0.0,0.00,1013.0,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.681e+03,1.410e+00,0.000,0.0000,
0.0,340.000,22.00,48.00,71122.555,70782.555,23.478,198.4,6.038e-02,8.265e-08,31.838,28.342,1015.0,1.000e+05,0.000,455.923,198.4,6.038e-02,8.265e-08,0.0,8.265e-08,8.265e-08,8.265e-08,0.0,0.00,1015.0,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.683e+03,1.410e+00,0.000,0.0000,
0.0,341.000,22.00,48.00,71123.555,70782.555,23.477,199.0,5.852e-02,7.978e-08,31.838,28.342,1016.9,1.000e+05,0.000,456.923,199.0,5.852e-02,7.978e-08,0.0,7.978e-08,7.978e-08,7.978e-08,0.0,0.00,1016.9,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.685e+03,1.410e+00,0.000,0.0000,
0.0,342.000,22.00,48.00,71124.555,70782.555,23.476,199.7,5.671e-02,7.702e-08,31.838,28.342,1018.9,1.000e+05,0.000,457.923,199.7,5.671e-02,7.702e-08,0.0,7.702e-08,7.702e-08,7.702e-08,0.0,0.00,1018.9,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.687e+03,1.410e+00,0.000,0.0000,
0.0,343.000,22.00,48.00,71125.555,70782.555,23.476,200.5,5.496e-02,7.432e-08,32.408,27.317,1021.1,1.000e+05,0.000,467.128,200.5,5.496e-02,7.432e-08,0.0,7.432e-08,7.432e-08,7.432e-08,0.0,0.00,1021.1,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.689e+03,1.410e+00,0.000,0.0000,
0.0,344.000,22.00,48.00,71126.555,70782.555,23.475,201.5,5.329e-02,7.165e-08,32.408,27.317,1024.1,1.000e+05,0.000,468.128,201.5,5.329e-02,7.165e-08,0.0,7.165e-08,7.165e-08,7.165e-08,0.0,0.00,1024.1,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.691e+03,1.410e+00,0.000,0.0000,
0.0,345.000,22.00,48.00,71127.555,70782.555,23.474,202.5,5.167e-02,6.907e-08,32.408,27.317,1027.0,1.000e+05,0.000,469.128,202.5,5.167e-02,6.907e-08,0.0,6.907e-08,6.907e-08,6.907e-08,0.0,0.00,1027.0,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.693e+03,1.410e+00,0.000,0.0000,
0.0,346.000,22.00,48.00,71128.555,70782.555,23.473,203.6,5.010e-02,6.659e-08,32.408,27.317,1030.0,1.000e+05,0.000,470.128,203.6,5.010e-02,6.659e-08,0.0,6.659e-08,6.659e-08,6.659e-08,0.0,0.00,1030.0,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.695e+03,1.410e+00,0.000,0.0000,
0.0,347.000,22.00,48.00,71129.555,70782.555,23.473,204.6,4.859e-02,6.421e-08,33.269,28.068,1032.9,1.000e+05,0.000,483.643,204.6,4.859e-02,6.421e-08,0.0,6.421e-08,6.421e-08,6.421e-08,0.0,0.00,1032.9,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.698e+03,1.410e+00,0.000,0.0000,
0.0,348.000,22.00,48.00,71130.555,70782.555,23.472,205.6,4.715e-02,6.196e-08,33.269,28.068,1035.8,1.000e+05,0.000,484.643,205.6,4.715e-02,6.196e-08,0.0,6.196e-08,6.196e-08,6.196e-08,0.0,0.00,1035.8,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.700e+03,1.410e+00,0.000,0.0000,
0.0,349.000,22.00,48.00,71131.555,70782.555,23.471,206.6,4.575e-02,5.979e-08,33.269,28.068,1038.7,1.000e+05,0.000,485.643,206.6,4.575e-02,5.979e-08,0.0,5.979e-08,5.979e-08,5.979e-08,0.0,0.00,1038.7,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.703e+03,1.410e+00,0.000,0.0000,
0.0,350.000,22.00,48.00,71132.555,70782.555,23.470,207.6,4.440e-02,5.770e-08,33.269,28.068,1041.6,1.000e+05,0.000,486.643,207.6,4.440e-02,5.770e-08,0.0,5.770e-08,5.770e-08,5.770e-08,0.0,0.00,1041.6,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.706e+03,1.410e+00,0.000,0.0000,
0.0,351.000,22.00,48.00,71133.555,70782.555,23.470,208.8,4.308e-02,5.565e-08,35.066,18.628,1044.8,1.000e+05,0.000,513.980,208.8,4.308e-02,5.565e-08,0.0,5.565e-08,5.565e-08,5.565e-08,0.0,0.00,1044.8,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.709e+03,1.410e+00,0.000,0.0000,
0.0,352.000,22.00,48.00,71134.555,70782.555,23.469,214.1,4.187e-02,5.269e-08,35.066,18.628,1058.5,1.000e+05,0.000,514.980,214.1,4.187e-02,5.269e-08,0.0,5.269e-08,5.269e-08,5.269e-08,0.0,0.00,1058.5,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.712e+03,1.410e+00,0.000,0.0000,
0.0,353.000,22.00,48.00,71135.555,70782.555,23.468,219.4,4.069e-02,4.992e-08,35.066,18.628,1072.1,1.000e+05,0.000,515.980,219.4,4.069e-02,4.992e-08,0.0,4.992e-08,4.992e-08,4.992e-08,0.0,0.00,1072.1,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.715e+03,1.410e+00,0.000,0.0000,
0.0,354.000,22.00,48.00,71136.555,70782.555,23.467,224.8,3.955e-02,4.733e-08,35.066,18.628,1085.5,1.000e+05,0.000,516.980,224.8,3.955e-02,4.733e-08,0.0,4.733e-08,4.733e-08,4.733e-08,0.0,0.00,1085.5,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.718e+03,1.410e+00,0.000,0.0000,
0.0,355.000,22.00,48.00,71137.555,70782.555,23.467,230.1,3.844e-02,4.489e-08,35.066,18.628,1098.8,1.000e+05,0.000,517.980,230.1,3.844e-02,4.489e-08,0.0,4.489e-08,4.489e-08,4.489e-08,0.0,0.00,1098.8,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.721e+03,1.410e+00,0.000,0.0000,
0.0,356.000,22.00,48.00,71138.555,70782.555,23.466,230.6,3.743e-02,4.358e-08,37.783,36.663,1100.4,1.000e+05,0.000,559.117,230.6,3.743e-02,4.358e-08,0.0,4.358e-08,4.358e-08,4.358e-08,0.0,0.00,1100.4,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.724e+03,1.410e+00,0.000,0.0000,
0.0,357.000,22.00,48.00,71139.555,70782.555,23.465,230.6,3.645e-02,4.241e-08,37.783,36.663,1100.8,1.000e+05,0.000,560.117,230.6,3.645e-02,4.241e-08,0.0,4.241e-08,4.241e-08,4.241e-08,0.0,0.00,1100.8,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.728e+03,1.410e+00,0.000,0.0000,
0.0,358.000,22.00,48.00,71140.555,70782.555,23.464,230.5,3.550e-02,4.127e-08,37.783,36.663,1101.3,1.000e+05,0.000,561.117,230.5,3.550e-02,4.127e-08,0.0,4.127e-08,4.127e-08,4.127e-08,0.0,0.00,1101.3,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.731e+03,1.410e+00,0.000,0.0000,
0.0,359.000,22.00,48.00,71141.555,70782.555,23.464,230.5,3.457e-02,4.016e-08,37.783,36.663,1101.7,1.000e+05,0.000,562.117,230.5,3.457e-02,4.016e-08,0.0,4.016e-08,4.016e-08,4.016e-08,0.0,0.00,1101.7,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.734e+03,1.410e+00,0.000,0.0000,
0.0,360.000,22.00,48.00,71142.555,70782.555,23.463,232.5,3.368e-02,3.875e-08,38.202,26.370,1106.9,1.000e+05,0.000,569.358,232.5,3.368e-02,3.875e-08,0.0,3.875e-08,3.875e-08,3.875e-08,0.0,0.00,1106.9,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.738e+03,1.410e+00,0.000,0.0000,
0.0,361.000,22.00,48.00,71143.555,70782.555,23.462,235.1,3.281e-02,3.731e-08,38.202,26.370,1113.5,1.000e+05,0.000,570.358,235.1,3.281e-02,3.731e-08,0.0,3.731e-08,3.731e-08,3.731e-08,0.0,0.00,1113.5,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.741e+03,1.410e+00,0.000,0.0000,
0.0,362.000,22.00,48.00,71144.555,70782.555,23.461,237.6,3.196e-02,3.592e-08,38.202,26.370,1120.1,1.000e+05,0.000,571.358,237.6,3.196e-02,3.592e-08,0.0,3.592e-08,3.592e-08,3.592e-08,0.0,0.00,1120.1,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.744e+03,1.410e+00,0.000,0.0000,
0.0,363.000,22.00,48.00,71145.555,70782.555,23.461,240.2,3.113e-02,3.459e-08,38.202,26.370,1126.6,1.000e+05,0.000,572.358,240.2,3.113e-02,3.459e-08,0.0,3.459e-08,3.459e-08,3.459e-08,0.0,0.00,1126.6,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.748e+03,1.410e+00,0.000,0.0000,
0.0,364.000,22.00,48.00,71146.555,70782.555,23.460,243.7,3.036e-02,3.321e-08,40.552,23.846,1135.4,1.000e+05,0.000,608.584,243.7,3.036e-02,3.321e-08,0.0,3.321e-08,3.321e-08,3.321e-08,0.0,0.00,1135.4,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.751e+03,1.410e+00,0.000,0.0000,
0.0,365.000,22.00,48.00,71147.555,70782.555,23.459,247.9,2.962e-02,3.183e-08,40.552,23.846,1145.3,1.000e+05,0.000,609.584,247.9,2.962e-02,3.183e-08,0.0,3.183e-08,3.183e-08,3.183e-08,0.0,0.00,1145.3,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.754e+03,1.410e+00,0.000,0.0000,
0.0,366.000,22.00,48.00,71148.555,70782.555,23.458,252.0,2.890e-02,3.053e-08,40.552,23.846,1155.3,1.000e+05,0.000,610.584,252.0,2.890e-02,3.053e-08,0.0,3.053e-08,3.053e-08,3.053e-08,0.0,0.00,1155.3,199.50,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.757e+03,1.410e+00,0.000,0.0000,
0.0,367.000,22.00,48.00,71149.555,70782.555,23.458,256.1,2.819e-02,2.928e-08,40.552,23.846,1165.1,1.000e+05,0.000,611.584,256.1,2.819e-02,2.928e-08,0.0,2.928e-08,2.928e-08,2.928e-08,0.0,0.00,1165.1,199.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.53,-1.54,277.52,20.70,127.02,45.08,5.20,35733.2,0.0000e+00,3.759e+03,1.410e+00,0.000,0.0000,
