ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,MinMaxFactor
0.0,419.000,22.00,48.00,25122.308,24703.308,10.608,159.5,2.242e-01,4.194e-07,50.670,49.964,896.2,1.000e+05,0.000,659.128,162.5,2.752e-01,5.054e-07,0.0,3.812e-07,4.613e-07,4.079e-07,-2.7,9.55,908.7,1.81,-17.0,-24.6,-8.7,-19.3,-31.2,0.0,-79.4,15.3,-110.6,15.3,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,1.0165e+20,3.351e+03,1.503e+00,2.481,1.0000,8.1823e+19,65.54,80.50,2.02,1.9193e+19,30.44,18.88,4.00,6.3227e+17,4.02,0.62,16.04,-0.099
0.0,420.000,22.00,48.00,25123.308,24703.308,10.607,159.5,2.198e-01,4.111e-07,50.670,49.964,896.3,1.000e+05,0.000,660.128,162.5,2.699e-01,4.955e-07,0.0,3.737e-07,4.522e-07,3.990e-07,-2.9,9.55,909.8,1.81,-17.0,-24.6,-8.8,-19.5,-30.5,0.0,-90.6,29.2,-121.1,29.2,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,9.9663e+19,3.352e+03,1.503e+00,2.480,1.0000,8.0230e+19,65.56,80.50,2.02,1.8819e+19,30.45,18.88,4.00,6.1453e+17,3.99,0.62,16.04,-0.099
0.0,421.000,22.00,48.00,25124.308,24703.308,10.606,159.5,2.155e-01,4.029e-07,50.849,50.134,896.5,1.000e+05,0.000,663.473,162.5,2.648e-01,4.859e-07,0.0,3.663e-07,4.432e-07,3.975e-07,-1.3,9.55,902.6,1.81,-17.1,-24.6,-8.8,-18.2,-29.8,0.0,-98.3,30.5,-128.2,30.5,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,9.7724e+19,3.353e+03,1.503e+00,2.480,1.0000,7.8673e+19,65.58,80.51,2.02,1.8454e+19,30.46,18.88,4.00,5.9709e+17,3.95,0.61,16.04,-0.099
0.0,422.000,22.00,48.00,25125.308,24703.308,10.605,159.5,2.113e-01,3.950e-07,50.849,50.134,896.6,1.000e+05,0.000,664.473,162.5,2.597e-01,4.765e-07,0.0,3.591e-07,4.345e-07,3.879e-07,-1.8,9.55,904.8,1.81,-17.1,-24.6,-8.8,-18.6,-29.2,0.0,-108.5,34.2,-137.7,34.2,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,9.5823e+19,3.354e+03,1.503e+00,2.479,1.0000,7.7147e+19,65.61,80.51,2.02,1.8096e+19,30.47,18.88,4.00,5.8015e+17,3.92,0.61,16.04,-0.099
0.0,423.000,22.00,48.00,25126.308,24703.308,10.604,159.5,2.072e-01,3.872e-07,50.849,50.134,896.7,1.000e+05,0.000,665.473,162.5,2.547e-01,4.672e-07,0.0,3.520e-07,4.259e-07,3.863e-07,-0.2,9.55,897.7,1.81,-17.1,-24.7,-8.8,-17.3,-28.5,0.0,-107.4,30.5,-135.9,30.5,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,9.3959e+19,3.355e+03,1.503e+00,2.478,1.0000,7.5650e+19,65.63,80.51,2.02,1.7745e+19,30.49,18.89,4.00,5.6368e+17,3.88,0.60,16.04,-0.099
0.0,424.000,22.00,48.00,25127.308,24703.308,10.603,159.5,2.032e-01,3.795e-07,50.849,50.134,896.9,1.000e+05,0.000,666.473,162.5,2.499e-01,4.582e-07,0.0,3.450e-07,4.175e-07,3.747e-07,-1.3,9.55,902.7,1.81,-17.2,-24.7,-8.9,-18.2,-27.8,0.0,-107.3,36.5,-135.1,36.5,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,9.2131e+19,3.356e+03,1.503e+00,2.477,1.0000,7.4182e+19,65.65,80.52,2.02,1.7401e+19,30.50,18.89,4.00,5.4768e+17,3.85,0.59,16.04,-0.099
0.0,425.000,22.00,48.00,25128.308,24703.308,10.602,159.5,1.992e-01,3.720e-07,50.849,50.134,897.0,1.000e+05,0.000,667.473,162.5,2.451e-01,4.493e-07,0.0,3.382e-07,4.092e-07,3.638e-07,-2.2,9.55,907.1,1.81,-17.2,-24.7,-8.9,-19.0,-27.2,0.0,-119.9,36.0,-147.0,36.0,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,9.0339e+19,3.357e+03,1.503e+00,2.477,1.0000,7.2743e+19,65.68,80.52,2.02,1.7063e+19,30.51,18.89,4.00,5.3214e+17,3.82,0.59,16.04,-0.099
0.0,426.000,22.00,48.00,25129.308,24703.308,10.601,159.5,1.953e-01,3.647e-07,51.026,50.308,897.1,1.000e+05,0.000,670.787,162.5,2.404e-01,4.406e-07,0.0,3.316e-07,4.012e-07,3.571e-07,-2.1,9.55,906.6,1.81,-17.2,-24.7,-8.9,-18.9,-26.5,0.0,-133.2,48.7,-159.7,48.7,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,8.8587e+19,3.358e+03,1.503e+00,2.476,1.0000,7.1337e+19,65.70,80.53,2.02,1.6733e+19,30.52,18.89,4.00,5.1685e+17,3.78,0.58,16.04,-0.099
0.0,427.000,22.00,48.00,25130.308,24703.308,10.601,159.5,1.915e-01,3.575e-07,51.026,50.308,897.3,1.000e+05,0.000,671.787,162.5,2.358e-01,4.321e-07,0.0,3.250e-07,3.933e-07,3.447e-07,-3.6,9.55,913.8,1.81,-17.2,-24.8,-9.0,-20.2,-25.8,0.0,-105.6,55.0,-131.5,55.0,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,8.6870e+19,3.359e+03,1.503e+00,2.475,1.0000,6.9958e+19,65.73,80.53,2.02,1.6410e+19,30.53,18.89,4.00,5.0201e+17,3.75,0.58,16.04,-0.099
0.0,428.000,22.00,48.00,25131.308,24703.308,10.600,159.5,1.878e-01,3.505e-07,51.026,50.308,897.4,1.000e+05,0.000,672.787,162.5,2.314e-01,4.237e-07,0.0,3.186e-07,3.856e-07,3.394e-07,-3.2,9.55,911.9,1.81,-17.3,-24.8,-9.0,-19.9,-25.2,0.0,-68.4,60.4,-93.6,60.4,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,8.5185e+19,3.360e+03,1.503e+00,2.474,1.0000,6.8605e+19,65.75,80.54,2.02,1.6092e+19,30.54,18.89,4.00,4.8758e+17,3.71,0.57,16.04,-0.099
0.0,429.000,22.00,48.00,25132.308,24703.308,10.599,159.5,1.842e-01,3.436e-07,51.026,50.308,897.5,1.000e+05,0.000,673.787,162.5,2.269e-01,4.155e-07,0.0,3.124e-07,3.780e-07,3.319e-07,-3.4,9.55,913.3,1.81,-17.3,-24.8,-9.0,-20.1,-24.5,0.0,-57.5,58.2,-82.0,58.2,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,8.3534e+19,3.361e+03,1.503e+00,2.474,1.0000,6.7279e+19,65.77,80.54,2.02,1.5781e+19,30.55,18.89,4.00,4.7358e+17,3.68,0.57,16.04,-0.099
0.0,430.000,22.00,48.00,25133.308,24703.308,10.598,159.5,1.806e-01,3.368e-07,51.026,50.308,897.7,1.000e+05,0.000,674.787,162.5,2.226e-01,4.075e-07,0.0,3.062e-07,3.705e-07,3.243e-07,-3.7,9.55,914.8,1.81,-17.3,-24.8,-9.1,-20.4,-23.8,0.0,-74.3,62.6,-98.1,62.6,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,8.1914e+19,3.362e+03,1.503e+00,2.473,1.0000,6.5978e+19,65.80,80.55,2.02,1.5476e+19,30.56,18.89,4.00,4.5997e+17,3.64,0.56,16.04,-0.099
0.0,431.000,22.00,48.00,25134.308,24703.308,10.597,159.5,1.771e-01,3.302e-07,51.205,50.473,897.8,1.000e+05,0.000,678.163,162.5,2.184e-01,3.996e-07,0.0,3.002e-07,3.633e-07,3.126e-07,-5.3,9.55,922.7,1.81,-17.4,-24.9,-9.1,-21.8,-23.2,0.0,-56.4,58.8,-79.6,58.8,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,8.0331e+19,3.363e+03,1.503e+00,2.472,1.0000,6.4707e+19,65.82,80.55,2.02,1.5178e+19,30.57,18.89,4.00,4.4659e+17,3.61,0.56,16.04,-0.099
0.0,432.000,22.00,48.00,25135.308,24703.308,10.596,159.5,1.737e-01,3.238e-07,51.205,50.473,897.9,1.000e+05,0.000,679.163,162.5,2.142e-01,3.919e-07,0.0,2.943e-07,3.561e-07,3.057e-07,-5.6,9.55,924.0,1.81,-17.4,-24.9,-9.1,-22.0,-22.5,0.0,-78.1,45.3,-100.6,45.3,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,7.8779e+19,3.364e+03,1.503e+00,2.471,1.0000,6.3460e+19,65.84,80.55,2.02,1.4885e+19,30.58,18.90,4.00,4.3360e+17,3.57,0.55,16.04,-0.099
0.0,433.000,22.00,48.00,25136.308,24703.308,10.595,159.5,1.703e-01,3.174e-07,51.205,50.473,898.1,1.000e+05,0.000,680.163,162.5,2.102e-01,3.843e-07,0.0,2.886e-07,3.491e-07,3.033e-07,-4.5,9.55,918.7,1.81,-17.4,-24.9,-9.2,-21.1,-21.8,0.0,-65.2,42.3,-87.1,42.3,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,7.7257e+19,3.365e+03,1.503e+00,2.471,1.0000,6.2237e+19,65.87,80.56,2.02,1.4599e+19,30.59,18.90,4.00,4.2098e+17,3.54,0.54,16.04,-0.099
0.0,434.000,22.00,48.00,25137.308,24703.308,10.594,159.5,1.670e-01,3.112e-07,51.205,50.473,898.2,1.000e+05,0.000,681.163,162.5,2.062e-01,3.769e-07,0.0,2.829e-07,3.423e-07,3.005e-07,-3.4,9.55,914.0,1.81,-17.4,-24.9,-9.2,-20.3,-21.2,0.0,-85.8,31.7,-106.9,31.7,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,7.5764e+19,3.366e+03,1.503e+00,2.470,1.0000,6.1038e+19,65.89,80.56,2.02,1.4317e+19,30.61,18.90,4.00,4.0873e+17,3.50,0.54,16.04,-0.099
0.0,435.000,22.00,48.00,25138.308,24703.308,10.594,159.5,1.638e-01,3.051e-07,51.205,50.473,898.3,1.000e+05,0.000,682.163,162.5,2.023e-01,3.696e-07,0.0,2.773e-07,3.356e-07,2.975e-07,-2.5,9.55,909.8,1.81,-17.5,-25.0,-9.2,-19.5,-20.5,0.0,-83.0,36.2,-103.5,36.2,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,7.4300e+19,3.367e+03,1.503e+00,2.469,1.0000,5.9862e+19,65.91,80.57,2.02,1.4041e+19,30.62,18.90,4.00,3.9684e+17,3.47,0.53,16.04,-0.099
0.0,436.000,22.00,48.00,25139.308,24703.308,10.593,159.4,1.604e-01,2.986e-07,47.057,46.453,898.4,1.000e+05,0.000,627.898,162.5,1.981e-01,3.619e-07,0.0,2.714e-07,3.284e-07,2.920e-07,-2.2,9.55,908.5,1.81,-17.5,-25.0,-9.2,-19.3,-19.8,0.0,-95.8,55.1,-115.6,55.1,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,7.2739e+19,3.368e+03,1.503e+00,2.468,1.0000,5.8607e+19,65.94,80.57,2.02,1.3747e+19,30.63,18.90,4.00,3.8446e+17,3.43,0.53,16.04,-0.099
0.0,437.000,22.00,48.00,25140.308,24703.308,10.592,159.4,1.570e-01,2.922e-07,47.057,46.453,898.6,1.000e+05,0.000,628.898,162.5,1.940e-01,3.543e-07,0.0,2.657e-07,3.214e-07,2.795e-07,-4.4,9.55,918.8,1.81,-17.5,-25.0,-9.3,-21.1,-19.2,0.0,-67.8,51.4,-87.0,51.4,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,7.1211e+19,3.369e+03,1.503e+00,2.468,1.0000,5.7379e+19,65.96,80.58,2.02,1.3459e+19,30.64,18.90,4.00,3.7246e+17,3.40,0.52,16.04,-0.099
0.0,438.000,22.00,48.00,25141.308,24703.308,10.591,159.4,1.537e-01,2.860e-07,47.057,46.453,898.7,1.000e+05,0.000,629.898,162.5,1.900e-01,3.469e-07,0.0,2.600e-07,3.146e-07,2.719e-07,-4.9,9.55,921.7,1.81,-17.6,-25.0,-9.3,-21.6,-18.5,0.0,-72.8,44.3,-91.3,44.3,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,6.9715e+19,3.371e+03,1.503e+00,2.467,1.0000,5.6177e+19,65.99,80.58,2.02,1.3177e+19,30.65,18.90,4.00,3.6083e+17,3.37,0.52,16.04,-0.099
0.0,439.000,22.00,48.00,25142.308,24703.308,10.590,159.4,1.505e-01,2.799e-07,47.057,46.453,898.8,1.000e+05,0.000,630.898,162.5,1.861e-01,3.396e-07,0.0,2.545e-07,3.079e-07,2.649e-07,-5.4,9.55,923.9,1.81,-17.6,-25.1,-9.3,-22.0,-17.8,0.0,-80.6,36.2,-98.5,36.2,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,6.8251e+19,3.372e+03,1.503e+00,2.466,1.0000,5.5000e+19,66.01,80.59,2.02,1.2901e+19,30.66,18.90,4.00,3.4957e+17,3.33,0.51,16.04,-0.099
0.0,440.000,22.00,48.00,25143.308,24703.308,10.589,159.4,1.473e-01,2.739e-07,47.057,46.453,899.0,1.000e+05,0.000,631.898,162.5,1.822e-01,3.325e-07,0.0,2.490e-07,3.013e-07,2.586e-07,-5.6,9.55,925.2,1.81,-17.6,-25.1,-9.4,-22.2,-17.2,0.0,-107.7,25.2,-124.9,25.2,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,6.6817e+19,3.373e+03,1.503e+00,2.465,1.0000,5.3847e+19,66.03,80.59,2.02,1.2631e+19,30.67,18.90,4.00,3.3866e+17,3.30,0.51,16.04,-0.099
0.0,441.000,22.00,48.00,25144.308,24703.308,10.588,159.4,1.444e-01,2.685e-07,50.764,50.074,899.1,1.000e+05,0.000,682.671,162.5,1.787e-01,3.260e-07,0.0,2.441e-07,2.954e-07,2.535e-07,-5.6,9.55,925.4,1.81,-17.6,-25.1,-9.4,-22.3,-16.5,0.0,-107.5,8.6,-124.0,8.6,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,6.5515e+19,3.374e+03,1.503e+00,2.465,1.0000,5.2801e+19,66.06,80.59,2.02,1.2386e+19,30.68,18.90,4.00,3.2844e+17,3.26,0.50,16.04,-0.099
0.0,442.000,22.00,48.00,25145.308,24703.308,10.587,159.4,1.416e-01,2.632e-07,50.764,50.074,899.2,1.000e+05,0.000,683.671,162.5,1.753e-01,3.197e-07,0.0,2.393e-07,2.895e-07,2.494e-07,-5.3,9.55,923.8,1.81,-17.7,-25.2,-9.4,-22.0,-15.8,0.0,-97.1,14.8,-112.9,14.8,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,6.4239e+19,3.375e+03,1.503e+00,2.464,1.0000,5.1775e+19,66.08,80.60,2.02,1.2145e+19,30.69,18.91,4.00,3.1853e+17,3.23,0.50,16.04,-0.099
0.0,443.000,22.00,48.00,25146.308,24703.308,10.587,159.4,1.388e-01,2.580e-07,50.764,50.074,899.3,1.000e+05,0.000,684.671,162.5,1.720e-01,3.135e-07,0.0,2.346e-07,2.838e-07,2.456e-07,-4.8,9.55,921.9,1.81,-17.7,-25.2,-9.5,-21.7,-15.1,0.0,-112.4,18.8,-127.5,18.8,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,6.2988e+19,3.376e+03,1.503e+00,2.463,1.0000,5.0770e+19,66.10,80.60,2.02,1.1909e+19,30.70,18.91,4.00,3.0892e+17,3.19,0.49,16.04,-0.099
0.0,444.000,22.00,48.00,25147.308,24703.308,10.586,159.4,1.361e-01,2.529e-07,50.764,50.074,899.5,1.000e+05,0.000,685.671,162.5,1.687e-01,3.074e-07,0.0,2.299e-07,2.782e-07,2.409e-07,-4.8,9.55,921.7,1.81,-17.7,-25.2,-9.5,-21.6,-14.5,0.0,-103.2,18.9,-117.7,18.9,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,6.1761e+19,3.377e+03,1.503e+00,2.462,1.0000,4.9783e+19,66.13,80.61,2.02,1.1678e+19,30.71,18.91,4.00,2.9960e+17,3.16,0.49,16.04,-0.099
0.0,445.000,22.00,48.00,25148.308,24703.308,10.585,159.4,1.335e-01,2.479e-07,50.764,50.074,899.6,1.000e+05,0.000,686.671,162.5,1.655e-01,3.014e-07,0.0,2.254e-07,2.727e-07,2.302e-07,-7.1,9.55,933.6,1.81,-17.8,-25.2,-9.5,-23.6,-13.8,0.0,-107.4,20.6,-121.2,20.6,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,6.0558e+19,3.378e+03,1.503e+00,2.462,1.0000,4.8816e+19,66.15,80.61,2.02,1.1451e+19,30.73,18.91,4.00,2.9056e+17,3.13,0.48,16.04,-0.099
0.0,446.000,22.00,48.00,25149.308,24703.308,10.584,159.4,1.309e-01,2.430e-07,50.953,50.255,899.7,1.000e+05,0.000,690.237,162.5,1.623e-01,2.956e-07,0.0,2.209e-07,2.673e-07,2.259e-07,-7.1,9.55,933.2,1.81,-17.8,-25.3,-9.6,-23.6,-13.1,0.0,-97.1,8.0,-110.2,8.0,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.9382e+19,3.379e+03,1.503e+00,2.461,1.0000,4.7871e+19,66.17,80.62,2.02,1.1229e+19,30.74,18.91,4.00,2.8167e+17,3.09,0.47,16.04,-0.099
0.0,447.000,22.00,48.00,25150.308,24703.308,10.583,159.4,1.283e-01,2.382e-07,50.953,50.255,899.9,1.000e+05,0.000,691.237,162.5,1.592e-01,2.899e-07,0.0,2.166e-07,2.621e-07,2.226e-07,-6.6,9.55,930.9,1.81,-17.8,-25.3,-9.6,-23.2,-12.5,0.0,-84.7,6.9,-97.2,6.9,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.8229e+19,3.380e+03,1.503e+00,2.460,1.0000,4.6944e+19,66.20,80.62,2.02,1.1012e+19,30.75,18.91,4.00,2.7305e+17,3.06,0.47,16.04,-0.099
0.0,448.000,22.00,48.00,25151.308,24703.308,10.582,159.4,1.258e-01,2.335e-07,50.953,50.255,900.0,1.000e+05,0.000,692.237,162.5,1.562e-01,2.843e-07,0.0,2.123e-07,2.569e-07,2.220e-07,-5.0,9.55,923.1,1.81,-17.8,-25.3,-9.6,-21.9,-11.8,0.0,-119.4,11.0,-131.2,11.0,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.7098e+19,3.381e+03,1.503e+00,2.459,1.0000,4.6035e+19,66.22,80.62,2.02,1.0798e+19,30.76,18.91,4.00,2.6470e+17,3.02,0.46,16.04,-0.099
0.0,449.000,22.00,48.00,25152.308,24703.308,10.581,159.4,1.234e-01,2.289e-07,50.953,50.255,900.1,1.000e+05,0.000,693.237,162.5,1.532e-01,2.788e-07,0.0,2.081e-07,2.518e-07,2.210e-07,-3.5,9.55,916.2,1.81,-17.9,-25.3,-9.7,-20.7,-11.1,0.0,-89.9,6.6,-101.1,6.6,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.5990e+19,3.382e+03,1.503e+00,2.459,1.0000,4.5144e+19,66.24,80.63,2.02,1.0589e+19,30.77,18.91,4.00,2.5660e+17,2.99,0.46,16.04,-0.099
0.0,450.000,22.00,48.00,25153.308,24703.308,10.580,159.4,1.210e-01,2.244e-07,50.953,50.255,900.2,1.000e+05,0.000,694.237,162.5,1.503e-01,2.734e-07,0.0,2.040e-07,2.469e-07,2.170e-07,-3.3,9.55,915.5,1.81,-17.9,-25.4,-9.7,-20.6,-10.5,0.0,-108.5,-8.6,-119.0,-8.6,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.4903e+19,3.383e+03,1.503e+00,2.458,1.0000,4.4270e+19,66.26,80.63,2.02,1.0384e+19,30.78,18.91,4.00,2.4875e+17,2.96,0.45,16.04,-0.099
0.0,451.000,22.00,48.00,25154.308,24703.308,10.580,159.4,1.187e-01,2.200e-07,51.103,50.434,900.4,1.000e+05,0.000,697.276,162.5,1.474e-01,2.681e-07,0.0,2.000e-07,2.420e-07,2.103e-07,-4.4,9.55,920.9,1.81,-17.9,-25.4,-9.7,-21.5,-9.8,0.0,-118.0,-4.6,-127.8,-4.6,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.3841e+19,3.384e+03,1.503e+00,2.457,1.0000,4.3416e+19,66.29,80.64,2.02,1.0184e+19,30.79,18.92,4.00,2.4103e+17,2.92,0.45,16.04,-0.099
0.0,452.000,22.00,48.00,25155.308,24703.308,10.579,159.4,1.164e-01,2.157e-07,51.103,50.434,900.5,1.000e+05,0.000,698.276,162.5,1.446e-01,2.629e-07,0.0,1.961e-07,2.373e-07,2.085e-07,-3.3,9.55,915.9,1.81,-18.0,-25.4,-9.8,-20.7,-9.1,0.0,-102.8,-3.7,-112.0,-3.7,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.2799e+19,3.385e+03,1.503e+00,2.457,1.0000,4.2578e+19,66.31,80.64,2.02,9.9874e+18,30.80,18.92,4.00,2.3355e+17,2.89,0.44,16.04,-0.099
0.0,453.000,22.00,48.00,25156.308,24703.308,10.578,159.4,1.141e-01,2.115e-07,51.103,50.434,900.6,1.000e+05,0.000,699.276,162.5,1.419e-01,2.579e-07,0.0,1.922e-07,2.326e-07,2.061e-07,-2.5,9.55,912.2,1.81,-18.0,-25.4,-9.8,-20.1,-8.5,0.0,-88.3,-3.7,-96.7,-3.7,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.1777e+19,3.386e+03,1.503e+00,2.456,1.0000,4.1756e+19,66.33,80.65,2.02,9.7946e+18,30.81,18.92,4.00,2.2630e+17,2.85,0.44,16.04,-0.099
0.0,454.000,22.00,48.00,25157.308,24703.308,10.577,159.4,1.119e-01,2.073e-07,51.103,50.434,900.7,1.000e+05,0.000,700.276,162.5,1.392e-01,2.529e-07,0.0,1.885e-07,2.281e-07,2.021e-07,-2.5,9.55,912.4,1.81,-18.0,-25.5,-9.8,-20.1,-7.8,0.0,-85.3,2.8,-93.1,2.8,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.0775e+19,3.387e+03,1.503e+00,2.455,1.0000,4.0950e+19,66.36,80.65,2.02,9.6056e+18,30.82,18.92,4.00,2.1928e+17,2.82,0.43,16.04,-0.099
0.0,455.000,22.00,48.00,25158.308,24703.308,10.576,159.4,1.097e-01,2.033e-07,51.103,50.434,900.9,1.000e+05,0.000,701.276,162.5,1.365e-01,2.480e-07,0.0,1.848e-07,2.236e-07,2.019e-07,-0.7,9.55,903.9,1.81,-18.0,-25.5,-9.8,-18.6,-7.1,0.0,-54.2,5.1,-61.3,5.1,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,4.9793e+19,3.388e+03,1.503e+00,2.454,1.0000,4.0160e+19,66.38,80.65,2.02,9.4202e+18,30.83,18.92,4.00,2.1247e+17,2.79,0.43,16.04,-0.099
0.0,456.000,22.00,48.00,25159.308,24703.308,10.575,159.4,1.076e-01,1.993e-07,51.278,50.607,901.0,1.000e+05,0.000,704.671,162.5,1.339e-01,2.432e-07,0.0,1.812e-07,2.192e-07,1.971e-07,-1.1,9.55,906.0,1.81,-18.1,-25.5,-9.9,-19.0,-6.5,0.0,-63.0,14.4,-69.5,14.4,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,4.8832e+19,3.389e+03,1.503e+00,2.454,1.0000,3.9387e+19,66.40,80.66,2.02,9.2390e+18,30.84,18.92,4.00,2.0577e+17,2.75,0.42,16.04,-0.099
0.0,457.000,22.00,48.00,25160.308,24703.308,10.574,159.4,1.055e-01,1.954e-07,51.278,50.607,901.1,1.000e+05,0.000,705.671,162.5,1.314e-01,2.386e-07,0.0,1.776e-07,2.149e-07,1.925e-07,-1.5,9.55,907.8,1.81,-18.1,-25.5,-9.9,-19.3,-5.8,0.0,-63.1,18.7,-68.9,18.7,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,4.7890e+19,3.390e+03,1.503e+00,2.453,1.0000,3.8630e+19,66.42,80.66,2.02,9.0613e+18,30.85,18.92,4.00,1.9929e+17,2.72,0.42,16.04,-0.099
0.0,458.000,22.00,48.00,25161.308,24703.308,10.573,159.3,1.035e-01,1.916e-07,51.278,50.607,901.2,1.000e+05,0.000,706.671,162.5,1.289e-01,2.340e-07,0.0,1.741e-07,2.107e-07,1.903e-07,-0.7,9.55,904.2,1.81,-18.1,-25.6,-9.9,-18.7,-5.1,0.0,-77.3,5.7,-82.5,5.7,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,4.6966e+19,3.391e+03,1.503e+00,2.452,1.0000,3.7886e+19,66.45,80.67,2.02,8.8870e+18,30.86,18.92,4.00,1.9301e+17,2.69,0.41,16.04,-0.099
0.0,459.000,22.00,48.00,25162.308,24703.308,10.573,159.3,1.015e-01,1.878e-07,51.278,50.607,901.3,1.000e+05,0.000,707.671,162.5,1.265e-01,2.295e-07,0.0,1.707e-07,2.066e-07,1.869e-07,-0.5,9.55,903.5,1.81,-18.2,-25.6,-10.0,-18.6,-4.5,0.0,-58.4,4.4,-62.8,4.4,112.0,56.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,4.6060e+19,3.391e+03,1.503e+00,2.452,1.0000,3.7157e+19,66.47,80.67,2.02,8.7160e+18,30.88,18.92,4.00,1.8692e+17,2.66,0.41,16.04,-0.099
