ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,MinMaxFactor
0.0,0.000,22.00,48.00,24703.308,24703.308,10.985,71.1,1.000e+05,4.425e-01,23.793,41.949,608.1,1.000e+05,1.000,-0.000,71.5,1.000e+05,4.402e-01,0.0,4.339e-01,4.514e-01,4.481e-01,1.3,1.98,604.3,0.00,0.5,-1.4,2.5,1.8,-310.8,0.0,-7.6,46.6,-318.4,46.6,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,1.0207e+26,3.177e+03,1.636e+00,2.611,0.9977,8.1373e+25,61.69,79.73,2.02,1.9088e+25,28.65,18.70,4.00,1.6051e+24,9.66,1.57,16.04,-0.099
0.0,1.000,22.00,48.00,24704.308,24703.308,10.984,70.2,9.503e+04,4.261e-01,19.593,26.702,604.2,1.000e+05,0.950,1.000,70.6,9.506e+04,4.239e-01,0.0,4.171e-01,4.353e-01,4.316e-01,1.3,2.14,600.4,2.26,0.5,-1.6,2.7,1.8,-310.2,0.0,-2.0,49.4,-312.1,49.4,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,9.8315e+25,3.177e+03,1.637e+00,2.611,0.9976,7.8382e+25,61.69,79.73,2.02,1.8386e+25,28.65,18.70,4.00,1.5459e+24,9.66,1.57,16.04,-0.099
0.0,2.000,22.00,48.00,24705.308,24703.308,10.983,69.3,9.030e+04,4.104e-01,19.593,26.702,600.3,1.000e+05,0.903,2.000,69.7,9.036e+04,4.083e-01,0.0,4.010e-01,4.199e-01,4.155e-01,1.2,2.30,596.6,2.30,0.5,-1.8,2.8,1.8,-309.5,0.0,-3.5,48.3,-313.0,48.3,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,9.4701e+25,3.177e+03,1.638e+00,2.611,0.9976,7.5502e+25,61.69,79.73,2.02,1.7710e+25,28.65,18.70,4.00,1.4888e+24,9.66,1.57,16.04,-0.099
0.0,3.000,22.00,48.00,24706.308,24703.308,10.982,68.3,8.581e+04,3.953e-01,19.593,26.702,596.4,1.000e+05,0.858,3.000,68.7,8.589e+04,3.933e-01,0.0,3.857e-01,4.051e-01,4.033e-01,2.0,2.46,590.5,2.34,0.5,-1.9,3.0,2.5,-308.8,0.0,-5.3,42.5,-314.2,42.5,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,9.1220e+25,3.177e+03,1.639e+00,2.611,0.9976,7.2727e+25,61.69,79.73,2.02,1.7059e+25,28.65,18.70,4.00,1.4339e+24,9.66,1.57,16.04,-0.099
0.0,4.000,22.00,48.00,24707.308,24703.308,10.981,67.4,8.154e+04,3.808e-01,19.593,26.702,592.5,1.000e+05,0.815,4.000,67.8,8.164e+04,3.790e-01,0.0,3.710e-01,3.909e-01,3.894e-01,2.2,2.62,586.0,2.39,0.5,-2.1,3.2,2.7,-308.2,0.0,-2.4,40.8,-310.6,40.8,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,8.7868e+25,3.177e+03,1.639e+00,2.611,0.9976,7.0054e+25,61.69,79.73,2.02,1.6432e+25,28.65,18.70,4.00,1.3809e+24,9.66,1.57,16.04,-0.099
0.0,5.000,22.00,48.00,24708.308,24703.308,10.980,66.5,7.748e+04,3.670e-01,19.593,26.702,588.6,1.000e+05,0.775,5.000,66.9,7.760e+04,3.652e-01,0.0,3.569e-01,3.773e-01,3.795e-01,3.4,2.77,578.8,2.43,0.5,-2.3,3.3,3.9,-307.5,0.0,-5.4,35.9,-312.9,35.9,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,8.4638e+25,3.177e+03,1.641e+00,2.611,0.9975,6.7480e+25,61.69,79.73,2.02,1.5828e+25,28.65,18.70,4.00,1.3300e+24,9.65,1.57,16.04,-0.099
0.0,6.000,22.00,48.00,24709.308,24703.308,10.979,65.5,7.340e+04,3.528e-01,18.481,25.742,584.5,1.000e+05,0.734,5.716,65.9,7.354e+04,3.512e-01,0.0,3.426e-01,3.633e-01,3.641e-01,3.2,2.93,575.3,2.48,0.5,-2.4,3.5,3.7,-306.8,0.0,-4.6,35.2,-311.5,35.2,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,8.1413e+25,3.177e+03,1.642e+00,2.611,0.9975,6.4909e+25,61.69,79.73,2.02,1.5225e+25,28.66,18.70,4.00,1.2791e+24,9.65,1.57,16.04,-0.099
0.0,7.000,22.00,48.00,24710.308,24703.308,10.978,64.5,6.954e+04,3.393e-01,18.481,25.742,580.3,1.000e+05,0.695,6.716,64.9,6.970e+04,3.377e-01,0.0,3.290e-01,3.499e-01,3.541e-01,4.4,3.09,568.0,2.53,0.5,-2.6,3.6,4.8,-306.2,0.0,-0.7,32.7,-306.8,32.7,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,7.8311e+25,3.177e+03,1.643e+00,2.611,0.9975,6.2435e+25,61.69,79.73,2.02,1.4645e+25,28.66,18.70,4.00,1.2301e+24,9.65,1.57,16.04,-0.099
0.0,8.000,22.00,48.00,24711.308,24703.308,10.977,63.5,6.587e+04,3.264e-01,18.481,25.742,576.1,1.000e+05,0.659,7.716,64.0,6.605e+04,3.249e-01,0.0,3.159e-01,3.371e-01,3.405e-01,4.3,3.25,564.0,2.58,0.4,-2.8,3.8,4.8,-305.5,0.0,-1.8,35.0,-307.3,35.0,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,7.5327e+25,3.177e+03,1.644e+00,2.610,0.9975,6.0056e+25,61.69,79.73,2.02,1.4087e+25,28.66,18.70,4.00,1.1830e+24,9.65,1.57,16.04,-0.099
0.0,9.000,22.00,48.00,24712.308,24703.308,10.976,62.6,6.240e+04,3.140e-01,18.481,25.742,571.8,1.000e+05,0.624,8.716,63.0,6.260e+04,3.126e-01,0.0,3.035e-01,3.249e-01,3.271e-01,4.2,3.40,560.2,2.64,0.4,-2.9,3.9,4.6,-304.8,0.0,0.5,31.7,-304.3,31.7,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,7.2456e+25,3.177e+03,1.645e+00,2.610,0.9975,5.7768e+25,61.69,79.73,2.02,1.3551e+25,28.66,18.70,4.00,1.1377e+24,9.65,1.57,16.04,-0.099
0.0,10.000,22.00,48.00,24713.308,24703.308,10.975,61.6,5.912e+04,3.022e-01,18.481,25.742,567.5,1.000e+05,0.591,9.716,62.0,5.932e+04,3.009e-01,0.0,2.916e-01,3.131e-01,3.175e-01,5.1,3.56,553.6,2.70,0.4,-3.1,4.1,5.5,-304.2,0.0,-0.9,32.3,-305.1,32.3,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,6.9695e+25,3.177e+03,1.646e+00,2.610,0.9975,5.5567e+25,61.70,79.73,2.02,1.3034e+25,28.66,18.70,4.00,1.0942e+24,9.65,1.57,16.04,-0.099
0.0,11.000,22.00,48.00,24714.308,24703.308,10.974,60.8,5.577e+04,2.889e-01,17.167,22.508,563.8,1.000e+05,0.558,10.025,61.2,5.599e+04,2.878e-01,0.0,2.784e-01,2.999e-01,3.048e-01,5.5,3.72,549.0,2.76,0.4,-3.3,4.2,5.9,-303.5,0.0,6.3,34.0,-297.2,34.0,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,6.6667e+25,3.177e+03,1.647e+00,2.610,0.9975,5.3152e+25,61.70,79.73,2.02,1.2468e+25,28.66,18.70,4.00,1.0465e+24,9.65,1.57,16.04,-0.099
0.0,12.000,22.00,48.00,24715.308,24703.308,10.973,59.9,5.262e+04,2.763e-01,17.167,22.508,560.1,1.000e+05,0.526,11.025,60.4,5.285e+04,2.753e-01,0.0,2.658e-01,2.872e-01,2.939e-01,6.4,3.87,543.1,2.82,0.4,-3.4,4.3,6.8,-302.8,0.0,6.0,35.4,-296.9,35.4,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,6.3770e+25,3.177e+03,1.648e+00,2.610,0.9976,5.0843e+25,61.70,79.73,2.02,1.1926e+25,28.66,18.70,4.00,1.0008e+24,9.64,1.57,16.04,-0.099
0.0,13.000,22.00,48.00,24716.308,24703.308,10.973,59.1,4.964e+04,2.643e-01,17.167,22.508,556.4,1.000e+05,0.496,12.025,59.6,4.988e+04,2.634e-01,0.0,2.539e-01,2.752e-01,2.828e-01,7.0,4.03,537.9,2.88,0.4,-3.6,4.5,7.4,-302.1,0.0,3.8,38.0,-298.3,38.0,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,6.0999e+25,3.178e+03,1.649e+00,2.610,0.9976,4.8633e+25,61.70,79.73,2.02,1.1408e+25,28.66,18.70,4.00,9.5711e+23,9.64,1.57,16.04,-0.099
0.0,14.000,22.00,48.00,24717.308,24703.308,10.972,58.3,4.683e+04,2.529e-01,17.167,22.508,552.7,1.000e+05,0.468,13.025,58.8,4.708e+04,2.521e-01,0.0,2.425e-01,2.637e-01,2.715e-01,7.4,4.19,533.4,2.95,0.3,-3.8,4.6,7.7,-301.5,0.0,9.4,37.5,-292.1,37.5,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.8348e+25,3.178e+03,1.650e+00,2.610,0.9976,4.6520e+25,61.70,79.73,2.02,1.0912e+25,28.66,18.70,4.00,9.1534e+23,9.64,1.57,16.04,-0.099
0.0,15.000,22.00,48.00,24718.308,24703.308,10.971,57.4,4.418e+04,2.420e-01,17.167,22.508,548.9,1.000e+05,0.442,14.025,58.0,4.444e+04,2.412e-01,0.0,2.317e-01,2.527e-01,2.592e-01,7.1,4.34,530.4,3.02,0.3,-4.0,4.8,7.4,-300.8,0.0,18.3,41.0,-282.6,41.0,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.5813e+25,3.178e+03,1.650e+00,2.610,0.9977,4.4499e+25,61.70,79.73,2.02,1.0438e+25,28.66,18.70,4.00,8.7539e+23,9.64,1.57,16.04,-0.099
0.0,16.000,22.00,48.00,24719.308,24703.308,10.970,56.9,4.155e+04,2.297e-01,16.273,19.246,546.5,1.000e+05,0.415,14.295,57.4,4.181e+04,2.291e-01,0.0,2.196e-01,2.403e-01,2.472e-01,7.6,4.50,526.7,3.10,0.3,-4.1,4.9,7.9,-300.1,0.0,19.5,39.6,-280.7,39.6,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.2987e+25,3.178e+03,1.651e+00,2.610,0.9977,4.2246e+25,61.70,79.73,2.02,9.9099e+24,28.66,18.70,4.00,8.3091e+23,9.64,1.57,16.04,-0.099
0.0,17.000,22.00,48.00,24720.308,24703.308,10.969,56.4,3.907e+04,2.180e-01,16.273,19.246,544.0,1.000e+05,0.391,15.295,56.9,3.934e+04,2.176e-01,0.0,2.081e-01,2.284e-01,2.351e-01,7.8,4.65,523.9,3.18,0.2,-4.3,5.0,8.0,-299.5,0.0,13.7,37.1,-285.8,37.1,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,5.0304e+25,3.178e+03,1.651e+00,2.610,0.9978,4.0108e+25,61.70,79.73,2.02,9.4082e+24,28.66,18.70,4.00,7.8869e+23,9.63,1.57,16.04,-0.099
0.0,18.000,22.00,48.00,24721.308,24703.308,10.968,55.8,3.674e+04,2.070e-01,16.273,19.246,541.5,1.000e+05,0.367,16.295,56.4,3.702e+04,2.067e-01,0.0,1.973e-01,2.172e-01,2.230e-01,7.7,4.81,521.7,3.26,0.2,-4.5,5.1,7.9,-298.8,0.0,7.0,37.9,-291.8,37.9,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,4.7758e+25,3.179e+03,1.652e+00,2.610,0.9978,3.8077e+25,61.70,79.73,2.02,8.9319e+24,28.66,18.70,4.00,7.4862e+23,9.63,1.57,16.04,-0.099
0.0,19.000,22.00,48.00,24722.308,24703.308,10.967,55.3,3.455e+04,1.965e-01,16.273,19.246,539.0,1.000e+05,0.345,17.295,55.8,3.483e+04,1.963e-01,0.0,1.870e-01,2.065e-01,2.137e-01,8.7,4.96,516.8,3.35,0.1,-4.7,5.2,8.9,-298.1,0.0,4.2,30.3,-293.9,30.3,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,4.5340e+25,3.179e+03,1.652e+00,2.610,0.9979,3.6150e+25,61.71,79.73,2.02,8.4797e+24,28.66,18.70,4.00,7.1058e+23,9.63,1.57,16.04,-0.099
0.0,20.000,22.00,48.00,24723.308,24703.308,10.966,54.8,3.249e+04,1.866e-01,16.273,19.246,536.4,1.000e+05,0.325,18.295,55.3,3.277e+04,1.865e-01,0.0,1.773e-01,1.964e-01,2.028e-01,8.7,5.12,514.5,3.44,0.1,-4.9,5.3,8.8,-297.5,0.0,11.9,30.5,-285.6,30.5,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,4.3045e+25,3.179e+03,1.653e+00,2.610,0.9979,3.4320e+25,61.71,79.73,2.02,8.0504e+24,28.66,18.70,4.00,6.7448e+23,9.63,1.57,16.04,-0.099
0.0,21.000,22.00,48.00,24724.308,24703.308,10.965,54.4,3.047e+04,1.763e-01,15.600,17.559,534.6,1.000e+05,0.305,18.538,54.9,3.076e+04,1.762e-01,0.0,1.672e-01,1.858e-01,1.914e-01,8.6,5.27,513.0,3.54,0.0,-5.1,5.4,8.6,-296.8,0.0,18.2,32.3,-278.6,32.3,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,4.0661e+25,3.179e+03,1.653e+00,2.610,0.9980,3.2420e+25,61.71,79.73,2.02,7.6047e+24,28.66,18.70,4.00,6.3701e+23,9.63,1.57,16.04,-0.099
0.0,22.000,22.00,48.00,24725.308,24703.308,10.964,54.0,2.858e+04,1.665e-01,15.600,17.559,532.8,1.000e+05,0.286,19.538,54.5,2.887e+04,1.665e-01,0.0,1.577e-01,1.758e-01,1.846e-01,10.9,5.43,505.9,3.64,-0.0,-5.3,5.6,10.9,-296.1,0.0,10.9,28.2,-285.2,28.2,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,3.8410e+25,3.180e+03,1.653e+00,2.610,0.9981,3.0625e+25,61.71,79.73,2.02,7.1837e+24,28.66,18.70,4.00,6.0162e+23,9.63,1.57,16.04,-0.099
0.0,23.000,22.00,48.00,24726.308,24703.308,10.963,53.6,2.681e+04,1.573e-01,15.600,17.559,530.9,1.000e+05,0.268,20.538,54.1,2.709e+04,1.574e-01,0.0,1.488e-01,1.663e-01,1.733e-01,10.2,5.58,505.8,3.75,-0.1,-5.5,5.7,10.1,-295.5,0.0,11.4,33.1,-284.1,33.1,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,3.6283e+25,3.180e+03,1.654e+00,2.610,0.9982,2.8929e+25,61.71,79.73,2.02,6.7860e+24,28.66,18.70,4.00,5.6819e+23,9.62,1.57,16.04,-0.099
0.0,24.000,22.00,48.00,24727.308,24703.308,10.962,53.2,2.514e+04,1.486e-01,15.600,17.559,529.0,1.000e+05,0.251,21.538,53.8,2.543e+04,1.487e-01,0.0,1.403e-01,1.574e-01,1.618e-01,8.9,5.74,507.0,3.87,-0.1,-5.7,5.8,8.8,-294.8,0.0,7.4,32.7,-287.5,32.7,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,3.4274e+25,3.180e+03,1.654e+00,2.610,0.9983,2.7328e+25,61.71,79.73,2.02,6.4103e+24,28.67,18.70,4.00,5.3662e+23,9.62,1.57,16.04,-0.099
0.0,25.000,22.00,48.00,24728.308,24703.308,10.961,52.8,2.358e+04,1.404e-01,15.600,17.559,527.2,1.000e+05,0.236,22.538,53.4,2.386e+04,1.406e-01,0.0,1.324e-01,1.489e-01,1.546e-01,10.1,5.89,502.4,3.99,-0.1,-5.8,5.9,10.0,-294.1,0.0,1.5,28.9,-292.6,28.9,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,3.2377e+25,3.181e+03,1.654e+00,2.610,0.9984,2.5815e+25,61.71,79.73,2.02,6.0554e+24,28.67,18.70,4.00,5.0681e+23,9.62,1.57,16.04,-0.099
0.0,26.000,22.00,48.00,24729.308,24703.308,10.961,52.6,2.207e+04,1.320e-01,15.104,16.250,526.0,1.000e+05,0.221,22.821,53.1,2.235e+04,1.322e-01,0.0,1.243e-01,1.402e-01,1.438e-01,9.0,6.04,503.9,4.12,-0.2,-6.0,6.0,8.8,-293.5,0.0,6.8,20.9,-286.7,20.9,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,3.0445e+25,3.181e+03,1.655e+00,2.610,0.9985,2.4274e+25,61.71,79.73,2.02,5.6940e+24,28.67,18.70,4.00,4.7646e+23,9.62,1.56,16.04,-0.099
0.0,27.000,22.00,48.00,24730.308,24703.308,10.960,52.3,2.066e+04,1.241e-01,15.104,16.250,524.8,1.000e+05,0.207,23.821,52.9,2.093e+04,1.244e-01,0.0,1.167e-01,1.320e-01,1.381e-01,11.3,6.20,497.4,4.26,-0.2,-6.2,6.1,11.0,-292.8,0.0,1.5,25.6,-291.3,25.6,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,2.8628e+25,3.181e+03,1.655e+00,2.610,0.9985,2.2826e+25,61.72,79.73,2.02,5.3542e+24,28.67,18.70,4.00,4.4793e+23,9.62,1.56,16.04,-0.099
0.0,28.000,22.00,48.00,24731.308,24703.308,10.959,52.1,1.933e+04,1.167e-01,15.104,16.250,523.6,1.000e+05,0.193,24.821,52.6,1.961e+04,1.170e-01,0.0,1.095e-01,1.244e-01,1.321e-01,13.2,6.35,492.2,4.41,-0.3,-6.4,6.2,12.8,-292.1,0.0,-4.6,24.2,-296.7,24.2,25.0,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,2.6920e+25,3.182e+03,1.655e+00,2.610,0.9986,2.1464e+25,61.72,79.73,2.02,5.0347e+24,28.67,18.70,4.00,4.2111e+23,9.61,1.56,16.04,-0.099
0.0,29.000,22.00,48.00,24732.308,24703.308,10.958,51.8,1.810e+04,1.097e-01,15.104,16.250,522.4,1.000e+05,0.181,25.821,52.4,1.836e+04,1.101e-01,0.0,1.028e-01,1.171e-01,1.226e-01,11.7,6.50,494.2,4.58,-0.3,-6.6,6.4,11.4,-291.5,0.0,-1.0,28.9,-292.5,28.9,25.3,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,2.5313e+25,3.182e+03,1.655e+00,2.610,0.9987,2.0183e+25,61.72,79.73,2.02,4.7343e+24,28.67,18.70,4.00,3.9589e+23,9.61,1.56,16.04,-0.099
0.0,30.000,22.00,48.00,24733.308,24703.308,10.957,51.6,1.694e+04,1.032e-01,15.104,16.250,521.2,1.000e+05,0.169,26.821,52.2,1.720e+04,1.036e-01,0.0,9.656e-02,1.103e-01,1.174e-01,13.7,6.65,488.7,4.75,-0.4,-6.8,6.5,13.3,-290.8,0.0,-7.7,20.4,-298.5,20.4,25.6,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,2.3803e+25,3.182e+03,1.655e+00,2.610,0.9988,1.8979e+25,61.72,79.73,2.02,4.4518e+24,28.67,18.70,4.00,3.7218e+23,9.61,1.56,16.04,-0.099
0.0,31.000,22.00,48.00,24734.308,24703.308,10.956,51.4,1.583e+04,9.675e-02,14.833,15.495,520.5,1.000e+05,0.158,27.341,52.0,1.609e+04,9.719e-02,0.0,9.039e-02,1.036e-01,1.096e-01,13.2,6.81,489.1,4.94,-0.5,-7.0,6.6,12.7,-290.1,0.0,-5.5,23.6,-295.7,23.6,25.9,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,2.2315e+25,3.183e+03,1.655e+00,2.609,0.9989,1.7793e+25,61.72,79.73,2.02,4.1736e+24,28.67,18.70,4.00,3.4884e+23,9.61,1.56,16.04,-0.099
0.0,32.000,22.00,48.00,24735.308,24703.308,10.955,51.3,1.480e+04,9.070e-02,14.833,15.495,519.7,1.000e+05,0.148,28.341,51.9,1.506e+04,9.117e-02,0.0,8.461e-02,9.723e-02,1.034e-01,14.0,6.96,486.8,5.14,-0.5,-7.2,6.6,13.4,-289.5,0.0,-14.3,27.1,-303.8,27.1,26.2,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,2.0920e+25,3.183e+03,1.655e+00,2.609,0.9989,1.6680e+25,61.72,79.73,2.02,3.9127e+24,28.67,18.70,4.00,3.2696e+23,9.61,1.56,16.04,-0.099
0.0,33.000,22.00,48.00,24736.308,24703.308,10.954,51.1,1.383e+04,8.503e-02,14.833,15.495,519.0,1.000e+05,0.138,29.341,51.7,1.409e+04,8.553e-02,0.0,7.920e-02,9.129e-02,1.003e-01,17.9,7.11,477.9,5.36,-0.6,-7.4,6.7,17.3,-288.8,0.0,-18.9,20.6,-307.7,20.6,26.6,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,1.9612e+25,3.183e+03,1.655e+00,2.609,0.9990,1.5638e+25,61.72,79.73,2.02,3.6682e+24,28.67,18.70,4.00,3.0646e+23,9.61,1.56,16.04,-0.099
0.0,34.000,22.00,48.00,24737.308,24703.308,10.953,51.0,1.293e+04,7.972e-02,14.833,15.495,518.2,1.000e+05,0.129,30.341,51.6,1.318e+04,8.023e-02,0.0,7.414e-02,8.572e-02,9.213e-02,15.6,7.26,482.1,5.60,-0.6,-7.6,6.8,14.8,-288.1,0.0,-19.1,18.9,-307.2,18.9,26.9,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,1.8387e+25,3.183e+03,1.655e+00,2.609,0.9990,1.4660e+25,61.73,79.73,2.02,3.4389e+24,28.67,18.70,4.00,2.8724e+23,9.60,1.56,16.04,-0.099
0.0,35.000,22.00,48.00,24738.308,24703.308,10.952,50.8,1.209e+04,7.474e-02,14.833,15.495,517.5,1.000e+05,0.121,31.341,51.5,1.233e+04,7.527e-02,0.0,6.940e-02,8.048e-02,8.517e-02,14.0,7.41,484.8,5.87,-0.7,-7.8,6.9,13.1,-287.5,0.0,-19.2,22.9,-306.6,22.9,27.2,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,1.7237e+25,3.184e+03,1.656e+00,2.609,0.9991,1.3744e+25,61.73,79.73,2.02,3.2240e+24,28.67,18.70,4.00,2.6922e+23,9.60,1.56,16.04,-0.099
0.0,36.000,22.00,48.00,24739.308,24703.308,10.951,50.7,1.130e+04,6.998e-02,14.748,15.199,517.0,1.000e+05,0.113,32.161,51.4,1.153e+04,7.052e-02,0.0,6.488e-02,7.547e-02,7.826e-02,11.8,7.56,488.9,5.87,-0.8,-8.0,7.0,11.0,-286.8,0.0,-26.2,17.6,-313.0,17.6,27.5,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,1.6139e+25,3.184e+03,1.656e+00,2.609,0.9991,1.2869e+25,61.73,79.73,2.02,3.0187e+24,28.67,18.70,4.00,2.5202e+23,9.60,1.56,16.04,-0.099
0.0,37.000,22.00,48.00,24740.308,24703.308,10.950,50.6,1.056e+04,6.552e-02,14.748,15.199,516.5,1.000e+05,0.106,33.161,51.3,1.078e+04,6.606e-02,0.0,6.066e-02,7.077e-02,7.681e-02,17.2,7.72,477.0,5.87,-0.8,-8.2,7.1,16.3,-286.1,0.0,-23.2,15.1,-309.4,15.1,27.8,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,1.5112e+25,3.184e+03,1.656e+00,2.609,0.9992,1.2049e+25,61.73,79.74,2.02,2.8264e+24,28.67,18.70,4.00,2.3591e+23,9.60,1.56,16.04,-0.099
0.0,38.000,22.00,48.00,24741.308,24703.308,10.950,50.5,9.864e+03,6.135e-02,14.748,15.199,516.0,1.000e+05,0.099,34.161,51.2,1.009e+04,6.189e-02,0.0,5.671e-02,6.636e-02,7.177e-02,17.0,7.87,477.0,5.87,-0.9,-8.4,7.2,16.0,-285.5,0.0,-14.2,16.2,-299.6,16.2,28.2,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,1.4149e+25,3.184e+03,1.656e+00,2.609,0.9992,1.1282e+25,61.73,79.74,2.02,2.6464e+24,28.67,18.70,4.00,2.2084e+23,9.59,1.56,16.04,-0.099
0.0,39.000,22.00,48.00,24742.308,24703.308,10.949,50.4,9.218e+03,5.744e-02,14.748,15.199,515.5,1.000e+05,0.092,35.161,51.1,9.433e+03,5.798e-02,0.0,5.302e-02,6.223e-02,6.742e-02,17.4,8.02,475.8,5.87,-0.9,-8.6,7.3,16.3,-284.8,0.0,-13.9,17.5,-298.7,17.5,28.5,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,1.3248e+25,3.184e+03,1.656e+00,2.609,0.9993,1.0564e+25,61.73,79.74,2.02,2.4779e+24,28.67,18.70,4.00,2.0672e+23,9.59,1.56,16.04,-0.099
0.0,40.000,22.00,48.00,24743.308,24703.308,10.948,50.3,8.613e+03,5.379e-02,14.748,15.199,514.9,1.000e+05,0.086,36.161,51.0,8.823e+03,5.432e-02,0.0,4.957e-02,5.836e-02,6.293e-02,17.0,8.17,476.1,5.87,-1.0,-8.7,7.4,15.8,-284.1,0.0,-23.9,10.0,-308.0,10.0,28.8,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,1.2404e+25,3.185e+03,1.656e+00,2.609,0.9993,9.8908e+24,61.73,79.74,2.02,2.3201e+24,28.67,18.70,4.00,1.9351e+23,9.59,1.56,16.04,-0.099
0.0,41.000,22.00,48.00,24744.308,24703.308,10.947,50.3,8.044e+03,5.020e-02,14.635,14.484,515.1,1.000e+05,0.080,36.884,51.1,8.249e+03,5.072e-02,0.0,4.620e-02,5.455e-02,5.897e-02,17.5,8.32,475.3,5.87,-1.0,-8.9,7.5,16.3,-283.5,0.0,-19.2,5.7,-302.6,5.7,29.1,25.0,305.67,-21.99,283.60,3.71,129.03,240.92,29.92,57996.0,1.1576e+25,3.185e+03,1.656e+00,2.609,0.9994,9.2306e+24,61.74,79.74,2.02,2.1652e+24,28.68,18.70,4.00,1.8055e+23,9.59,1.56,16.04,-0.099
