Time [s],ECI X_1 [km],ECI Y_1 [km],ECI Z_1 [km],ECI dX_1 [km/s],ECI dY_1 [km/s],ECI dZ_1 [km/s],sigma1_1,sigma2_1,sigma3_1,Omega1_1 [rad/s],Omega2_1 [rad/s],Omega3_1 [rad/s],ECI X_2 [km],ECI Y_2 [km],ECI Z_2 [km],ECI dX_2 [km/s],ECI dY_2 [km/s],ECI dZ_2 [km/s],sigma1_2,sigma2_2,sigma3_2,Omega1_2 [rad/s],Omega2_2 [rad/s],Omega3_2 [rad/s]
14060,-36059.6164157086,22425.3952487193,-0.00944432451197649,-1.61799450336412,-2.60170304455052,-1.55119974501206e-07,-0.357688833642817,0.439984665024951,0.26811725904554,-0.00240307184981833,-4.03345915193724e-05,-0.00103109099304935,-36059.6154393076,22425.39838719,0,-1.61799559218975,-2.60170317259943,0,-0.357688833642817,0.439984665024951,0.26811725904554,-0.00240307184981833,-4.0334591519373e-05,-3.10909930493453e-05
14070,-36075.7869714261,22399.3723830042,-0.00944589883604248,-1.61611695273912,-2.60286973273603,-1.59735772243529e-07,-0.36316044845038,0.43819221310594,0.274557884692936,-0.00240306247735215,-3.96716539024505e-05,-0.00103130928629787,-36075.7860081608,22399.3755207962,0,-1.61611803816838,-2.60286988038534,0,-0.36316044845038,0.43819221310594,0.274557884692936,-0.00240306247735215,-3.96716539024511e-05,-3.13092862978713e-05
14080,-36091.9387474326,22373.3378571909,-0.00944751904323775,-1.61423856122662,-2.60403506601939,-1.64296315417843e-07,-0.368642224987018,0.436339967515214,0.281022138827147,-0.00240305424949321,-3.90071262391598e-05,-0.00103151997152223,-36091.9377972666,22373.3409940989,0,-1.61423964285664,-2.60403523321013,0,-0.368642224987018,0.436339967515214,0.281022138827147,-0.00240305424949321,-3.90071262391604e-05,-3.15199715222253e-05
14090,-36108.0717353244,22347.2916848311,-0.0094491845725097,-1.61235932980275,-2.6051990438021,-1.68799906784251e-07,-0.374134234839426,0.434427179189315,0.287510283669581,-0.0024030471625826,-3.834114316987e-05,-0.00103172305300889,-36108.0707982169,22347.2948206506,0,-1.61236040723235,-2.60519923046718,0,-0.374134234839426,0.434427179189315,0.287510283669581,-0.0024030471625826,-3.83411431698706e-05,-3.17230530088892e-05
14100,-36124.1859267073,22321.2338794829,-0.00945089484595806,-1.6104792594439,-2.60636166548633,-1.7324487409164e-07,-0.379636544726552,0.432453079939669,0.294022580721416,-0.00240304121281729,-3.76738388207124e-05,-0.0010319185364413,-36124.1850026135,22321.2370140101,0,-1.61048033227378,-2.60636187155055,0,-0.379636544726552,0.432453079939669,0.294022580721416,-0.00240304121281729,-3.7673838820713e-05,-3.19185364412991e-05
14110,-36140.281313197,22295.1644547102,-0.00945264926908614,-1.60859835112675,-2.6075229304749,-1.77629570353123e-07,-0.385149216276503,0.430416882100777,0.300559290615984,-0.0024030363962517,-3.70053467820127e-05,-0.0010321064288905,-36140.2804020679,22295.1675877422,0,-1.60859941895962,-2.60752315585502,0,-0.385149216276503,0.430416882100777,0.300559290615984,-0.0024030363962517,-3.70053467820133e-05,-3.21064288904968e-05
14120,-36156.357886419,22269.0834240829,-0.00945444723105482,-1.60671660582826,-2.6086828381713,-1.81952374112596e-07,-0.390672305794515,0.428317778170472,0.307120672963562,-0.00240303270879926,-3.63358000869513e-05,-0.0010322867388056,-36156.3569882014,22269.0865554176,0,-1.60671766826902,-2.60868308277607,0,-0.390672305794515,0.428317778170472,0.307120672963562,-0.00240303270879926,-3.63358000869519e-05,-3.22867388055939e-05
14130,-36172.4156380084,22242.9908011769,-0.00945628810493915,-1.60483402452568,-2.60984138797966,-1.86211689704632e-07,-0.396205864021624,0.426154940442139,0.313706986188206,-0.00240303014623396,-3.56653311904539e-05,-0.00103245947600405,-36172.4147526453,22242.9939306133,0,-1.60483508118153,-2.60984165170988,0,-0.396205864021624,0.426154940442139,0.313706986188206,-0.00240303014623396,-3.56653311904545e-05,-3.24594760040499e-05
14140,-36188.4545596103,22216.886599574,-0.00945817124798756,-1.60295060819653,-2.61099857930477,-1.90405947509169e-07,-0.401749935883677,0.423927520628827,0.320318487356255,-0.00240302870419181,-3.49940719483123e-05,-0.00103262465166177,-36188.4536870403,22216.889726912,0,-1.60295165867717,-2.61099886205337,0,-0.401749935883677,0.423927520628827,0.320318487356255,-0.00240302870419181,-3.4994071948313e-05,-3.26246516617673e-05
14150,-36204.4746428794,22190.770832862,-0.00946009600188352,-1.60106635781862,-2.61215441155207,-1.94533604200367e-07,-0.407304560230286,0.421634649479185,0.326955431996127,-0.00240302837817238,-3.43221535965396e-05,-0.00103278227830301,-36204.4737830373,22190.7739579028,0,-1.60106740173638,-2.61215471320412,0,-0.407304560230286,0.421634649479185,0.326955431996127,-0.00240302837817238,-3.43221535965402e-05,-3.27822783030076e-05
14160,-36220.4758794804,22164.6435146345,-0.00946206169300975,-1.59918127437005,-2.61330888412766,-1.98593142991873e-07,-0.412869769563356,0.419275436385158,0.333618073909001,-0.00240302916354016,-3.36497067309598e-05,-0.00103293236979013,-36220.4750322969,22164.6466371806,0,-1.59918231134003,-2.61330920456044,0,-0.412869769563356,0.419275436385158,0.333618073909001,-0.00240302916354016,-3.36497067309604e-05,-3.293236979013e-05
14170,-36236.4582610874,22138.5046584911,-0.00946406763271481,-1.5972953588292,-2.61446199643826,-2.02583073876854e-07,-0.418445589754748,0.416848968981374,0.340306664969955,-0.00240303105552604,-3.29768612870352e-05,-0.00103307494131316,-36236.4574264892,22138.5077783463,0,-1.59729638846944,-2.61446233552137,0,-0.418445589754748,0.416848968981374,0.340306664969955,-0.00240303105552604,-3.29768612870358e-05,-3.30749413131555e-05
14180,-36252.4217793847,22112.3542780375,-0.00946611311758207,-1.59540861217475,-2.61561374789127,-2.0650193386581e-07,-0.424032039752666,0.414354312736173,0.347021454919144,-0.00240303404922864,-3.23037465199323e-05,-0.00103321000937916,-36252.4209572946,22112.3573950068,0,-1.59540963410634,-2.61561410548661,0,-0.424032039752666,0.414354312736173,0.347021454919144,-0.00240303404922864,-3.23037465199329e-05,-3.32100093791604e-05
14190,-36268.3664260661,22086.1923868852,-0.00946819742970109,-1.59352103538565,-2.61676413789472,-2.10348287222262e-07,-0.429629131276326,0.411790510534245,0.353762691142535,-0.00240303813961574,-3.16304909848281e-05,-0.0010333375918015,-36268.365616403,22086.1955007752,0,-1.59352204923291,-2.61676451385662,0,-0.429629131276326,0.411790510534245,0.353762691142535,-0.00240303813961574,-3.16304909848287e-05,-3.33375918015006e-05
14200,-36284.2921928352,22060.0189986514,-0.00947031983694128,-1.59163262944115,-2.61791316585728,-2.14120725695101e-07,-0.435236868498452,0.409156582250819,0.360530618441753,-0.00240304332152555,-3.09572225174592e-05,-0.00103345770768887,-36284.2913955142,22060.0221092704,0,-1.59163363483175,-2.61791356003252,0,-0.435236868498452,0.409156582250819,0.360530618441753,-0.00240304332152555,-3.09572225174598e-05,-3.34577076888706e-05
14210,-36300.1990714057,22033.8341269596,-0.00947247959322794,-1.58974339532079,-2.61906083118825,-2.17817868750851e-07,-0.440855247715106,0.406451524317395,0.367325478792509,-0.00240304958966802,-3.02840682149143e-05,-0.0010335703774342,-36300.1982863378,22033.8372341172,0,-1.58974439188592,-2.61906124341618,0,-0.440855247715106,0.406451524317395,0.367325478792509,-0.00240304958966802,-3.02840682149149e-05,-3.35703774341999e-05
14220,-36316.0870535007,22007.6377854388,-0.00947467593882059,-1.58785333400439,-2.62020713329761,-2.21438363804785e-07,-0.446484257002384,0.403674309278989,0.374147511091125,-0.00240305693862618,-2.9611154416673e-05,-0.00103367562270339,-36316.0862805934,22007.6408889467,0,-1.58785432137887,-2.62020756341015,0,-0.446484257002384,0.403674309278989,0.374147511091125,-0.00240305693862618,-2.96111544166736e-05,-3.36756227033886e-05
14230,-36331.9561308534,21981.4299877243,-0.00947690810059362,-1.58596244647208,-2.62135207159593,-2.24980886451934e-07,-0.452123875859451,0.400823885342896,0.380996950888597,-0.00240306536285734,-2.89386066858907e-05,-0.00103377346642389,-36331.9553700101,21981.4330873956,0,-1.58596342429451,-2.62135251941772,0,-0.452123875859451,0.400823885342896,0.380996950888597,-0.00240306536285734,-2.89386066858913e-05,-3.37734664238868e-05
14240,-36347.8062952066,21955.210747457,-0.00947917529231922,-1.58407073370426,-2.62249564549445,-2.28444140698244e-07,-0.457774074837394,0.397899175918965,0.387874030111637,-0.00240307485669436,-2.82665497909328e-05,-0.00103386393277312,-36347.8055463273,21955.2138431069,0,-1.58407170161717,-2.62249611084285,0,-0.457774074837394,0.397899175918965,0.387874030111637,-0.00240307485669436,-2.82665497909334e-05,-3.38639327731193e-05
14250,-36363.637538313,21928.9800782837,-0.00948147671495265,-1.58217819668164,-2.62363785440502,-2.31826859193189e-07,-0.463434815153341,0.394899079151427,0.394778976770121,-0.00240308541434685,-2.75951076871594e-05,-0.00103394704716676,-36363.6368012938,21928.9831697293,0,-1.58217915433161,-2.62363833709025,0,-0.463434815153341,0.394899079151427,0.394778976770121,-0.00240308541434685,-2.759510768716e-05,-3.39470471667588e-05
14260,-36379.4498519351,21902.7379938573,-0.00948381155691987,-1.58028483638522,-2.62477869774016,-2.35127803462595e-07,-0.469106048289274,0.391822467442282,0.401712014650318,-0.00240309702990234,-2.692440349896e-05,-0.00103402283624685,-36379.4491266685,21902.7410809177,0,-1.58028578342303,-2.62477919756531,0,-0.469106048289274,0.391822467442282,0.401712014650318,-0.00240309702990234,-2.69244034989606e-05,-3.40228362468506e-05
14270,-36395.2432278451,21876.4845078362,-0.00948617899440746,-1.5783906537963,-2.62591817491298,-2.38345764144498e-07,-0.474787715574965,0.388668186966326,0.40867336299328,-0.00240310969732752,-2.62545595020431e-05,-0.00103409132786979,-36395.2425142201,21876.4875903326,0,-1.57839158987704,-2.62591869167415,0,-0.474787715574965,0.388668186966326,0.40867336299328,-0.00240310969732752,-2.62545595020437e-05,-3.4091327869792e-05
14280,-36411.0176578253,21850.219633885,-0.00948857819165493,-1.57649564989647,-2.62705628533725,-2.41479561226773e-07,-0.480479747754397,0.385435057177867,0.415663236157714,-0.00240312341046932,-2.5585697105978e-05,-0.00103415255109417,-36411.0169557272,21850.2227116407,0,-1.5764965746797,-2.62705681882359,0,-0.480479747754397,0.385435057177867,0.415663236157714,-0.00240312341046932,-2.55856971059786e-05,-3.41525510941682e-05
14290,-36426.7731336675,21823.9433856741,-0.0094910083012494,-1.5745998256676,-2.62819302842735,-2.44528044287052e-07,-0.486182064535071,0.382121870309221,0.42268184326667,-0.00240313816305607,-2.49179368369939e-05,-0.00103420653616845,-36426.7724429782,21823.9464585146,0,-1.57460073881746,-2.62819357842118,0,-0.486182064535071,0.382121870309221,0.42268184326667,-0.00240313816305607,-2.49179368369946e-05,-3.42065361684488e-05
14300,-36442.5096471734,21797.6557768795,-0.00949346846442276,-1.57270318209189,-2.6293284035983,-2.47490092735601e-07,-0.491894574119518,0.378727390861103,0.429729387837307,-0.00240315394869861,-2.42513983210346e-05,-0.00103425331451855,-36442.5089677713,21797.6588446328,0,-1.57270408327725,-2.62932896987515,0,-0.491894574119518,0.378727390861103,0.429729387837307,-0.00240315394869861,-2.42513983210353e-05,-3.42533145185466e-05
14310,-36458.2271901547,21771.3568211834,-0.00949595781135115,-1.57080572015181,-2.63046241026574,-2.50364616062202e-07,-0.497617172718359,0.375250355085036,0.436806067393001,-0.00240317076089143,-2.35862002670715e-05,-0.00103429291873525,-36458.2265219147,21771.3598836796,0,-1.57080660904639,-2.63046299259448,0,-0.497617172718359,0.375250355085036,0.436806067393001,-0.00240317076089143,-2.35862002670721e-05,-3.42929187352431e-05
14320,-36473.9257544327,21745.0465322735,-0.00949847546145709,-1.56890744083015,-2.63159504784593,-2.53150554085827e-07,-0.503349744044205,0.371689470457941,0.443912073057017,-0.00240318859301366,-2.29224604506756e-05,-0.00103432538256148,-36473.9250972265,21745.0495893453,0,-1.56890831711263,-2.63159564598883,0,-0.503349744044205,0.371689470457941,0.443912073057017,-0.00240318859301366,-2.29224604506762e-05,-3.43253825614813e-05
